,Facility ID,Facility Name,Street Name,Suburb/Town,Pcode,Latitude,Longitude,Field/Surface Type,FullAddress,MelwaysVicRoadsRef
452,CASEYC12274,Chalcot Lodge Reserve,Haverstock Hill ,ENDEAVOUR HILLS ,3802.0,-37.969783,145.24973,Grass," Haverstock Hill  Close, ENDEAVOUR HILLS  3802",91 B2
453,CASEYC12315,Hillsmeade Reserve,The Promenade,NARRE WARREN SOUTH ,3805.0,-38.065279,145.308473,Grass," The Promenade , NARRE WARREN SOUTH  3805",130 F5
454,CASEYC12308,Jack Thomas Recreation Reserve,Fox,NARRE WARREN NORTH ,3804.0,-37.994838,145.306538,Grass," Fox Road, NARRE WARREN NORTH  3804",108 E9
455,CASEYC12278,James Cook Reserve,Jones ,ENDEAVOUR HILLS ,3802.0,-37.97974,145.247119,Grass," Jones  Court, ENDEAVOUR HILLS  3802",91 A6
456,CASEYC12273,"Reema Recreation Reserve,",Reema,ENDEAVOUR HILLS ,3802.0,-37.971065,145.276063,Grass," Reema Boulevard, ENDEAVOUR HILLS  3802",91 H3
457,CASEYC12286,"Waratah Recreation Reserve,",Laurel,EUMEMMERRING ,3802.0,-37.992989,145.249168,Grass," Laurel Avenue, EUMEMMERRING  3802",91 B9
458,CASEYC12267,Doveton Pool in the Park,tristania,DOVETON ,3177.0,-37.98872,145.244299,"50m Pool - Outdoor, Childrens Learning Pool, Recreation / Play Water Space, Toddlers Pool","64 tristania Street, DOVETON  3177",90 K9
459,CASEYC12297,Dalton reserve,King ,HARKAWAY,3806.0,-38.001823,145.342576,Artificial Turf," King  Road, HARKAWAY 3806",109 A11
460,CENTRA12548,Deledeo Recreation Reserve,Elgin ,DUNOLLY,3472.0,-36.853322,143.732102,," Elgin  Road, DUNOLLY 3472",559 S2
461,CENTRA12557,Jack Pascoe Reserve,Majorca,MARYBOROUGH,3465.0,-37.055592,143.745472,Grass Running Track," Majorca Road, MARYBOROUGH 3465",558 F9
462,CENTRA12567,Princes Park Precinct,Park,MARYBOROUGH,3465.0,-37.043009,143.74114,Grass Running Track," Park Road, MARYBOROUGH 3465",558 E6
463,CENTRA12565,Bealiba Recreation Reserve,Park,BEALIBA,3475.0,-36.792731,143.549039,Grass," Park Lane, BEALIBA 3475",557 R4
464,CENTRA12546,Carisbrook Recreation Reserve,Hare,CARISBROOK,3464.0,-37.045446,143.808903,Grass,"6 Hare Street, CARISBROOK 3464",557 R9
465,CENTRA12572,Talbot Recreation Reserve,Avoca,TALBOT,3371.0,-37.169542,143.693932,Grass," Avoca Road, TALBOT 3371",559 O10
466,CENTRA12566,Peel Street Reserve,Peel,MARYBOROUGH,3465.0,-37.04098,143.732044,Synthetic Pitch," Peel Street, MARYBOROUGH 3465",558 D5
467,COLACO11264,Alvie Recreation Reserve,Coranagmite Lake,ALVIE,3249.0,-38.242638,143.50924,Grass,"1140 Coranagmite Lake Road, ALVIE 3249",92 A5
468,COLACO11267,Apollo Bay Recreation Reserve,Great Ocean,APOLLO BAY,3233.0,-38.762937,143.667818,Grass,"70 Great Ocean Road, APOLLO BAY 3233",519 O3
469,COLACO11273,Beeac Recreation Reserve,Lang,BEEAC,3251.0,-38.193755,143.645277,Grass,"55 Lang Street, BEEAC 3251",521 T8
470,COLACO11278,Birregurra Recreation Reserve,Strachan,BIRREGURRA,3242.0,-38.334095,143.789681,Grass,"19 Strachan Street, BIRREGURRA 3242",92 E7
471,COLACO11280,Carlisle River Recreation Reserve,Gellibrand-River,CARLISLE RIVER,3239.0,-38.560785,143.393229,Grass,"45 Gellibrand-River Road, CARLISLE RIVER 3239",100 H2
472,COLACO11281,Central Reserve,Gravesend ,COLAC ,3250.0,-38.347988,143.586344,Grass,"32-40 Gravesend  Road, COLAC  3250",520 E5
473,COLACO11291,Elliminyt Recreation Reserve,Main,ELLIMINYT,3250.0,-38.364438,143.581651,Grass,"235 Main Street, ELLIMINYT 3250",520 D9
474,COLACO11292,Forrest Recreation Reserve,Yaugher,FORREST,3236.0,-38.506294,143.726206,Grass,"25 Yaugher Road, FORREST 3236",101 D2
475,COLACO11294,Gellibrand Recreation Reserve,Football,GELLIBRAND,3239.0,-38.526229,143.53794,Grass,"20 Football Road, GELLIBRAND 3239",92 A2
476,COLACO11297,Irrewillipe Recreation Reserve,Timboon Colac Road,IRREWILLIPE,3249.0,-38.412427,143.441344,Grass,"2480 Timboon Colac Road Road, IRREWILLIPE 3249",91 J8
477,COLACO11296,Warrowie Recreation Reserve,McKays,IRREWARRA,3249.0,-38.287327,143.65801,Grass,"35 McKays Road, IRREWARRA 3249",92 C6
478,COLACO5125,Eastern Reserve,Wilson,COLAC,3250.0,-38.34491,143.596452,Grass," Wilson Street, COLAC 3250",
479,COLACO11275,Beech Forest Recreation Reserve,Old Beech Forest,BEECH FOREST,3237.0,-38.629738,143.571339,Synthetic Pitch,"1535 Old Beech Forest Road, BEECH FOREST 3237",101 B4
480,COLACO11290,Eastern Reserve,Wilson,COLAC,3250.0,-38.345182,143.596546,Turf Pitch,"45 Wilson Street, COLAC 3250",520 G6
481,COLACO11304,Pirron Yallock Recreation Reserve,Swan Marsh,PIRRON YALLOCK,3249.0,-38.369046,143.4045,Synthetic Pitch,"370 Swan Marsh Road, PIRRON YALLOCK 3249",91 J7
482,COLACO11308,Warrion Recreation Reserve,Glenn,WARRION,3249.0,-38.225017,143.569287,Turf Pitch,"25 Glenn Street, WARRION 3249",92 B5
483,COLACO11268,Apollo Bay Skate Park,Collingwood,APOLLO BAY,3233.0,-38.757987,143.671004,," Collingwood Street, APOLLO BAY 3233",519 N4
484,CORANG12756,Cobden Recreation Reserve  ,Parrott ,COBDEN,3266.0,-38.330548,143.07289,Grass," Parrott  Street  , COBDEN 3266",518 B4
485,CORANG12745,Derrinallum Park  ,Hamilton ,DERRINALLUM,3325.0,-37.949017,143.227938,Grass," Hamilton  Hwy, DERRINALLUM 3325",516 C11
486,CORANG12746,Lismore Recreation Reserve  ,Recreation,LISMORE,3324.0,-37.958212,143.341005,Grass," Recreation Street, LISMORE 3324",516 C7
487,CORANG12767,Noorat Recreation Reserve  ,McKinnons Bridge ,NOORAT,3265.0,-38.191045,142.937647,Grass," McKinnons Bridge  Road, NOORAT 3265",90 G5
488,CORANG12771,Simpson Recreation Reserve  ,Lavers Hill-Cobden,SIMPSON  ,3266.0,-38.495275,143.212358,Grass," Lavers Hill-Cobden Road, SIMPSON   3266",516 H2
489,CORANG12774,Skipton Recreation Reserve  ,Osborne ,SKIPTON,3361.0,-37.689406,143.365603,Grass," Osborne  Street, SKIPTON 3361",518 D11
490,CORANG12778,Terang Recreation Reserve  ,Strong,TERANG,3264.0,-38.24409,142.9222,Grass," Strong Street, TERANG 3264",517 S11
491,CORANG12783,Timboon Recreation Reserve  ,Curdies River ,TIMBOON,3268.0,-38.478111,142.96612,Grass," Curdies River  Road, TIMBOON 3268",517 G7
492,CORANG12792,Camperdown Recreation Reserve,Sadlers,CAMPERDOWN,3260.0,-38.23113,143.103068,," Sadlers Road, CAMPERDOWN 3260",91 D5
493,CORANG12763,Cobrico Recreation Reserve,Cobden-Terang,COBRICO,3266.0,-38.290903,143.018699,Synthetic Pitch," Cobden-Terang Road, COBRICO 3266",91 B6
494,CORANG12791,Ecklin Recreation Reserve,Timboon-Terang,ECKLIN SOUTH,3265.0,-38.379653,142.911972,Artificial Turf,"250 Timboon-Terang Road, ECKLIN SOUTH 3265",
495,CORANG12747,Port Campbell Recreation Reserve  ,Desaily ,PORT CAMPBELL,3269.0,-38.616011,143.002448,Synthetic Pitch," Desaily  Street, PORT CAMPBELL 3269",516 D2
496,CORANG12769,Princetown Recreation Reserve,Old Coach,PRINCETOWN,3269.0,-38.699025,143.160422,Synthetic Pitch," Old Coach Road, PRINCETOWN 3269",100 D4
497,CORANG12770,Scotts Creek Recreation reserve,Cobden - Port Campbell,SCOTTS CREEK,3267.0,-38.452162,143.048966,Synthetic Pitch," Cobden - Port Campbell Road, SCOTTS CREEK 3267",91 B9
498,CORANG12759,Cobden Racecourse Reserve,Greyland,COBDEN,3266.0,-38.322772,143.06005,," Greyland Street, COBDEN 3266",518 B4
499,CORANG12755,Camperdown Skate Park ,Lawrence,CAMPERDOWN,3260.0,-38.239802,143.150283,," Lawrence Street, CAMPERDOWN 3260",517 N4
500,CORANG12761,Cobden Skate Park ,Station,COBDEN,3266.0,-38.324597,143.067909,," Station Street, COBDEN 3266",518 B3
501,CORANG12768,Port Campbell Public Purpose Reserve,Lord,PORT CAMPBELL,3269.0,-38.61904,142.996955,," Lord Street, PORT CAMPBELL 3269",516 C3
502,CORANG12773,Simpson Skate Park ,Princetown,SIMPSON  ,3266.0,-38.496414,143.209578,," Princetown Road, SIMPSON   3266",516 H3
503,CORANG12789,Terang Skate Park,Ewing,TERANG,3264.0,-38.2428,142.922245,," Ewing Street, TERANG 3264",
504,CORANG12787,Timboon Skate Park,Bailey ,TIMBOON,3268.0,-38.483167,142.977576,," Bailey  Street, TIMBOON 3268",516 H9
505,GREATE11619,Clow St Recreation Reserve,Clow ,DANDENONG,3175.0,-37.984995,145.229068,Grass Running Track," Clow  Street, DANDENONG 3175",91 F5
506,GREATE11657,Ross Reserve,Memorial,NOBLE PARK  ,3174.0,-37.961328,145.171495,Synthetic Running Track," Memorial Drive, NOBLE PARK   3174",89 E1
507,GREATE11613,Alex Nelson Reserve,Harold,SPRINGVALE,3171.0,-37.974962,145.153433,Grass," Harold Road, SPRINGVALE 3171",88 K4
508,GREATE11616,BJ Powell Reserve,Halton,NOBLE PARK NORTH,3174.0,-37.953837,145.193877,Grass," Halton Road, NOBLE PARK NORTH 3174",80 J11
509,GREATE11626,Dandenong Park (Shepley Oval),Pultney,DANDENONG,3175.0,-37.9954,145.221365,Grass," Pultney Street, DANDENONG 3175",90 E9
510,GREATE11631,Edinburgh Reserve,Dowling,MULGRAVE,3170.0,-37.936376,145.168138,Grass," Dowling Avenue, MULGRAVE 3170",80 D6
511,GREATE11632,Frederick Watcher Reserve,Bloomfield,KEYSBOROUGH,3173.0,-37.986985,145.17481,Grass," Bloomfield Road, KEYSBOROUGH 3173",89 E7
512,GREATE11637,Greaves Reserve,Attenborough,DANDENONG,3175.0,-37.984195,145.197572,Grass," Attenborough Street, DANDENONG 3175",90 A7
513,GREATE11643,Keysborough Reserve,Cheltnam,KEYSBOROUGH,3173.0,-37.994562,145.167688,Grass," Cheltnam Road, KEYSBOROUGH 3173",88 J8
514,GREATE11644,Lois Twohig Reserve,Carlton,DANDENONG NORTH,3175.0,-37.962081,145.217008,Grass," Carlton Road, DANDENONG NORTH 3175",81 C12
515,GREATE11650,Noble Park Reserve,Moodemere,NOBLE PARK,3174.0,-37.97745,145.169162,Grass," Moodemere Street, NOBLE PARK 3174",89 D4
516,GREATE11665,Springvale Reserve,Ericksen,SPRINGVALE,3171.0,-37.943645,145.147509,Grass," Ericksen Street, SPRINGVALE 3171",79 J7
517,GREATE11669,Thomas P Carroll Reserve,Box,DANDENONG,3175.0,-37.995115,145.226746,Grass," Box Street, DANDENONG 3175",90 F9
518,GREATE11638,Hemmings Park,Princess,DANDENONG,3175.0,-37.980806,145.208629,Dirt," Princess Hwy, DANDENONG 3175",81 J1
519,GREATE11614,Alexander Rd Reserve,Alexander,DANDENONG,3175.0,-37.970923,145.195534,Turf Pitch," Alexander Road, DANDENONG 3175",
520,GREATE11621,Coomoora Rd Reserve,Coomoora,KEYSBOROUGH,3173.0,-37.983689,145.149697,Turf Pitch," Coomoora Road, KEYSBOROUGH 3173",88 J6
521,GREATE12283,Endeavour Hills Recreation Reserve,Brady,ENDEAVOUR HILLS ,3802.0,-37.954473,145.237058,Synthetic Pitch," Brady Road, ENDEAVOUR HILLS  3802",81 J11
522,GREATE11641,Keysborough Community Park,Loxwood,KEYSBOROUGH,3173.0,-37.989447,145.158751,Synthetic Pitch," Loxwood Avenue, KEYSBOROUGH 3173",89 A8
523,GREATE11653,Parkfield Reserve,Dunblane ,NOBLE PARK  ,3174.0,-37.962026,145.181661,Turf Pitch," Dunblane  Road, NOBLE PARK   3174",89 G1
524,GREATE11671,Warner Reserve,Flynn,SPRINGVALE,3171.0,-37.946035,145.161401,Turf Pitch," Flynn Street, SPRINGVALE 3171",80 B8
525,GREATE11673,WJ Pav Turner Reserve,Jacksons,NOBLE PARK NORTH,3174.0,-37.947531,145.192879,Synthetic Pitch," Jacksons Road, NOBLE PARK NORTH 3174",80 J11
526,GREATE11648,Noble Park Aquatic Centre,Memorial,NOBLE PARK  ,3174.0,-37.964727,145.174049,," Memorial Drive, NOBLE PARK   3174",80 E12
527,GREATE11633,Gaelic Park,Perry,KEYSBOROUGH,3173.0,-38.029248,145.180444,Grass,"324 Perry Road, KEYSBOROUGH 3173",89 E12
528,GREATE11640,JC Mills Reserve,Cleeland,DANDENONG,3175.0,-37.972185,145.218467,Grass," Cleeland Street, DANDENONG 3175",90 D6
529,GREATE11617,Burden Park,Heatherton,SPRINGVALE,3171.0,-37.963132,145.152186,Grass," Heatherton Road, SPRINGVALE 3171",79 C11
530,GREATE11635,George Andrews Reserve,Deepdale,DANDENONG,3175.0,-38.001833,145.211675,Grass," Deepdale Street, DANDENONG 3175",90 D11
531,GREATE11636,Glendale Reserve,Whitworth,MULGRAVE,3170.0,-37.939349,145.147027,Grass," Whitworth Avenue, MULGRAVE 3170",79 J6
532,GREATE11652,Norman Luth Reserve,Heritage,SPRINGVALE,3171.0,-37.954379,145.140357,Grass," Heritage Drive, SPRINGVALE 3171",79 G11
533,GREATE11654,Parkmore Soccer Club,Homeleigh,KEYSBOROUGH,3173.0,-38.008946,145.16148,Grass," Homeleigh Road, KEYSBOROUGH 3173",94 B1
534,GREATE11662,Spring Valley Park,Springvale,SPRINGVALE,3171.0,-37.969029,145.146441,Grass," Springvale Road, SPRINGVALE 3171",80 A6
535,GREATE12282,Dandenong Softball Park,Brady,ENDEAVOUR HILLS ,3802.0,-37.957819,145.237262,Grass," Brady Road, ENDEAVOUR HILLS  3802",81 J11
536,GREATE11651,Noble Park Uniting Tennis Club,Frank,NOBLE PARK,3174.0,-37.966384,145.172978,Artificial Turf," Frank Street, NOBLE PARK 3174",89 E2
537,DAREBI11803,CH Sullivan Reserve,Blake,PRESTON,3072.0,-37.731075,145.037462,," Blake Street, PRESTON 3072",19 D9
538,DAREBI11812,Edwardes Lake Park,Griffiths,RESERVOIR,3073.0,-37.714426,144.993643,," Griffiths Street, RESERVOIR 3073",18 E5
539,DAREBI11795,A H Capp Reserve,Miller,PRESTON,3072.0,-37.749556,144.982529,Grass,"196 Miller Street, PRESTON 3072",30 B2
540,DAREBI11800,Bill Lawry Park (Northcote Park),Westgarth,NORTHCOTE,3070.0,-37.782918,145.004754,Grass," Westgarth Street, NORTHCOTE 3070",30 G11
541,DAREBI11806,Crispe Park,Coleman,RESERVOIR,3073.0,-37.72203,144.997474,Grass," Coleman Crescent, RESERVOIR 3073",18 F7
542,DAREBI11822,J C Donath Reserve,Harmer,RESERVOIR,3073.0,-37.69972,145.014616,Grass," Harmer Street, RESERVOIR 3073",18 J1
543,DAREBI11823,J E Moore Reserve,Spratling,RESERVOIR,3073.0,-37.71701,144.993858,Grass," Spratling Street, RESERVOIR 3073",18 E6
544,DAREBI11825,John Hall Reserve,Dunne,KINGSBURY,3083.0,-37.712695,145.026415,Grass," Dunne Street, KINGSBURY 3083",19 B4
545,DAREBI11833,McDonnell Park,Clifton,NORTHCOTE,3070.0,-37.769459,145.015537,Grass," Clifton Street, NORTHCOTE 3070",30 J8
546,DAREBI11838,Pitcher Park,Seperation,FAIRFIELD,3078.0,-37.773624,145.028359,Grass," Seperation Street, FAIRFIELD 3078",31 B9
547,DAREBI11843,Sir Doug Nicholls Reserve,Watt,THORNBURY,3071.0,-37.752729,144.996406,Grass," Watt Street, THORNBURY 3071",30 E3
548,DAREBI11846,T W Blake Reserve,Murray,PRESTON,3072.0,-37.741627,145.025251,Grass," Murray Road, PRESTON 3072",19 A12
549,DAREBI11850,W H Robinson Reserve,Halwyn,WEST PRESTON,3072.0,-37.748012,144.982024,Grass," Halwyn Crescent, WEST PRESTON 3072",30 B2
550,DAREBI11851,WR Ruthven Reserve,Albert,PRESTON,3072.0,-37.733472,145.023488,Grass," Albert Street, PRESTON 3072",19 A10
551,DAREBI11834,Merri Park Baseball,St Georges,NORTHCOTE,3070.0,-37.772682,144.989516,," St Georges Road, NORTHCOTE 3070",30 C9
552,DAREBI11826,Judith Scott Memorial Reserve,Browning,KINGSBURY,3083.0,-37.718987,145.034413,," Browning Street, KINGSBURY 3083",19 D6
553,DAREBI11827,Keon Park Youth Club & Community Hall,Dole,KEON PARK,3073.0,-37.701083,145.020205,," Dole Avenue, KEON PARK 3073",18 K1
554,DAREBI11796,All Nations Park,Dennis,NORTHCOTE,3070.0,-37.76716,145.002751,," Dennis Street, NORTHCOTE 3070",30 G7
555,DAREBI11802,Bundoora Park Oval,Snake Gully,BUNDOORA,3083.0,-37.706831,145.049992,Synthetic Pitch," Snake Gully Drive, BUNDOORA 3083",19 G3
556,DAREBI11804,C T Barling Reserve,Plenty,BUNDOORA,3083.0,-37.722819,145.032694,Synthetic Pitch," Plenty Road, BUNDOORA 3083",19 C7
557,DAREBI11818,H L T Oulten Reserve,Albert,PRESTON,3072.0,-37.74866,145.020144,Synthetic Pitch," Albert Street, PRESTON 3072",30 K2
558,DAREBI11819,H P Zwar Reserve,Jessie,PRESTON,3072.0,-37.741479,144.996053,Synthetic Pitch," Jessie Street, PRESTON 3072",18 E12
559,DAREBI11820,Hayes Park,Flinders,THORNBURY,3071.0,-37.757127,145.017878,Synthetic Pitch," Flinders Street, THORNBURY 3071",30 K4
560,DAREBI11821,I W Dole Reserve,Dole,RESERVOIR,3073.0,-37.701694,145.019655,Synthetic Pitch," Dole Avenue, RESERVOIR 3073",18 K1
561,DAREBI11830,L E Cotchin Reserve,Massey,RESERVOIR,3073.0,-37.697187,144.988672,Synthetic Pitch," Massey Avenue, RESERVOIR 3073",18 C12
562,DAREBI11832,Mayer Park,Normanby,THORNBURY,3071.0,-37.758733,144.98685,Synthetic Pitch," Normanby Avenue, THORNBURY 3071",30 C5
563,DAREBI5128,TW Andrews Park,Fordham,PRESTON,3073.0,-37.716296,145.017419,Outdoor Velodrome," Fordham Street, PRESTON 3073",
564,DAREBI11801,Bundoora Park Golf Course,Plenty,BUNDOORA,3083.0,-37.705282,145.037219,18 Hole Course - Public,"1069 Plenty Road, BUNDOORA 3083",19 E2
565,DAREBI11829,KP Hardiman Reserve,Plenty,RESERVOIR,3073.0,-37.721355,145.031251,," Plenty Road, RESERVOIR 3073",19 C7
566,DAREBI11824,John Cain Memorial Park,Darebin,THORNBURY,3071.0,-37.763128,145.024003,," Darebin Road, THORNBURY 3071",31 A6
567,DAREBI11799,B T Connors Reserve,Broadhurst,RESERVOIR,3073.0,-37.705333,144.981807,Grass," Broadhurst Avenue, RESERVOIR 3073",18 B2
568,DAREBI11810,DR Atkinson Reserve,Argyle,RESERVOIR,3073.0,-37.702782,145.026796,," Argyle Street, RESERVOIR 3073",19 B2
569,DAREBI11815,G H Mott Reserve,Bell,PRESTON,3072.0,-37.744019,145.009979,Grass," Bell Street, PRESTON 3072",30 H1
570,DAREBI11797,AMF Keon Park,Keon,KEON PARK,3073.0,-37.694323,145.014523,,"16-18 Keon Parade, KEON PARK 3073",8 J11
571,DAREBI11811,Dunstan Park Tennis,Dunstan,PRESTON,3072.0,-37.731145,144.986893,," Dunstan Street, PRESTON 3072",18 C9
572,DAREBI11816,GE Robinson Park,High,RESERVOIR,3073.0,-37.72533,145.005512,Clay," High Street, RESERVOIR 3073",18 G8
573,DAREBI11805,T.A Cochrane Reserve,Collier,PRESTON,3072.0,-37.748424,145.008709,Clay," Collier Street, PRESTON 3072",30 H2
574,EASTGI11006,Howitt Park,McEacharn,BAIRNSDALE,3875.0,-37.824827,147.644696,Grass Running Track," McEacharn Street, BAIRNSDALE 3875",689 M7
575,EASTGI10985,A.J Freeman Reserve,Main,PAYNESVILLE,3880.0,-37.913402,147.715993,Grass,"59 Main Road, PAYNESVILLE 3880",685 Q8
576,EASTGI10996,Bruthen recreation reserve,Bruthan-Nowa Nowa,BRUTHEN,3885.0,-37.711478,147.834179,Grass,"10 Bruthan-Nowa Nowa Road, BRUTHEN 3885",686 G11
577,EASTGI10998,Buchan Recreation reserve,Buchan-Orbost ,BUCHAN,3885.0,-37.497602,148.177282,Grass," Buchan-Orbost  Road, BUCHAN 3885",85 D1
578,EASTGI11003,Ensay Recreation reserve,Ensay Doctors Flat,ENSAY,,-37.382802,147.822413,Grass," Ensay Doctors Flat road, ENSAY ",66 F7
579,EASTGI11015,Lakes Entrance Recreation Reserve,Rowe,LAKES ENTRANCE,3909.0,-37.877429,147.986805,Grass," Rowe Street, LAKES ENTRANCE 3909",686 F5
580,EASTGI11018,Lindenow Recreation reserve,Hoyt,LINDENOW,3865.0,-37.802093,147.45433,Grass,"107 Hoyt Street, LINDENOW 3865",83 J6
581,EASTGI11020,Lochiel Park,Lochiel,ORBOST,3888.0,-37.711842,148.454979,Grass," Lochiel Street, ORBOST 3888",684 B10
582,EASTGI11021,Lucknow Recreation Reserve,Great Alpine ,LUCKNOW,3875.0,-37.813354,147.649777,Grass,"64 Great Alpine  Road, LUCKNOW 3875",689 N5
583,EASTGI11031,Omeo Recreation Reserve,Park,OMEO,3880.0,-37.09448,147.597458,Grass," Park Street, OMEO 3880",690 H9
584,EASTGI11043,Swan Reach Recreation Reserve,Duffy,SWAN REACH,3903.0,-37.824196,147.859134,Grass,"30 Duffy Street, SWAN REACH 3903",84 G7
585,EASTGI11044,Swift Creek Reserve,Cassilis,SWIFT CREEK,,-37.264747,147.71446,Grass,"75 Cassilis Road, SWIFT CREEK ",66 D6
586,EASTGI11050,Wy Yung Recreation Reserve,Wy Yung,WY YUNG,3875.0,-37.813509,147.619998,Grass," Wy Yung Road, WY YUNG 3875",688 H4 
587,EASTGI11024,Mallacoota Halls & Recreation Reserve,Betka,MALLACOOTA,3892.0,-37.559152,149.757183,Wooden Gymnasium,"102 Betka Road, MALLACOOTA 3892",683 S7
588,EASTGI11002,Cann River Recreation reserve,Cameron,CANN RIVER,3890.0,-37.568276,149.153554,Synthetic Pitch," Cameron Street, CANN RIVER 3890",683 N11
589,EASTGI11007,Fernbank Recreation Reserve,Fernbank-Glenaladale,FERNBANK,,-37.76428,147.349298,Synthetic Pitch," Fernbank-Glenaladale road, FERNBANK ",83 F5
590,EASTGI11036,Orbost Recreation Reserve,Gladstone,ORBOST,3888.0,-37.70514,148.456701,Turf Pitch,"24 Gladstone Street, ORBOST 3888",684 B9
591,EASTGI11039,Sarsfield Recreation Reserve,School,SARSFIELD,,-37.755823,147.714143,Synthetic Pitch,"20 School Road, SARSFIELD ",84 D6
592,EASTGI11038,Rotary Park Bairnsdale,Grand,BAIRNSDALE,3875.0,-37.823284,147.618016,Grass," Grand Street, BAIRNSDALE 3875",688 H7
593,EASTGI11329,Newmerella Recreation Reserve,Princes,NEWMERELLA,3886.0,-37.741051,148.422395,," Princes Highway, NEWMERELLA 3886",
594,EASTGI11325,Noorinbee Recreation Reserve,Monaro ,NOORINBEE,3890.0,-37.545737,149.1567,," Monaro  Highway, NOORINBEE 3890",
595,EASTGI11328,Nowa Nowa Recreation Reserve,Princes,NOWA NOWA,3887.0,-37.732743,148.093818,," Princes Highway, NOWA NOWA 3887",
596,EASTGI11410,Howitt Park Bowls Club,McEacharn,BAIRNSDALE,3875.0,-37.825083,147.645043,Grass," McEacharn Street, BAIRNSDALE 3875",
597,EASTGI10991,Bairnsdale Skate Park,Main,BAIRNSDALE,3875.0,-37.825983,147.637142,,"9 Main Street, BAIRNSDALE 3875",689 L7
598,EASTGI10997,Bruthen Skate Park,Great Alpine ,BRUTHEN,3885.0,-37.708095,147.82698,," Great Alpine  Road, BRUTHEN 3885",686 E11
599,EASTGI11040,Lakes Entrance Skate Park,Esplande,LAKES ENTRANCE,3909.0,-37.881721,147.971398,," Esplande , LAKES ENTRANCE 3909",686 D6
600,FRANKS11000,Samuel Sherlock Reserve,Cranbourne,FRANKSTON,3199.0,-38.145111,145.128132,," Cranbourne Road, FRANKSTON 3199",102 E2
601,FRANKS11039,Baxter Park,Moorooduc,FRANSKTON SOUTH,3199.0,-38.19338,145.142572,Outdoor Archery," Moorooduc Road, FRANSKTON SOUTH 3199",106 H4
602,FRANKS10995,Ballam Park,Cranbourne,FRANKSTON,3199.0,-38.15,145.159892,Synthetic Running Track," Cranbourne Road, FRANKSTON 3199",103 B5
603,FRANKS10986,Banyan Reserve,Luscombe,CARRUM DOWNS,3201.0,-38.093897,145.183333,Grass Running Track," Luscombe Avenue, CARRUM DOWNS 3201",100 G1
604,FRANKS11052,Riviera Reserve,Eel Race ,SEAFORD,3198.0,-38.08706,145.132041,Grass Running Track," Eel Race  Road, SEAFORD 3198",97 F10
605,FRANKS11016,Victoria Park,Nolan,FRANKSTON,3199.0,-38.150916,145.12153,Grass Running Track," Nolan Street, FRANKSTON 3199",
606,FRANKS11038,Baden Powell Reserve,Baden Powell ,FRANSKTON SOUTH,3199.0,-38.172133,145.108548,Grass," Baden Powell  Drive, FRANSKTON SOUTH 3199",101 K10
607,FRANKS11048,Belvedere Reserve,East,SEAFORD,3198.0,-38.105502,145.157131,Grass," East Road, SEAFORD 3198",100 A4
608,FRANKS10996,Bruce Park,Bondi,FRANKSTON,3199.0,-38.161909,145.13902,Grass," Bondi Avenue, FRANKSTON 3199",102 G7
609,FRANKS10988,Carrum Downs Recreation Reserve,Wedge,CARRUM DOWNS,3201.0,-38.085777,145.188365,Grass," Wedge Road, CARRUM DOWNS 3201",98 H10
610,FRANKS11050,East Seaford Reserve (Norm Cathie Oval),Austin,SEAFORD,3198.0,-38.107996,145.141851,Grass," Austin Road, SEAFORD 3198",99 H4
611,FRANKS11028,Eric Bell Reserve,Forest,FRANKSTON NORTH,3200.0,-38.124842,145.147295,Grass," Forest Drive, FRANKSTON NORTH 3200",99 J9
612,FRANKS10997,Frankston Park,High,FRANKSTON,3199.0,-38.147882,145.119771,Grass," High Street, FRANKSTON 3199",102 C3
613,FRANKS10998,Jubilee Park,Hillcrest,FRANKSTON,3199.0,-38.151809,145.144051,Grass," Hillcrest Road, FRANKSTON 3199",102 H4
614,FRANKS11051,Kananook Reserve,Kirkwood ,SEAFORD,3198.0,-38.120432,145.132293,Grass," Kirkwood  Avenue, SEAFORD 3198",99 E8
615,FRANKS11040,Lloyd Park,Cranbourne,LANGWARRIN,3910.0,-38.148728,145.190692,Grass," Cranbourne Road, LANGWARRIN 3910",103 H3
616,FRANKS11034,Overport Park,Sommerset,FRANKSTON SOUTH,3199.0,-38.18305,145.121642,Grass," Sommerset Road, FRANKSTON SOUTH 3199",
617,FRANKS11030,Pat Rollo Reserve,Silver,FRANKSTON NORTH,3200.0,-38.115639,145.15989,Grass," Silver Avenue, FRANKSTON NORTH 3200",100 B6
618,FRANKS11053,Seaford Reserve,Seaford ,SEAFORD,3198.0,-38.109326,145.128416,Grass," Seaford  Road, SEAFORD 3198",99 E5
619,FRANKS10987,Botany Park Recreation Reserve,Shearwater,CARRUM DOWNS,3201.0,-38.109486,145.174562,Grass," Shearwater Drive, CARRUM DOWNS 3201",100 E5
620,FRANKS10999,Robinsons Park,Robinsons,FRANKSTON,3199.0,-38.174494,145.159577,Grass," Robinsons Road, FRANKSTON 3199",103 B10
621,FRANKS11032,Delacombe Park Reserve,Overport,FRANKSTON SOUTH,3199.0,-38.161917,145.126653,Synthetic Pitch," Overport Road, FRANKSTON SOUTH 3199",102 D7
622,FRANKS11003,Frank Street Reserve,Frank,FRANKSTON,3199.0,-38.14059,145.14426,Synthetic Pitch," Frank Street, FRANKSTON 3199",
