,Facility ID,Facility Name,Street Name,Suburb/Town,Pcode,Latitude,Longitude,Field/Surface Type,FullAddress,MelwaysVicRoadsRef
21,ARARAT12886,Moyston Recreation Reserve,Moyston-Great Western,MOYSTON,3377.0,-37.299648,142.765968,Grass,"2 Moyston-Great Western Road, MOYSTON 3377",56 D6
22,ARARAT12889,Tatyoon Recreation Reserve,Tatyoon,TATYOON,3378.0,-37.52441,142.943444,Grass," Tatyoon Road, TATYOON 3378",74 H2
23,ARARAT12894,Willaura Recreation Reserve,Delacome,WILLLAURA,3379.0,-37.545101,142.744682,Grass," Delacome Way, WILLLAURA 3379",555 T3
24,ARARAT12876,Buangor Recreation Reserve,Western,BUANGOR,3375.0,-37.365352,143.172993,Synthetic Pitch," Western Highway, BUANGOR 3375",57 D7
25,ARARAT12879,Elmhurst Recreation Reserve,Green,ELMHURST,3469.0,-37.183506,143.243133,Synthetic Pitch," Green Street, ELMHURST 3469",57 E4
26,ARARAT12887,Pomonal Recreation Reserve,Ararat-Halls Gap,POMONAL,3381.0,-37.195245,142.610113,Synthetic Pitch," Ararat-Halls Gap Road, POMONAL 3381",56 B5
27,ARARAT12891,Wickliffe Recreation Reserve,Willaura-Wickliffe,WICKLIFFE,3379.0,-37.685497,142.722645,Synthetic Pitch," Willaura-Wickliffe Road, WICKLIFFE 3379",74 D5
28,ARARAT12890,Warrak Recreation Reserve,Buangor-Ben Nevis,WARRAK,3377.0,-37.255213,143.139315,Asphalt," Buangor-Ben Nevis Road, WARRAK 3377",57 D6
29,BALLAR12511,Ballarat Regional Soccer Facility Ballarat Regional Soccer Facility (Morshead Park Stadium),Pleasant,REDAN,3350.0,-37.580091,143.834217,,"902 Pleasant Street, REDAN 3350",565 T12
30,BALLAR12519,Prince of Wales Park,Gillies,BALLARAT,3350.0,-37.549886,143.817174,Grass," Gillies Street, BALLARAT 3350",565 Q5
31,BALLAR12479,Brown Hill Recreation Reserve,Reid,BROWN HILL,3350.0,-37.552298,143.896409,Grass Running Track," Reid Street, BROWN HILL 3350",567 L6
32,BALLAR12486,C E Brown Recreation Reserve,Norman,WENDOUREE,3355.0,-37.536707,143.842577,Grass Running Track," Norman Street, WENDOUREE 3355",566 B3
33,BALLAR12507,Llanberris Reserve,York,BALLARAT,3350.0,-37.569035,143.866226,Synthetic Running Track," York Street, BALLARAT 3350",566 F10
34,BALLAR12460,Alfredton Recreation Reserve,Cuthberts,ALFREDTON,3350.0,-37.555141,143.799882,Grass," Cuthberts Road, ALFREDTON 3350",565 N6
35,BALLAR12484,Buninyong Recreation Reserve,Forest,BUNINYONG,3357.0,-37.648825,143.89068,Grass," Forest Street, BUNINYONG 3357",578 J4
36,BALLAR12495,Doug Dean Recreation Reserve ,Greenhalghs,DELACOMBE,3356.0,-37.584168,143.816064,Grass," Greenhalghs Road, DELACOMBE 3356",571 Q1
37,BALLAR12505,Learmonth Recreation Reserve,Laidlaw,LEARMONTH,3352.0,-37.421732,143.711951,Grass," Laidlaw Street, LEARMONTH 3352",58 D8
38,BALLAR12509,Marty Busch Recreation Reserve,Burnett,SEBASTOPOL,3356.0,-37.604027,143.843462,Grass," Burnett Street, SEBASTOPOL 3356",572 A6
39,BALLAR12512,Mount Clear Recreation Reserve,Olympic,MOUNT CLEAR,3350.0,-37.606279,143.874694,Grass," Olympic Avenue, MOUNT CLEAR 3350",572 G6
40,BALLAR12514,Mount Pleasant Reserve,Morton,MOUNT PLEASANT,3350.0,-37.578352,143.850479,Grass," Morton Street, MOUNT PLEASANT 3350",566 C12
41,BALLAR12474,Ballarat Skate Park (Len T Fraser Reserve),Barkly,BALLARAT EAST,3350.0,-37.566583,143.868055,Concrete," Barkly Street, BALLARAT EAST 3350",566 F9
42,BALLAR5396,Victoria Park,Russell,BALLARAT,,-37.5636,143.82102,," Russell Street, BALLARAT ",
43,BALLAR12535,Victoria Park,Russell,BALLARAT,3350.0,-37.5636,143.82102,," Russell Street, BALLARAT 3350",565 R7
44,BALLAR12503,Invermay Recreation Reserve,Swinglers,INVERMAY,3353.0,-37.523333,143.874412,Turf Pitch," Swinglers Road, INVERMAY 3353",562 G11
45,BALLAR12540,Wendouree West Recreation Reserve,Kurrajong,WENDOUREE WEST,3355.0,-37.525042,143.81885,Synthetic Pitch," Kurrajong Street, WENDOUREE WEST 3355",561 R11
46,BALLAR12518,Pleasant Street Reserve,Pleasant,REDAN,3350.0,-37.571823,143.835887,Grass,"600 Pleasant Street, REDAN 3350",565 U10
47,BALLAR12521,St Georges Reserve,Vickers,SEBASTOPOL,3356.0,-37.591582,143.838186,Grass,"268 Vickers Street, SEBASTOPOL 3356",571 U3
48,BALLAR12528,Tom Brown Reserve,Charlotte,SEBASTOPOL,3356.0,-37.602356,143.845182,Grass,"39-47 Charlotte Street, SEBASTOPOL 3356",572 B5
49,BALLAR12529,Trekardo Park,Pleasant,REDAN,3350.0,-37.572108,143.837561,Grass,"507 Pleasant Street, REDAN 3350",565 U10
50,BANYUL12842,Olympic Park,Liberty ,WEST HEIDELBERG ,3081.0,-37.738083,145.035075,Grass Running Track," Liberty  Parade, WEST HEIDELBERG  3081",19 D11
51,BANYUL12855,Willinda Park,Talbot ,MONTMORENCY ,3094.0,-37.710847,145.110006,Synthetic Running Track," Talbot  Street, MONTMORENCY  3094",21 A4
52,BANYUL12794,AK Lines Reserve,Grimshaw,WATSONIA ,3087.0,-37.704194,145.087592,Grass," Grimshaw Street, WATSONIA  3087",20 D1
53,BANYUL12795,Anthony Beale Reserve,Wahroonga,ST HELENA ,3088.0,-37.691447,145.126294,Grass," Wahroonga Court, ST HELENA  3088",11 D11
54,BANYUL12800,Binnak Park,Anderson ,BUNDOORA ,3083.0,-37.697332,145.080915,Grass," Anderson  Parade, BUNDOORA  3083",10 D12
55,BANYUL12805,Chelsworth Park,Irvine,IVANHOE ,3079.0,-37.77672,145.049173,Grass," Irvine Road, IVANHOE  3079",31 G10
56,BANYUL12813,De Winton Park,Grove,ROSANNA,3084.0,-37.746418,145.067919,Grass," Grove Road, ROSANNA 3084",32 B2
57,BANYUL12814,Dunvegan Reserve,Sommers,MACLEOD,3085.0,-37.722727,145.070588,Grass," Sommers Avenue, MACLEOD 3085",20 B9
58,BANYUL12815,Elder Street Reserve,Elder ,WATSONIA ,3087.0,-37.71493,145.090947,Grass," Elder  Street, WATSONIA  3087",20 E4
59,BANYUL12818,Ford Park,Davidson,WEST HEIDELBERG ,3081.0,-37.754252,145.037293,Grass," Davidson Street, WEST HEIDELBERG  3081",31 D4
60,BANYUL12822,Greensborough Park,Diamond Creek  ,GREENSBOROUGH ,3088.0,-37.700383,145.106353,Grass," Diamond Creek   Road, GREENSBOROUGH  3088",11 B9
61,BANYUL12824,Greensborough War Memorial Reserve,Henry ,GREENSBOROUGH ,3088.0,-37.706035,145.098228,Grass," Henry  Street, GREENSBOROUGH  3088",20 J5
62,BANYUL12827,Heidelberg Park,Buckingham,HEIDELBERG ,3084.0,-37.755878,145.075764,Grass," Buckingham Drive, HEIDELBERG  3084",32 B4
63,BANYUL12829,Ivanhoe Park,Lower Heidelberg,IVANHOE ,3079.0,-37.772888,145.051829,Grass," Lower Heidelberg Road, IVANHOE  3079",31 G8
64,BANYUL12836,Macleod Park,Ruthven,MACLEOD,3085.0,-37.72902,145.06907,Grass," Ruthven Street, MACLEOD 3085",19 K9
65,BANYUL12839,Montmorency Park North,Para ,MONTMORENCY ,3094.0,-37.715283,145.113397,Grass," Para  Road, MONTMORENCY  3094",21 B7
66,BANYUL12860,Montmorency Park South,Para,MONTMORENCY,3094.0,-37.717495,145.113018,Grass," Para Road, MONTMORENCY 3094",
67,BANYUL12840,N J Telfer Reserve,Greenwood ,BUNDOORA ,3083.0,-37.704732,145.065326,Grass," Greenwood  Drive, BUNDOORA  3083",19 H3
68,BANYUL12844,Petrie Park,Mountain View,MONTMORENCY ,3094.0,-37.717216,145.125934,Grass," Mountain View Road, MONTMORENCY  3094",21 C4
69,BANYUL12847,Seddon Reserve,Livingstone,IVANHOE ,3079.0,-37.765457,145.032107,Grass," Livingstone Street, IVANHOE  3079",31 D7
70,BANYUL12848,Shelley Park,Shelley,HEIDELBERG HEIGHTS ,3081.0,-37.740974,145.049584,Grass," Shelley Street, HEIDELBERG HEIGHTS  3081",19 G12
71,BANYUL12849,Simms Road Reserve,Simms,MONTMORENCY ,3094.0,-37.712414,145.109734,Grass," Simms Road, MONTMORENCY  3094",21 A4
72,BANYUL12853,Warringal Parklands,Beverley ,HEIDELBERG,3084.0,-37.752489,145.079546,Grass," Beverley  Road, HEIDELBERG 3084",32 D2
73,BANYUL12854,Whatmough Park,Kalparrin ,GREENSBOROUGH,3088.0,-37.699948,145.104116,Grass," Kalparrin  Avenue, GREENSBOROUGH 3088",20 J1
74,BANYUL12856,Winsor Reserve,Sommers,MACLEOD ,3085.0,-37.71796,145.080081,Grass," Sommers Avenue, MACLEOD  3085",20 D6
75,BANYUL12859,Yulong Reserve,Bent,BUNDOORA ,3083.0,-37.697336,145.061188,Grass," Bent Street, BUNDOORA  3083",9 K12
76,BANYUL12821,Glenauburn Reserve,Glenauburn ,LOWER PLENTY ,3093.0,-37.727341,145.108231,Grass," Glenauburn  Road, LOWER PLENTY  3093",21 A8
77,BANYUL12835,Loyola Reserve,Gleeson ,BUNDOORA ,3083.0,-37.703645,145.075398,Grass," Gleeson  Drive, BUNDOORA  3083",20 C2
78,BANYUL12838,Malcolm Blair Reserve,Karingal,ELTHAM NORTH ,3095.0,-37.701774,145.125942,Grass," Karingal Drive, ELTHAM NORTH  3095",21 D1
79,BANYUL12799,Banyule Flats Reserve,Banyule ,VIEWBANK,3084.0,-37.747777,145.08857,Synthetic Pitch," Banyule  Road, VIEWBANK 3084",20 H21
80,BANYUL12803,Cartledge Reserve,Valentine ,IVANHOE ,3079.0,-37.760286,145.034231,Synthetic Pitch," Valentine  Street, IVANHOE  3079",31 D6
81,BANYUL12804,Central Park,Plenty ,GREENSBOROUGH ,3088.0,-37.715628,145.105598,Synthetic Pitch," Plenty  Lane, GREENSBOROUGH  3088",20 K5
82,BANYUL12831,James Reserve,James,HEIDELBERG HEIGHTS,3081.0,-37.749856,145.052201,Synthetic Pitch," James Street, HEIDELBERG HEIGHTS 3081",31 H3
83,BANYUL12852,Warrawee Park,The Rameo,BUNDOORA ,3083.0,-37.696371,145.072506,Synthetic Pitch," The Rameo , BUNDOORA  3083",10 B12
84,BANYUL12812,Cyril Cummins Reserve,Liberty ,WEST HEIDELBERG ,3081.0,-37.755193,145.033537,Artificial Turf," Liberty  Parade, WEST HEIDELBERG  3081",19 D10
85,BANYUL12833,John Street Reserve,John,IVANHOE ,3079.0,-37.770918,145.043779,Grass," John Street, IVANHOE  3079",31 F8
86,BANYUL12819,Gabonia Avenue Reserve,Gabonia ,WATSONIA ,3087.0,-37.714772,145.087218,Grass," Gabonia  Avenue, WATSONIA  3087",20 E5
87,BANYUL12857,Yallambie Park,Kardinia,YALLAMBIE ,3085.0,-37.728769,145.106565,Grass," Kardinia Drive, YALLAMBIE  3085",20 K9
88,BANYUL12851,Viewbank Reserve,Rutherford ,VIEWBANK ,3084.0,-37.740499,145.092682,Hard Court," Rutherford  Road, VIEWBANK  3084",20 G12
89,BASSCO11895,Cowes Recreation Reserve,Chapel,COWES,3922.0,-38.451054,145.247337,,"9 Chapel Street, COWES 3922",716 K4
90,BASSCO11915,Wonthaggi Recreation Reserve,Korumburra,WONTHAGGI,3995.0,-38.600924,145.597243,," Korumburra Road, WONTHAGGI 3995",713 S5
91,BASSCO11900,Dalyston Recreation Reserve,Bass ,DALYSTON,3992.0,-38.596136,145.542022,Grass," Bass  Hwy, DALYSTON 3992",96 A10
92,BASSCO11903,Inverloch Recreation Reserve,Reilly,INVERLOCH,3996.0,-38.631772,145.727419,Grass,"11-31 Reilly Street, INVERLOCH 3996",712F4
93,BASSCO11894,Coronet Bay Recreation reserve,Gellibrand,CORONET BAY,3984.0,-38.434736,145.438135,Asphalt,"39a Gellibrand Street, CORONET BAY 3984",714 H2
94,BASSCO11911,San Remo Recreation Reserve,Hazelwood,SAN REMO,3925.0,-38.523713,145.369858,Wooden Gymnasium,"9a Hazelwood Road, SAN REMO 3925",715 R4
95,BASSCO11904,Thompson Estate Reserve,Inveloch-Venus Bay,INVERLOCH,3996.0,-38.627084,145.73935,," Inveloch-Venus Bay Road, INVERLOCH 3996",712 H1
96,BASSCO11901,Glen Alvie Recreation Reserve,Glen Alvie,GLEN ALVIE,3979.0,-38.502487,145.658444,Synthetic Pitch," Glen Alvie Road, GLEN ALVIE 3979",96 C10
97,BASSCO11916,McMahon Reserve,Cameron,WONTHAGGI,3995.0,-38.613706,145.584756,Synthetic Pitch," Cameron Street, WONTHAGGI 3995",713 Q6
98,BASSCO11907,Newhaven Recreation Reserve,Boys Home,NEWHAVEN,3925.0,-38.512759,145.354379,Synthetic Pitch," Boys Home Road, NEWHAVEN 3925",715 O2
99,BASSCO5572,Cowes Skate Park,Chapel,COWES,3922.0,-38.450945,145.246266,,"9 Chapel Street, COWES 3922",
100,BASSCO5571,Inverloch Skate Park,Bolding,INVERLOCH,3996.0,-38.63303,145.727969,,"13 Bolding Place, INVERLOCH 3996",
101,BASSCO5570,Wonthaggi Skate Park,Korumburra,WONTHAGGI,3995.0,-38.601611,145.598633,," Korumburra Road, WONTHAGGI 3995",
102,BASSCO11920,Glen Forbes Recreation Reserve,Glen Forbes,GLEN FORBES,,-38.459369,145.542666,Asphalt," Glen Forbes Road, GLEN FORBES ",
103,BASSCO5567,Kernot Recreation Reserve,Loch Kernot,KERNOT,3979.0,-38.42636,145.598871,Asphalt,"1058-1060 Loch Kernot Road, KERNOT 3979",
104,BASSCO11909,Rhyll Park,Lock,RHYLL,3923.0,-38.463056,145.303234,Asphalt," Lock Road, RHYLL 3923",714 J6
105,BAWBAW12077,Bellbird Park Recreation Reserve,Settlement ,DROUIN,3818.0,-38.135303,145.842993,Grass," Settlement  Road, DROUIN 3818",706 C8
106,BAWBAW12131,Brooker Park,Bowen,WARRAGUL,3820.0,-38.147815,145.931005,Synthetic Pitch," Bowen Street, WARRAGUL 3820",704 F2
107,BAWBAW12075,Buln Buln Recreation Reserve,Station ,BULN BULN,3821.0,-38.097287,145.936979,Grass," Station  Street, BULN BULN 3821",96 H3
108,BAWBAW12076,Darnum Recreation Reserve,Darnum-Shady Creek ,DARNUM,3822.0,-38.184952,146.010853,Grass," Darnum-Shady Creek  Road, DARNUM 3822",97 B4
109,BAWBAW12145,Dowton Park Recreation Reserve,Market ,YARRAGON,3823.0,-38.208602,146.058902,Grass," Market  Street, YARRAGON 3823",703 M10
110,BAWBAW12078,Drouin Recreation Reserve,Victoria,DROUIN,3818.0,-38.13238,145.85887,Grass," Victoria Street, DROUIN 3818",706 E6
111,BAWBAW12120,Eastern Park,Stoffers,WARRAGUL,3820.0,-38.157589,145.942241,Grass," Stoffers Road, WARRAGUL 3820",704 H5
112,BAWBAW12143,Ellinbank Recreation Reserve,Warragul Korumburra ,WARRAGUL SOUTH,3283.0,-38.219723,145.91157,Grass," Warragul Korumburra  Road, WARRAGUL SOUTH 3283",96 G4
113,BAWBAW12088,Hallora Recreation Reserve,Main South,HALLORA,3818.0,-38.251238,145.822667,Grass," Main South Road, HALLORA 3818",96 F5
114,BAWBAW12122,Logan Park,Howitt,WARRAGUL,3820.0,-38.168923,145.937311,Grass," Howitt Street, WARRAGUL 3820",704 F8
115,BAWBAW12092,Longwarry Recreation Reserve,Collett ,LONGWARRY,3816.0,-38.116862,145.763789,Grass," Collett  Street, LONGWARRY 3816",707 O11
116,BAWBAW12097,Neerim South Recreation Reserve,Main Neerim East ,NEERIM SOUTH,3831.0,-38.015807,145.957674,Grass," Main Neerim East  Road, NEERIM SOUTH 3831",707 T10
117,BAWBAW12106,Thorpdale Recreation Reserve,Stockdales ,THORPDALE,3835.0,-38.290569,146.187541,Grass," Stockdales  Road, THORPDALE 3835",97 D6
118,BAWBAW12111,Trafalgar Recreation Reserve,Waterloo,TRAFALGAR,3824.0,-38.207704,146.142568,Grass," Waterloo Road, TRAFALGAR 3824",703 Q9
119,BAWBAW12125,Western Park Reserve,Tarwin ,WARRAGUL,3820.0,-38.1541,145.920212,Grass," Tarwin  Street, WARRAGUL 3820",704 D5
120,BAWBAW12144,Willow Grove Recreation Reserve,Main ,WILLOW GROVE,3825.0,-38.071118,146.178569,Grass," Main  Road, WILLOW GROVE 3825",97 D3
121,BAWBAW12101,Rawson Recreation Reserve (Dunstan Oval),Pinnacle ,RAWSON,3825.0,-37.956002,146.400618,Dirt," Pinnacle  Drive, RAWSON 3825",81 H9
122,BAWBAW12074,Athlone Recreation Reserve,Drouin-Poowong ,ATHLONE,3818.0,-38.240848,145.77789,Synthetic Pitch," Drouin-Poowong  Road, ATHLONE 3818",96 E5
123,BAWBAW12089,Kydd Park Reserve,Jacksons,JINDIVICK,3818.0,-38.030964,145.907753,Synthetic Pitch," Jacksons Track, JINDIVICK 3818",96 G2
124,BAWBAW12090,Lardner Recreation Reserve,Burnt Store ,LARDNER,3821.0,-38.203853,145.880519,Synthetic Pitch," Burnt Store  Road, LARDNER 3821",96 G5
125,BAWBAW5431,Erica MTB Park,,,,-37.981754,146.370335,,"  ,  ",
126,BAWBAW11313,"Bunyip Equestrian Park, Pound Rd Reserve",Pound ,BUNYIP,3815.0,-38.103806,145.711596,," Pound  Road, BUNYIP 3815",
127,BAWBAW12110,Trafalgar Equestrian Park,Reserve Road ,TRAFALGAR,3824.0,-38.203702,146.145987,," Reserve Road  Road, TRAFALGAR 3824",703 Q9
128,BAWBAW12148,Trafalgar Park Bowls Club,Ashby,TRAFALGAR,3824.0,-38.211791,146.152298,Grass," Ashby Street, TRAFALGAR 3824",
129,BAWBAW12123,Warragul Netball Park,Burke ,WARRAGUL,3820.0,-38.161803,145.923328,Synthetic," Burke  Road, WARRAGUL 3820",704 A5
130,BAWBAW12079,Drouin Skate Park,McCay,DROUIN,3818.0,-38.134257,145.857462,Concrete," McCay Drive, DROUIN 3818",706 F7
131,BAWBAW12100,Neerim South Skate Park,main neerim,NEERIM SOUTH,3831.0,-38.016226,145.95544,," main neerim Road, NEERIM SOUTH 3831",707 S10
132,BAWBAW12118,Trafalgar Skate Park,Depot,TRAFALGAR,3824.0,-38.207665,146.156683,," Depot Lane, TRAFALGAR 3824",97 D5
133,BAWBAW12128,Warragul Tennis & Skate park,Burke ,WARRAGUL,3820.0,-38.165089,145.927998,," Burke  Street, WARRAGUL 3820",704 A5
134,BAWBAW12119,Baxter Reserve,Burke ,WARRAGUL,3820.0,-38.162937,145.923101,Grass," Burke  Street, WARRAGUL 3820",704 A5
135,BAWBAW12081,Balmoral Park Reserve,Bennett ,DROUIN,3818.0,-38.12713,145.852498,Artificial Turf," Bennett  Street, DROUIN 3818",706 E6
136,BAWBAW12114,McGregor Park,Contingent,TRAFALGAR,3824.0,-38.211763,146.154839,Hard Court," Contingent Street, TRAFALGAR 3824",703 S10
137,BAYSID12345,Dendy Park,Dendy ,BRIGHTON EAST,3186.0,-37.925092,145.02322,Grass Running Track," Dendy  Street, BRIGHTON EAST 3186",76 H1
138,BAYSID5411,Glamis Avenue Reserve,,,,-37.9393,145.018,,"  ,  ",
139,BAYSID12351,Glamis Avenue Reserve,Glamis,HAMPTON,3188.0,-37.939513,145.017855,Synthetic Running Track," Glamis Avenue, HAMPTON 3188",76 K6
140,BAYSID12372,Wilson Reserve,Outer,BRIGHTON,3186.0,-37.909522,144.993288,Grass Running Track," Outer Cresent, BRIGHTON 3186",67 E9
141,BAYSID12384,Banksia Reserve,Tramway,BEAUMARIS,3193.0,-37.986546,145.042191,Grass," Tramway Parade, BEAUMARIS 3193",86 E9
142,BAYSID5405,Castlefield Reserve,,,,-37.9335,145.0119,,"  ,  ",
143,BAYSID12388,Cheltenham Recreation Reserve,Weatherall,CHELTENHAM,3192.0,-37.970663,145.050831,Grass," Weatherall Road, CHELTENHAM 3192",86 D3
144,BAYSID5404,Dendy Park,,,,-37.9256,145.0227,,"  ,  ",
145,BAYSID12358,Donald McDonald Reserve,Haydens,BEAUMARIS,3193.0,-37.981983,145.026046,Grass," Haydens Road, BEAUMARIS 3193",86 B7
146,BAYSID12352,Easternwick Park Recreation Oval,Glenhuntly,ELSTERNWICK,3185.0,-37.884783,144.99379,Grass," Glenhuntly Road, ELSTERNWICK 3185",67 F3
147,BAYSID5402,Hurlingham Park,,,,-37.9103,145.0144,,"  ,  ",
148,BAYSID5412,Peterson Street Reserve,,,,-37.9459,145.0261,,"  ,  ",
149,BAYSID12376,Peterson Street Reserve,Peterson,HIGHETT,3190.0,-37.945954,145.026022,Grass," Peterson Street, HIGHETT 3190",77 B8
150,BAYSID12385,Tjilatjirrin Reserve,Tulip,SANDRINGHAM,3191.0,-37.961185,145.023195,Grass," Tulip Street, SANDRINGHAM 3191",76 K12
151,BAYSID5401,William Street Reserve,,,,-37.9131,145.0042,,"  ,  ",
152,BAYSID12392,William Street Reserve,William,BRIGHTON,3186.0,-37.913196,145.004682,Grass," William Street, BRIGHTON 3186",67 G11
153,BAYSID5400,Wilson Reserve,,,,-37.9091,144.993,,"  ,  ",
154,BAYSID12391,Moorabbin West Reserve,Widdop,HAMPTON EAST,3188.0,-37.940487,145.026844,Grass," Widdop Cresent, HAMPTON EAST 3188",77 B7
155,BAYSID12333,Balcombe Park Reserve,Balcombe,BEAUMARIS,3193.0,-37.976708,145.032051,Synthetic Pitch," Balcombe Road, BEAUMARIS 3193",86 A4
156,BAYSID12361,Bay Road Reserve,Holloway,SANDRINGHAM,3191.0,-37.956597,145.026686,Synthetic Pitch," Holloway Road, SANDRINGHAM 3191",77 A11
157,BAYSID12343,Beaumaris Reserve,Dalgetty,BEAUMARIS,3193.0,-37.983088,145.035302,Turf Pitch," Dalgetty Road, BEAUMARIS 3193",86 D9
158,BAYSID12362,Boss James Reserve,James,HAMPTON,3188.0,-37.942545,145.021452,Turf Pitch," James Cresent, HAMPTON 3188",76 K7
159,BAYSID12364,Castlefield Reserve,Ludstone,HAMPTON,3188.0,-37.933475,145.012073,Turf Pitch," Ludstone Street, HAMPTON 3188",77 A5
160,BAYSID12374,Cheltenham Park,Park ,CHELTENHAM,3192.0,-37.965588,145.048751,Synthetic Pitch," Park  Road, CHELTENHAM 3192",86 E1
161,BAYSID12359,Elsternwick Park,Head,ELSTERNWICK,3185.0,-37.890266,144.99364,Synthetic Pitch," Head Street, ELSTERNWICK 3185",67 D5
162,BAYSID12375,Hurlingham Park,Palmer,BRIGHTON,3186.0,-37.910418,145.013991,Turf Pitch," Palmer Avenue, BRIGHTON 3186",67 J11
163,BAYSID12363,R J Sillitoe Reserve,Lawson,BRIGHTON,3186.0,-37.93424,145.02106,Synthetic Pitch," Lawson Street, BRIGHTON 3186",76 K2
164,BAYSID12346,R.G. Chisholm Reserve,Duncan,SANDRINGHAM,3191.0,-37.946924,145.018094,Synthetic Pitch," Duncan Street, SANDRINGHAM 3191",76 K9
165,BAYSID12342,Shipston Reserve,Crawford,CHELTENHAM,3192.0,-37.968929,145.048731,Turf Pitch," Crawford Road, CHELTENHAM 3192",86 G3
166,BAYSID12325,Whyte Street Reserve,Armfield,BRIGHTON,3186.0,-37.922026,145.00018,Synthetic Pitch," Armfield Street, BRIGHTON 3186",76 F1
167,BAYSID12349,WL Simpson Reserve,Fewster,HAMPTON,3188.0,-37.938019,145.020934,Synthetic Pitch," Fewster Road, HAMPTON 3188",77 A6
168,BAYSID5413,Boss James Reserve,,,,-37.9426,145.0218,,"  ,  ",
169,BAYSID12367,F L Yott Reserve,Martin ,BEAUMARIS,3193.0,-37.991231,145.038711,Grass," Martin  Street, BEAUMARIS 3193",86 E8
170,BAYSID5399,Lyle Anderson Reserve,,,,-37.9467,145.0266,,"  ,  ",
171,BAYSID12379,Royal Avenue Reserve,Royal ,SANDRINGHAM,3191.0,-37.959158,145.014708,," Royal  Avenue, SANDRINGHAM 3191",76 H11
