,Unnamed: 0.1,price,suburb,beds,baths,parking,latitudes,longitudes,school,train_station,fitness_gym,hospital,shopping_center,park,2025income,2025house_price,Unnamed: 0,erp_2025,net_internal_migration_2024_25,net_overseas_migration_2024_25,natural_increase_2024_25
12,12,720,ST KILDA EAST,3,2,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,654300.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
13,13,720,ST KILDA EAST,3,2,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,623900.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
14,14,850,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,654300.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
15,15,850,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,623900.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
16,16,780,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,654300.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
17,17,780,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,623900.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
18,18,1650,ST KILDA EAST,5,2,4,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,654300.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
19,19,1650,ST KILDA EAST,5,2,4,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,623900.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
20,22,750,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,654300.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
21,23,750,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14815.29999999993,623900.0,41,20202.300000000047,-850.2999999999884,-902.5,90.59999999999854
24,26,680,CAULFIELD - NORTH,5,3,2,-37.8755559,145.0288672,5852.7,1618.9,1992.2,1311.8,1673.4,845.8,17265.800000000047,629400.0,189,25773.19999999996,2.6999999999970896,-1472.7999999999884,9.30000000000291
25,27,400,WODONGA,3,1,0,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
26,28,450,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
27,29,480,WODONGA,4,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
28,30,350,WODONGA,2,1,1,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
29,31,585,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
30,32,420,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
31,33,350,WODONGA,3,2,4,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
32,34,390,WODONGA,3,1,0,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
33,36,580,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
34,37,375,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
35,38,540,WODONGA,4,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
36,39,405,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
37,40,500,WODONGA,3,1,4,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
38,41,440,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
39,42,430,WODONGA,3,1,3,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
40,43,400,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
41,44,380,WODONGA,3,1,1,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
42,45,430,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18515.5,292700.0,116,29858.0,337.2000000000007,-156.79999999998836,37.39999999999418
43,46,750,HIGHTON,3,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
44,47,750,HIGHTON,3,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
45,48,550,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
46,49,550,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
47,50,715,HIGHTON,4,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
48,51,715,HIGHTON,4,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
49,52,650,HIGHTON,3,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
50,53,650,HIGHTON,3,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
51,54,600,HIGHTON,3,3,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
52,55,600,HIGHTON,3,3,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
53,56,3500,HIGHTON,5,4,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
54,57,3500,HIGHTON,5,4,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
55,58,700,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
56,59,700,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
57,60,1200,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
58,61,1200,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
59,62,499,HIGHTON,3,2,2,-38.2335,144.3007,4111.0,56547.1,4378.7,11034.2,9297.5,1905.3,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
60,63,499,HIGHTON,3,2,2,-38.2335,144.3007,4111.0,56547.1,4378.7,11034.2,9297.5,1905.3,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
61,64,850,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
62,65,850,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
63,66,1200,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
64,67,1200,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
65,68,740,HIGHTON,3,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
66,69,740,HIGHTON,3,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
67,70,795,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
68,71,795,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
69,72,600,HIGHTON,3,1,6,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
70,73,600,HIGHTON,3,1,6,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
71,74,2200,HIGHTON,5,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
72,75,2200,HIGHTON,5,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
73,76,910,HIGHTON,5,5,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
74,77,910,HIGHTON,5,5,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
75,78,2100,HIGHTON,5,3,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
76,79,2100,HIGHTON,5,3,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
77,80,1100,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
78,81,1100,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
79,82,2600,HIGHTON,4,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
80,83,2600,HIGHTON,4,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
81,84,2500,HIGHTON,4,2,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
82,85,2500,HIGHTON,4,2,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
83,86,1490,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
84,87,1490,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
85,88,670,HIGHTON,3,1,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
86,89,670,HIGHTON,3,1,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
87,90,1250,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,1390400.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
88,91,1250,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16653.199999999953,538300.0,100,25407.399999999907,366.59999999999127,-397.7000000000117,61.60000000000037
89,92,1150,CAMBERWELL,6,3,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
90,93,750,CAMBERWELL,3,1,1,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
91,94,800,CAMBERWELL,3,2,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
92,95,1900,CAMBERWELL,6,4,5,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
93,96,650,CAMBERWELL,2,1,3,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
94,97,995,CAMBERWELL,5,2,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15981.299999999988,1096900.0,166,23671.60000000001,-985.6000000000058,-895.7999999999884,-125.59999999999854
95,98,750,MOONEE PONDS,3,2,2,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
96,99,650,MOONEE PONDS,3,1,1,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
97,100,530,MOONEE PONDS,2,1,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
98,101,420,MOONEE PONDS,2,1,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
99,102,570,MOONEE PONDS,2,2,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
100,103,595,MOONEE PONDS,3,1,1,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12403.599999999977,530500.0,142,18016.0,39.39999999999782,-519.0,5.19999999999709
101,104,585,DROMANA,4,2,2,-38.3632,144.9598,36375.6,24468.2,6174.8,12933.2,5920.4,5745.8,9555.800000000048,962200.0,404,14692.800000000048,69.60000000000582,-86.5,-28.19999999999981
102,105,1200,FITZROY NORTH,3,2,1,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
103,106,680,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
104,107,750,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
105,108,1300,FITZROY NORTH,4,3,2,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
106,109,500,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
107,110,790,FITZROY NORTH,3,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
108,111,1000,FITZROY NORTH,3,1,1,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10570.400000000023,690400.0,157,15377.0,-496.5,-615.7999999999884,-19.299999999999272
109,112,650,ARMADALE,2,1,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
110,113,950,ARMADALE,3,2,2,-37.8984,145.0088,4348.0,766.7,1692.4,0.0,5071.7,2228.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
111,114,1100,ARMADALE,3,2,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
112,115,500,ARMADALE,2,1,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
113,116,1150,ARMADALE,3,1,1,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
114,117,2200,ARMADALE,3,2,2,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8613.000000000058,302800.0,42,11940.199999999952,-598.6000000000058,-358.9000000000088,50.8
115,118,1150,BLACKBURN,3,1,0,-37.9736,145.0164,6646.2,3215.5,321.2,1444.3,4775.0,1258.9,16607.0,816100.0,178,25362.0,-544.2999999999884,-662.6999999999825,-20.799999999999272
116,119,1150,BLACKBURN,4,3,2,-37.9736,145.0164,6646.2,3215.5,321.2,1444.3,4775.0,1258.9,16607.0,816100.0,178,25362.0,-544.2999999999884,-662.6999999999825,-20.799999999999272
117,120,560,NORTHCOTE,2,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
118,121,330,NORTHCOTE,1,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
119,122,570,NORTHCOTE,2,1,0,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
120,123,720,NORTHCOTE,3,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
121,124,600,NORTHCOTE,2,1,2,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
122,125,680,NORTHCOTE,3,2,2,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
123,126,1050,NORTHCOTE,4,1,0,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
124,127,595,NORTHCOTE,2,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
125,128,850,NORTHCOTE,3,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,20132.20000000007,710000.0,137,30596.900000000023,-1122.5999999999767,-767.0,-20.40000000000145
126,129,660,BRUNSWICK,3,1,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
127,130,620,BRUNSWICK,2,1,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
128,131,850,BRUNSWICK,4,1,2,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
129,132,1400,BRUNSWICK,7,3,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
130,133,750,BRUNSWICK,3,2,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
131,134,950,BRUNSWICK,3,2,1,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,24242.600000000093,608500.0,135,34589.0,-1090.0999999999767,-1622.1999999999534,43.80000000000291
