,price,suburb,beds,baths,parking,latitudes,longitudes,school,train_station,fitness_gym,hospital,shopping_center,park,2024income,2024house_price,Unnamed: 0,erp_2024,net_internal_migration_2023_24,net_overseas_migration_2023_24,natural_increase_2023_24
15,850,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,615600.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
16,780,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,642850.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
17,780,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,615600.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
18,1650,ST KILDA EAST,5,2,4,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,642850.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
19,1650,ST KILDA EAST,5,2,4,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,615600.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
22,750,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,642850.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
23,750,ST KILDA EAST,3,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,14455.0,615600.0,41,19918.400000000023,-773.6000000000058,-745.3999999999651,102.20000000000071
24,920,CAULFIELD - NORTH,3,3,2,-37.0,145.0,84865.1,78589.5,71347.0,0.0,78927.4,13207.1,16912.599999999977,626500.0,189,25402.400000000023,-14.80000000000291,-1236.4000000000233,28.599999999998545
25,950,CAULFIELD - NORTH,4,3,2,-37.0,145.0,84865.1,78589.5,71347.0,0.0,78927.4,13207.1,16912.599999999977,626500.0,189,25402.400000000023,-14.80000000000291,-1236.4000000000233,28.599999999998545
26,680,CAULFIELD - NORTH,5,3,2,-37.8755559,145.0288672,5852.7,1618.9,1992.2,1311.8,1673.4,845.8,16912.599999999977,626500.0,189,25402.400000000023,-14.80000000000291,-1236.4000000000233,28.599999999998545
27,400,WODONGA,3,1,0,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
28,450,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
29,480,WODONGA,4,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
30,350,WODONGA,2,1,1,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
31,585,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
32,420,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
33,350,WODONGA,3,2,4,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
34,390,WODONGA,3,1,0,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
36,580,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
37,375,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
38,540,WODONGA,4,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
39,405,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
40,500,WODONGA,3,1,4,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
41,440,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
42,430,WODONGA,3,1,3,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
43,400,WODONGA,3,2,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
44,380,WODONGA,3,1,1,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
45,430,WODONGA,3,1,2,-36.0997,146.802,5506.1,292446.1,50058.4,10042.8,8547.6,7352.7,18019.0,283350.0,116,29316.59999999986,324.2000000000007,-120.59999999999128,58.799999999995634
46,750,HIGHTON,3,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
47,750,HIGHTON,3,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
48,550,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
49,550,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
50,715,HIGHTON,4,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
51,715,HIGHTON,4,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
52,650,HIGHTON,3,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
53,650,HIGHTON,3,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
54,600,HIGHTON,3,3,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
55,600,HIGHTON,3,3,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
56,3500,HIGHTON,5,4,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
57,3500,HIGHTON,5,4,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
58,700,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
59,700,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
60,1200,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
61,1200,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
62,499,HIGHTON,3,2,2,-38.2335,144.3007,4111.0,56547.1,4378.7,11034.2,9297.5,1905.3,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
63,499,HIGHTON,3,2,2,-38.2335,144.3007,4111.0,56547.1,4378.7,11034.2,9297.5,1905.3,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
64,850,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
65,850,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
66,1200,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
67,1200,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
68,740,HIGHTON,3,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
69,740,HIGHTON,3,2,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
70,795,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
71,795,HIGHTON,3,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
72,600,HIGHTON,3,1,6,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
73,600,HIGHTON,3,1,6,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
74,2200,HIGHTON,5,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
75,2200,HIGHTON,5,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
76,910,HIGHTON,5,5,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
77,910,HIGHTON,5,5,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
78,2100,HIGHTON,5,3,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
79,2100,HIGHTON,5,3,4,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
80,1100,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
81,1100,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
82,2600,HIGHTON,4,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
83,2600,HIGHTON,4,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
84,2500,HIGHTON,4,2,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
85,2500,HIGHTON,4,2,3,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
86,1490,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
87,1490,HIGHTON,4,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
88,670,HIGHTON,3,1,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
89,670,HIGHTON,3,1,2,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
90,1250,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,1340800.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
91,1250,HIGHTON,3,2,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,16313.400000000023,517100.0,100,25119.79999999993,313.0,-315.20000000001164,66.40000000000146
92,1150,CAMBERWELL,6,3,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
93,750,CAMBERWELL,3,1,1,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
94,800,CAMBERWELL,3,2,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
95,1900,CAMBERWELL,6,4,5,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
96,650,CAMBERWELL,2,1,3,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
97,995,CAMBERWELL,5,2,2,-37.8248,145.0705,6467.5,991.7,3746.5,1508.7,2062.9,440.3,15783.400000000023,1061050.0,166,23568.79999999999,-867.6000000000058,-751.1999999999534,-118.19999999999892
98,750,MOONEE PONDS,3,2,2,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
99,650,MOONEE PONDS,3,1,1,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
100,530,MOONEE PONDS,2,1,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
101,420,MOONEE PONDS,2,1,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
102,570,MOONEE PONDS,2,2,0,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
103,595,MOONEE PONDS,3,1,1,-37.7667,144.9167,3724.0,323.9,590.2,966.0,641.4,1347.0,12060.599999999977,527450.0,142,17694.79999999993,31.0,-422.3999999999942,14.399999999997815
104,585,DROMANA,4,2,2,-38.3632,144.9598,36375.6,24468.2,6174.8,12933.2,5920.4,5745.8,9236.599999999977,909700.0,404,14341.800000000048,104.80000000000292,-68.79999999999563,-26.59999999999991
105,1200,FITZROY NORTH,3,2,1,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
106,680,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
107,750,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
108,1300,FITZROY NORTH,4,3,2,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
109,500,FITZROY NORTH,2,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
110,790,FITZROY NORTH,3,1,0,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
111,1000,FITZROY NORTH,3,1,1,-37.7865,144.9897,5109.7,726.8,2778.5,2719.6,3817.0,814.9,10321.200000000012,681100.0,157,15126.600000000037,-436.59999999999127,-516.7999999999884,-5.799999999999272
112,650,ARMADALE,2,1,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
113,950,ARMADALE,3,2,2,-37.8984,145.0088,4348.0,766.7,1692.4,0.0,5071.7,2228.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
114,1100,ARMADALE,3,2,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
115,500,ARMADALE,2,1,0,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
116,1150,ARMADALE,3,1,1,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
117,2200,ARMADALE,3,2,2,-37.85,145.0333,7823.1,1583.5,2541.3,542.0,2048.8,1571.9,8379.800000000047,356900.0,42,11684.399999999963,-510.0,-301.0,50.8
118,1150,BLACKBURN,3,1,0,-37.9736,145.0164,6646.2,3215.5,321.2,1444.3,4775.0,1258.9,16243.79999999993,792050.0,178,25027.79999999993,-479.59999999999127,-538.0,-11.0
119,1150,BLACKBURN,4,3,2,-37.9736,145.0164,6646.2,3215.5,321.2,1444.3,4775.0,1258.9,16243.79999999993,792050.0,178,25027.79999999993,-479.59999999999127,-538.0,-11.0
120,560,NORTHCOTE,2,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
121,330,NORTHCOTE,1,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
122,570,NORTHCOTE,2,1,0,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
123,720,NORTHCOTE,3,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
124,600,NORTHCOTE,2,1,2,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
125,680,NORTHCOTE,3,2,2,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
126,1050,NORTHCOTE,4,1,0,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
127,595,NORTHCOTE,2,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
128,850,NORTHCOTE,3,1,1,-37.7667,145.0,4842.0,613.4,3399.6,2702.1,716.1,2130.6,19668.0,688150.0,137,30142.600000000093,-975.5999999999768,-633.3999999999651,-0.1999999999970896
129,660,BRUNSWICK,3,1,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
130,620,BRUNSWICK,2,1,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
131,850,BRUNSWICK,4,1,2,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
132,1400,BRUNSWICK,7,3,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
133,750,BRUNSWICK,3,2,0,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
134,950,BRUNSWICK,3,2,1,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
135,560,BRUNSWICK,2,2,1,-37.7667,144.9667,1510.0,838.6,895.8,2281.8,1614.7,997.7,23497.800000000047,596250.0,135,33800.0,-953.5999999999768,-1340.1999999999534,60.80000000000291
