,price,suburb,beds,baths,parking,latitudes,longitudes,school,train_station,fitness_gym,hospital,shopping_center,park,2022income,2022house_price,Unnamed: 0,erp_2022,net_internal_migration_2021_22,net_overseas_migration_2021_22,natural_increase_2021_22
25,500,EAST MELBOURNE,2,2,1,-37.8101,144.95,5246.2,843.7,516.0,960.7,737.0,3319.6,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
26,770,EAST MELBOURNE,3,2,2,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
27,770,EAST MELBOURNE,3,2,2,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
28,625,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
29,625,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
32,575,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
33,575,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
36,435,EAST MELBOURNE,1,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
37,435,EAST MELBOURNE,1,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
38,400,EAST MELBOURNE,1,1,0,-37.8101,144.95,5246.2,843.7,516.0,960.7,737.0,3319.6,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
39,400,EAST MELBOURNE,1,1,0,-37.8101,144.95,5246.2,843.7,516.0,960.7,737.0,3319.6,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
40,390,EAST MELBOURNE,1,1,0,-37.8049913,144.94188,5770.2,617.8,796.9,1882.4,2006.8,2532.5,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
41,390,EAST MELBOURNE,1,1,0,-37.8049913,144.94188,5770.2,617.8,796.9,1882.4,2006.8,2532.5,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
42,485,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
43,485,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
44,575,EAST MELBOURNE,2,2,1,-37.8101,144.95,5246.2,843.7,516.0,960.7,737.0,3319.6,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
45,575,EAST MELBOURNE,2,2,1,-37.8101,144.95,5246.2,843.7,516.0,960.7,737.0,3319.6,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
46,490,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,444000.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
47,490,EAST MELBOURNE,2,1,1,-37.8167,144.9879,8137.6,381.0,345.9,620.2,1558.5,1235.1,4223.999999999971,627700.0,145,6335.200000000012,-63.400000000001455,-191.0,-7.599999999999454
48,595,HIGHTON,2,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
49,595,HIGHTON,2,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
50,430,HIGHTON,2,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
51,430,HIGHTON,2,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
52,525,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
53,525,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
54,460,HIGHTON,2,1,1,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
55,460,HIGHTON,2,1,1,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
56,390,HIGHTON,2,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
57,390,HIGHTON,2,1,2,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
58,3000,HIGHTON,3,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
59,3000,HIGHTON,3,3,2,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
60,540,HIGHTON,2,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
61,540,HIGHTON,2,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
62,620,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
63,620,HIGHTON,3,2,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
66,450,HIGHTON,1,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
67,450,HIGHTON,1,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
68,500,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
69,500,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
70,540,HIGHTON,2,2,1,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
71,540,HIGHTON,2,2,1,-37.7829,145.0226,6800.6,1181.2,847.9,680.2,2692.3,986.3,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
72,530,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
73,530,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
74,480,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
75,480,HIGHTON,2,2,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
76,410,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
77,410,HIGHTON,2,1,1,-37.9057,145.0067,2985.3,635.1,670.0,1203.5,5551.3,884.0,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
78,350,HIGHTON,2,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,1241600.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
79,350,HIGHTON,2,1,1,-37.9517,145.0394,5491.7,671.7,1100.0,2370.4,505.5,1197.1,15633.79999999993,474700.0,100,24544.599999999977,205.7999999999884,-150.20000000001164,76.0
80,375,CARLTON,1,1,0,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
81,350,CARLTON,1,1,0,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
82,345,CARLTON,1,1,0,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
83,540,CARLTON,2,1,1,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
85,650,CARLTON,2,1,1,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
86,435,CARLTON,1,1,1,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
87,360,CARLTON,2,1,0,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
88,1100,CARLTON,4,1,4,-37.8004,144.9684,4644.8,1428.8,1281.2,656.2,1464.8,1962.9,11639.40000000014,280050.0,143,28614.400000000373,-274.4000000000088,-2670.8000000000466,-21.19999999999709
89,340,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
90,340,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
91,550,ST KILDA EAST,3,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
92,550,ST KILDA EAST,3,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
93,495,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
94,495,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
95,250,ST KILDA EAST,1,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
96,250,ST KILDA EAST,1,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
97,290,ST KILDA EAST,1,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
98,290,ST KILDA EAST,1,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
99,350,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
100,350,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
101,310,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
102,310,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
103,345,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
104,345,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
105,320,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
106,320,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
107,395,ST KILDA EAST,2,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
108,395,ST KILDA EAST,2,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
109,335,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
110,335,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
111,350,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
112,350,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
113,330,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
114,330,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
115,450,ST KILDA EAST,2,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
116,450,ST KILDA EAST,2,1,0,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
117,310,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
118,310,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
119,320,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
120,320,ST KILDA EAST,1,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
121,450,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
122,450,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
123,460,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
124,460,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
125,575,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
126,575,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
127,330,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
128,330,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
129,750,ST KILDA EAST,3,1,2,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
130,750,ST KILDA EAST,3,1,2,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
131,395,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
132,395,ST KILDA EAST,2,1,1,-37.8692,144.9977,8801.2,740.6,1818.7,176.2,1684.7,1184.2,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
133,300,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
134,300,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
135,360,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
136,360,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
137,375,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,619950.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
138,375,ST KILDA EAST,1,1,1,-37.8633,144.9802,10796.5,1744.7,3148.3,1528.8,740.9,1247.5,13734.399999999909,599000.0,41,19350.599999999977,-620.1999999999825,-431.2000000000117,125.39999999999782
