,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates,coord,school,train_station,fitness_gym,hospital,shopping_center,park
171,171,171,180,PORT MELBOURNE 16 Byrne Street VIC 3207,650,3,1,1,House,-37.8329,144.922,"[144.922, -37.8329]","[144.922, -37.8329]",9149.8,4973.4,6110.1,5110.1,3509.1,811.2
172,172,172,181,BALWYN 1/18 Raynes Street VIC 3103,860,4,2,2,House,-37.8117,145.081,"[145.081, -37.8117]","[145.081, -37.8117]",4434.0,1658.1,1799.0,2107.4,4037.3,871.6
173,173,173,182,BALWYN NORTH 7 Nevada Street VIC 3104,760,5,2,2,House,-37.7909,145.0939,"[145.0939, -37.7909]","[145.0939, -37.7909]",3909.4,4922.8,237.2,5111.0,3443.3,1244.1
174,174,174,183,HAWTHORN 2A Garden Street VIC 3122,50,3,2,2,House,-37.8199,145.0358,"[145.0358, -37.8199]","[145.0358, -37.8199]",9582.7,271.3,2851.4,708.7,2631.4,1553.2
175,175,175,184,BEAUMARIS 25 Spicer Street VIC 3193,1050,4,2,2,House,-37.9736,145.0164,"[145.0164, -37.9736]","[145.0164, -37.9736]",6646.2,3215.5,321.2,1444.3,4775.0,1258.9
176,176,176,185,CLAYTON SOUTH 4 Main Road VIC 3169,595,3,2,2,House,-37.9431,145.106,"[145.106, -37.9431]","[145.106, -37.9431]",6326.7,3306.4,4044.0,3467.8,6453.3,2593.5
177,177,177,186,RICHMOND 2 Neptune Street VIC 3121,625,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
178,178,178,187,NORTHCOTE 94 Helen Street VIC 3070,720,3,1,1,House,-37.7667,145.0,"[145.0, -37.7667]","[145.0, -37.7667]",4842.0,613.4,3399.6,2702.1,716.1,2130.6
179,179,179,189,CLAYTON SOUTH 5 Bemboka Avenue VIC 3169,540,3,2,2,House,-37.9431,145.106,"[145.106, -37.9431]","[145.106, -37.9431]",6326.7,3306.4,4044.0,3467.8,6453.3,2593.5
180,180,180,190,RICHMOND 11 Bennett Street VIC 3121,565,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
181,181,181,191,BENTLEIGH EAST 16 Neville Street VIC 3165,620,3,2,2,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
182,182,182,192,BRUNSWICK 52-54 Tinning Street VIC 3056,1400,7,3,0,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
183,183,183,194,HUGHESDALE 24 Euston Road VIC 3166,675,4,2,3,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
184,184,184,195,COLLINGWOOD 73 Easey Street VIC 3066,750,3,1,0,House,-37.8,144.9833,"[144.9833, -37.8]","[144.9833, -37.8]",5831.5,1496.9,542.3,1953.3,2696.5,1100.4
185,185,185,196,BRIGHTON EAST 5 Lucas Street VIC 3187,1049,3,2,2,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
186,186,186,197,MOOROOLBARK 33 Blackburn Road VIC 3138,485,3,1,2,House,-37.7833,145.3,"[145.3, -37.7833]","[145.3, -37.7833]",10352.3,4358.9,3061.7,1987.8,3146.1,3312.3
187,187,187,198,COBURG 177 Urquhart Street VIC 3058,620,3,2,1,House,-37.75,144.9667,"[144.9667, -37.75]","[144.9667, -37.75]",3099.5,888.5,1617.6,1255.4,3204.2,1478.4
188,188,188,199,BALWYN 19 Parkdale Avenue VIC 3103,550,3,1,2,House,-37.8117,145.081,"[145.081, -37.8117]","[145.081, -37.8117]",4434.0,1658.1,1799.0,2107.4,4037.3,871.6
189,189,189,200,CRANBOURNE NORTH 6 Naila Court VIC 3977,450,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]","[145.2744, -38.1375]",14438.0,7213.5,6136.0,7120.6,6080.8,2969.3
190,190,190,201,PAKENHAM 104 Park Orchard Drive VIC 3810,450,4,2,2,House,-38.1333,145.5167,"[145.5167, -38.1333]","[145.5167, -38.1333]",20976.9,8236.8,8839.8,5291.9,8715.3,5383.3
191,191,191,202,PRAHRAN 42 Commercial Road VIC 3181,560,2,1,2,House,-37.846165,144.9873736,"[144.9873736, -37.846165]","[144.9873736, -37.846165]",10523.8,657.9,785.7,822.6,557.4,1451.8
192,192,192,203,PORT MELBOURNE 329 Howe Parade VIC 3207,645,3,1,2,House,-37.8329,144.922,"[144.922, -37.8329]","[144.922, -37.8329]",9149.8,4973.4,6110.1,5110.1,3509.1,811.2
193,193,193,204,NORTHCOTE 13 Bird Avenue VIC 3070,600,2,1,2,House,-37.7667,145.0,"[145.0, -37.7667]","[145.0, -37.7667]",4842.0,613.4,3399.6,2702.1,716.1,2130.6
194,194,194,205,BRIGHTON 55 Durrant Street VIC 3186,1200,4,2,2,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
195,195,195,206,TRUGANINA 37 Award Crescent VIC 3029,410,3,2,3,House,-37.8826,144.7003,"[144.7003, -37.8826]","[144.7003, -37.8826]",2734.9,455.3,2260.2,2000.8,1585.5,1561.8
196,196,196,207,HIGHTON 16 Homewood Lane VIC 3216,499,3,2,2,House,-38.2335,144.3007,"[144.3007, -38.2335]","[144.3007, -38.2335]",4111.0,56547.1,4378.7,11034.2,9297.5,1905.3
197,197,197,208,MONT ALBERT 30 High Street VIC 3127,995,4,2,2,House,-37.8128,145.1043,"[145.1043, -37.8128]","[145.1043, -37.8128]",2245.5,1821.7,668.0,1896.8,2454.2,983.8
198,198,198,209,GLEN HUNTLY 31 Foster Ave VIC 3163,880,4,1,2,House,-37.8895,145.0581,"[145.0581, -37.8895]","[145.0581, -37.8895]",6795.0,862.5,3175.1,2760.7,660.4,911.2
199,199,199,211,YARRAVILLE 38 Urwin Street VIC 3013,490,2,1,1,House,-37.8249,144.8708,"[144.8708, -37.8249]","[144.8708, -37.8249]",6028.3,1851.9,2052.2,4670.9,4642.0,746.0
200,200,200,212,RICHMOND 4 Wells Street VIC 3121,650,3,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
201,201,201,213,CANTERBURY 14 Avenue Athol VIC 3126,1300,4,3,3,House,-37.8247,145.0848,"[145.0848, -37.8247]","[145.0848, -37.8247]",5001.0,401.5,2367.9,2451.2,3186.5,1886.2
202,202,202,214,TOORAK 23A Bruce Street VIC 3142,1850,3,3,2,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
203,203,203,215,MONT ALBERT 7 Agnes Street VIC 3127,900,4,2,2,House,-37.8128,145.1043,"[145.1043, -37.8128]","[145.1043, -37.8128]",2245.5,1821.7,668.0,1896.8,2454.2,983.8
204,204,204,216,BALNARRING BEACH 11 Hansens Lane VIC 3926,1995,4,4,2,House,-38.3533,145.1114,"[145.1114, -38.3533]","[145.1114, -38.3533]",26809.0,6507.0,11086.7,11360.9,3120.6,1663.3
205,205,205,217,TOORAK 16 Glyndebourne Avenue VIC 3142,850,2,1,1,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
206,206,206,218,BRUNSWICK 4 McPherson Street VIC 3056,750,3,2,0,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
207,207,207,219,PRAHRAN 40 Kelvin Grove VIC 3181,815,3,1,2,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
208,208,208,220,UPWEY 48 Thompson Road VIC 3158,660,4,2,2,House,-37.9,145.3333,"[145.3333, -37.9]","[145.3333, -37.9]",10215.0,783.2,5108.6,2994.9,6211.2,758.4
209,209,209,221,ABBOTSFORD 48 Yarra Street VIC 3067,900,3,2,2,House,-37.8046,144.9998,"[144.9998, -37.8046]","[144.9998, -37.8046]",7600.5,846.1,719.2,1268.7,2600.4,839.4
210,210,210,222,PORT MELBOURNE 31 Garton Street VIC 3207,675,2,1,0,House,-37.8329,144.922,"[144.922, -37.8329]","[144.922, -37.8329]",9149.8,4973.4,6110.1,5110.1,3509.1,811.2
211,211,211,223,PORT MELBOURNE 114 Clark Street VIC 3207,890,4,1,1,House,-37.8329,144.922,"[144.922, -37.8329]","[144.922, -37.8329]",9149.8,4973.4,6110.1,5110.1,3509.1,811.2
212,212,212,225,KEYSBOROUGH 36 Beau Vorno Avenue VIC 3173,570,4,2,2,House,-37.9912,145.1739,"[145.1739, -37.9912]","[145.1739, -37.9912]",3522.7,3662.6,2990.3,2584.6,587.9,825.7
213,213,213,226,CARLTON 27 Elgin Street VIC 3053,585,2,1,1,House,-37.8004,144.9684,"[144.9684, -37.8004]","[144.9684, -37.8004]",4644.8,1428.8,1281.2,656.2,1464.8,1962.9
214,214,214,227,EAST MELBOURNE 12 Vale Street VIC 3002,1150,4,2,0,House,-37.8167,144.9879,"[144.9879, -37.8167]","[144.9879, -37.8167]",8137.6,381.0,345.9,620.2,1558.5,1235.1
215,215,215,228,ASHBURTON 12 Carool Road VIC 3147,550,2,1,1,House,-37.8626,145.0794,"[145.0794, -37.8626]","[145.0794, -37.8626]",3131.3,225.9,3747.3,2558.7,2902.5,938.4
216,216,216,230,SURREY HILLS 65 Broughton Road VIC 3127,550,3,1,1,House,-37.8128,145.1043,"[145.1043, -37.8128]","[145.1043, -37.8128]",2245.5,1821.7,668.0,1896.8,2454.2,983.8
217,217,217,231,BENTLEIGH EAST 46B Wingate Street VIC 3165,825,3,2,2,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
218,218,218,232,BRUNSWICK 198 Barkly St VIC 3056,950,3,2,1,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
219,219,219,233,CLYDE NORTH 7 Gillyweed Avenue VIC 3978,470,4,2,2,House,-38.1333,145.3333,"[145.3333, -38.1333]","[145.3333, -38.1333]",9586.8,7670.4,6592.9,7577.5,6537.7,2106.2
220,220,220,234,HAMPTON 11B Olive St VIC 3188,1500,4,2,2,House,-37.9374,145.0151,"[145.0151, -37.9374]","[145.0151, -37.9374]",2071.3,2111.9,3635.3,2280.0,3499.8,507.9
221,221,221,235,BRIGHTON EAST 54 Marriage Road VIC 3187,820,4,3,2,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
222,222,222,236,BRIGHTON 153 South Road VIC 3186,850,3,1,1,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
223,223,223,237,BRIGHTON 5 Airlie Street VIC 3186,1200,3,2,1,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
224,224,224,238,PRAHRAN 24 Spring Street VIC 3181,610,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
225,225,225,239,ASHWOOD 7 Reid Street VIC 3147,625,3,2,3,House,-37.8626,145.0794,"[145.0794, -37.8626]","[145.0794, -37.8626]",3131.3,225.9,3747.3,2558.7,2902.5,938.4
226,226,226,240,MALVERN 63 McArthur Street VIC 3144,580,2,1,2,House,-37.8512,145.0317,"[145.0317, -37.8512]","[145.0317, -37.8512]",7748.5,1508.9,2290.3,467.4,1797.8,1320.9
227,227,227,241,HAWTHORN EAST 26 Victoria Grove VIC 3123,995,3,2,2,House,-37.8248,145.0464,"[145.0464, -37.8248]","[145.0464, -37.8248]",8166.5,418.2,3637.7,1428.0,1387.6,659.5
228,228,228,242,COLLINGWOOD 98 Johnston St VIC 3066,1150,3,1,0,House,-37.8,144.9833,"[144.9833, -37.8]","[144.9833, -37.8]",5831.5,1496.9,542.3,1953.3,2696.5,1100.4
229,229,229,243,RICHMOND 2 Appleton Street VIC 3121,625,3,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
230,230,230,244,GLEN IRIS 47 Somerset Road VIC 3146,895,3,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]","[145.0549, -37.8599]",5304.8,455.4,3824.0,1122.9,2608.3,1358.7
231,231,231,245,FAIRFIELD 28 Gillies Street VIC 3078,750,2,1,1,House,-37.7829,145.0226,"[145.0226, -37.7829]","[145.0226, -37.7829]",6800.6,1181.2,847.9,680.2,2692.3,986.3
232,232,232,246,ST KILDA EAST 7 Alexandra Street VIC 3183,850,3,1,0,House,-37.8692,144.9977,"[144.9977, -37.8692]","[144.9977, -37.8692]",8801.2,740.6,1818.7,176.2,1684.7,1184.2
233,233,233,247,CAULFIELD 10 Urandaline Grove VIC 3162,900,4,2,2,House,-37.8914,145.0254,"[145.0254, -37.8914]","[145.0254, -37.8914]",4127.5,1864.6,677.3,0.0,3484.0,1033.6
234,234,234,249,BEVERIDGE 5 Hillcrest Road VIC 3753,420,4,2,2,House,-37.4833,144.9833,"[144.9833, -37.4833]","[144.9833, -37.4833]",41192.6,17448.2,17205.5,16959.6,17786.1,8881.5
235,235,235,250,GLEN IRIS 1 Lillian Street VIC 3146,1080,4,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]","[145.0549, -37.8599]",5304.8,455.4,3824.0,1122.9,2608.3,1358.7
236,236,236,251,PRAHRAN 2/16 Green Street VIC 3181,740,3,2,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
237,237,237,253,BURWOOD EAST 20 Ellesmere Road VIC 3151,450,3,2,0,House,-37.8535,145.1503,"[145.1503, -37.8535]","[145.1503, -37.8535]",5590.5,3025.3,2690.4,1883.1,405.9,951.8
238,238,238,254,BRIGHTON EAST 33 Landcox Street VIC 3187,1150,4,3,2,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
239,239,239,256,CAULFIELD NORTH 24 Orrong Crescent VIC 3161,950,4,3,2,House,-37.0,145.0,"[145.0, -37.0]","[145.0, -37.0]",84865.1,78589.5,71347.0,0.0,78927.4,13207.1
240,240,240,257,ARMADALE 33 Barkly Ave VIC 3143,1100,3,2,0,House,-37.85,145.0333,"[145.0333, -37.85]","[145.0333, -37.85]",7823.1,1583.5,2541.3,542.0,2048.8,1571.9
241,241,241,258,BRIGHTON EAST 2A Granter Street VIC 3187,525,2,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
242,242,242,259,BENTLEIGH EAST 872 Centre Road VIC 3165,750,3,2,4,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
243,243,243,261,RICHMOND 121 Lord Street VIC 3121,950,3,2,2,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
244,244,244,262,ELWOOD 18 Kingsley St VIC 3184,630,2,1,2,House,-37.8809,144.9855,"[144.9855, -37.8809]","[144.9855, -37.8809]",7642.3,2446.6,1473.1,1533.0,1890.3,1162.2
245,245,245,263,PRAHRAN 6/10 Lalbert Crescent VIC 3181,1100,3,2,2,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
246,246,246,264,DONCASTER EAST 34 Bellevue Avenue VIC 3109,695,4,2,2,House,-37.7795,145.1638,"[145.1638, -37.7795]","[145.1638, -37.7795]",7143.3,5125.1,686.5,2082.5,2166.6,675.9
247,247,247,265,THORNBURY 23 Clyde Street VIC 3071,780,4,1,1,House,-37.7583,145.0051,"[145.0051, -37.7583]","[145.0051, -37.7583]",6328.9,948.5,2628.8,2028.2,2224.9,1330.4
248,248,248,266,TOORAK 21 Iona Avenue VIC 3142,2500,4,2,2,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
249,249,249,267,YARRAVILLE 65 Francis Street VIC 3013,550,2,1,1,House,-37.8249,144.8708,"[144.8708, -37.8249]","[144.8708, -37.8249]",6028.3,1851.9,2052.2,4670.9,4642.0,746.0
250,250,250,268,RINGWOOD 16 Lilian Parade VIC 3134,540,3,1,1,House,-37.7667,145.25,"[145.25, -37.7667]","[145.25, -37.7667]",11679.4,5549.3,5144.1,5615.0,5395.3,1548.8
251,251,251,269,ELTHAM 23 Frank Street VIC 3095,500,4,1,2,House,-37.7333,145.15,"[145.15, -37.7333]","[145.15, -37.7333]",11089.0,3643.8,3181.4,7021.2,3114.0,2517.4
252,252,252,270,GLEN WAVERLEY 2 Burramine Road VIC 3150,880,5,2,2,House,-37.8841132,145.1711329,"[145.1711329, -37.8841132]","[145.1711329, -37.8841132]",4295.4,1119.4,2466.3,873.0,1168.6,1429.7
253,253,253,271,RICHMOND 6 Fordham Court VIC 3121,460,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
254,254,254,272,WEST MELBOURNE 603 Spencer Street VIC 3003,525,2,1,1,House,-37.8101,144.95,"[144.95, -37.8101]","[144.95, -37.8101]",5246.2,843.7,516.0,960.7,737.0,3319.6
255,255,255,273,MALVERN EAST 748 Warrigal Road VIC 3145,470,3,1,4,House,-37.874,145.0425,"[145.0425, -37.874]","[145.0425, -37.874]",7373.6,1264.1,4127.9,1766.3,915.4,1210.5
256,256,256,274,CAULFIELD SOUTH 26 Lygon Street VIC 3162,450,2,1,3,House,-37.8914,145.0254,"[145.0254, -37.8914]","[145.0254, -37.8914]",4127.5,1864.6,677.3,0.0,3484.0,1033.6
257,257,257,275,TOORAK 4 Nareeb Court VIC 3142,1200,5,3,3,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
258,258,258,276,BROOKFIELD 76 Manooka Road VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]","[144.5749, -37.7077]",1358.8,21132.5,2968.9,4004.5,4093.1,78.4
259,259,259,277,CROYDON 11 Maggs Street VIC 3136,450,3,1,2,House,-37.7744,145.2756,"[145.2756, -37.7744]","[145.2756, -37.7744]",9621.1,2971.4,3339.8,3037.1,2817.4,1873.1
260,260,260,278,SEAFORD 93 Kirkwood Avenue VIC 3198,550,3,1,3,House,-38.1049,145.1382,"[145.1382, -38.1049]","[145.1382, -38.1049]",9172.8,1243.7,4086.3,5727.9,5931.0,1390.2
261,261,261,279,BENTLEIGH EAST 26a Bonny Street VIC 3165,1300,4,3,2,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
262,262,262,280,MORNINGTON 4 Lucerne Avenue VIC 3931,640,3,2,2,House,-38.2167,145.0333,"[145.0333, -38.2167]","[145.0333, -38.2167]",19637.4,14730.0,2031.9,2709.0,796.4,1306.5
263,263,263,282,WILLIAMSTOWN 10 Gellibrand Street VIC 3016,530,3,1,0,House,-37.857,144.8977,"[144.8977, -37.857]","[144.8977, -37.857]",1699.0,847.9,361.4,1897.2,7627.9,685.6
264,264,264,283,PORTSEA 3764 Point Nepean Road VIC 3944,1100,3,2,2,House,-38.3167,144.7167,"[144.7167, -38.3167]","[144.7167, -38.3167]",53339.2,52528.7,23669.6,18967.2,20028.9,1548.3
265,265,265,284,ARMADALE 1 Watson Street VIC 3143,500,2,1,0,House,-37.85,145.0333,"[145.0333, -37.85]","[145.0333, -37.85]",7823.1,1583.5,2541.3,542.0,2048.8,1571.9
266,266,266,285,WODONGA 92 Wilson Street VIC 3690,390,3,1,0,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
267,267,267,286,HIGHETT 31A Tweed St VIC 3190,740,3,2,2,House,-37.9517,145.0394,"[145.0394, -37.9517]","[145.0394, -37.9517]",5491.7,671.7,1100.0,2370.4,505.5,1197.1
268,268,268,287,CAIRNLEA 403/118 Cairnlea Drive VIC 3023,390,2,2,1,House,-37.7541,144.7651,"[144.7651, -37.7541]","[144.7651, -37.7541]",3773.4,4544.8,5859.0,2764.3,1320.5,1817.3
269,269,269,288,BURWOOD 29 Loudon Road VIC 3125,525,2,1,0,House,-37.8498,145.119,"[145.119, -37.8498]","[145.119, -37.8498]",3116.5,3492.7,3287.4,3217.8,3590.1,1148.3
270,270,270,289,RICHMOND 94 Coppin Street VIC 3121,650,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
271,271,271,290,WINDSOR 53 Duke Street VIC 3181,520,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]","[144.9929, -37.853]",11174.5,522.0,878.4,0.0,732.2,1399.2
272,272,272,291,BALWYN NORTH 3 Ajana Street VIC 3104,1150,4,2,2,House,-37.7909,145.0939,"[145.0939, -37.7909]","[145.0939, -37.7909]",3909.4,4922.8,237.2,5111.0,3443.3,1244.1
273,273,273,292,TOORAK 24 Montalto Avenue VIC 3142,2500,4,3,3,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
274,274,274,293,ST KILDA EAST 29 Godfrey Avenue VIC 3183,780,3,1,0,House,-37.8692,144.9977,"[144.9977, -37.8692]","[144.9977, -37.8692]",8801.2,740.6,1818.7,176.2,1684.7,1184.2
275,275,275,294,BENTLEIGH EAST 18 Latham Street VIC 3165,860,4,3,1,House,-37.9201,145.0599,"[145.0599, -37.9201]","[145.0599, -37.9201]",4386.1,2157.3,1797.0,1730.3,4566.4,1317.7
276,276,276,295,SOUTH YARRA 12 MacFarlan Street VIC 3141,625,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]","[144.9833, -37.8333]",8922.0,1444.3,2258.5,1686.2,1760.3,2438.6
277,277,277,296,TOORAK 10 Ormsby Grove VIC 3142,1450,2,2,4,House,-37.8416,145.0177,"[145.0177, -37.8416]","[145.0177, -37.8416]",9445.5,1204.1,681.8,1142.1,836.9,1362.8
278,278,278,297,BRIGHTON EAST 700 Hawthorn Road VIC 3187,590,3,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]","[145.0188, -37.9014]",3405.6,1886.5,1472.2,1198.2,5494.6,1808.0
279,279,279,298,RICHMOND 11 Shelley Street VIC 3121,450,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
280,280,280,299,COLLINGWOOD 10 Bendigo Street VIC 3066,630,3,1,1,House,-37.8,144.9833,"[144.9833, -37.8]","[144.9833, -37.8]",5831.5,1496.9,542.3,1953.3,2696.5,1100.4
281,281,281,300,ALTONA NORTH 11 Carthy Street VIC 3025,460,3,1,2,House,-37.8349,144.8474,"[144.8474, -37.8349]","[144.8474, -37.8349]",6339.1,4675.9,1666.6,4810.8,905.4,975.9
282,282,282,301,RICHMOND 26 Buckingham Street VIC 3121,625,2,2,1,House,-37.8271,145.0064,"[145.0064, -37.8271]","[145.0064, -37.8271]",10859.6,634.6,1006.2,1854.7,2233.0,388.3
283,283,283,302,THORNBURY 140A Collins Street VIC 3071,630,3,2,1,House,-37.7583,145.0051,"[145.0051, -37.7583]","[145.0051, -37.7583]",6328.9,948.5,2628.8,2028.2,2224.9,1330.4
284,284,284,303,TALLANGATTA 201 Yabba Road VIC 3700,470,3,1,2,House,-37.0,145.0,"[145.0, -37.0]","[145.0, -37.0]",84865.1,78589.5,71347.0,0.0,78927.4,13207.1
285,285,285,304,BRUNSWICK 43A Thistle Street VIC 3056,560,2,2,1,House,-37.7667,144.9667,"[144.9667, -37.7667]","[144.9667, -37.7667]",1510.0,838.6,895.8,2281.8,1614.7,997.7
286,286,286,305,NORTH MELBOURNE 647 Queensberry Street VIC 3051,480,2,1,0,House,-37.8029,144.9482,"[144.9482, -37.8029]","[144.9482, -37.8029]",4487.4,1064.6,453.6,1047.0,1243.7,2482.1
287,287,287,306,CARLTON 3 Chummie Place VIC 3053,875,4,2,1,House,-37.8004,144.9684,"[144.9684, -37.8004]","[144.9684, -37.8004]",4644.8,1428.8,1281.2,656.2,1464.8,1962.9
288,288,288,307,CAULFIELD SOUTH 14 Sussex Road VIC 3162,595,2,1,2,House,-37.8914,145.0254,"[145.0254, -37.8914]","[145.0254, -37.8914]",4127.5,1864.6,677.3,0.0,3484.0,1033.6
289,289,289,308,WODONGA 18 STANGER COURT VIC 3690,450,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]","[146.802, -36.0997]",5506.1,292446.1,50058.4,10042.8,8547.6,7352.7
290,290,290,309,BRUNSWICK WEST 715/5 Olive York Way VIC 3055,430,2,1,1,House,-37.7603,144.9502,"[144.9502, -37.7603]","[144.9502, -37.7603]",2004.8,1360.1,939.4,1291.1,2858.4,663.7
291,291,291,310,CAULFIELD SOUTH 1 Rotorua Street VIC 3162,700,2,1,2,House,-37.0,145.0,"[145.0, -37.0]","[145.0, -37.0]",84865.1,78589.5,71347.0,0.0,78927.4,13207.1
292,292,292,312,PASCOE VALE 543 Pascoe Vale Road VIC 3044,410,3,1,2,House,-37.7319,144.9381,"[144.9381, -37.7319]","[144.9381, -37.7319]",6286.6,991.9,1956.4,795.7,4423.3,725.6
293,293,293,313,MONT ALBERT NORTH 70 Melrose Street VIC 3129,680,3,2,2,House,-37.8004,145.1083,"[145.1083, -37.8004]","[145.1083, -37.8004]",1267.6,3417.0,2040.4,2947.6,3322.8,1457.8
294,294,294,314,OAKLEIGH 11 Patrick Street VIC 3166,480,3,1,2,House,-37.8995,145.0811,"[145.0811, -37.8995]","[145.0811, -37.8995]",6705.9,845.7,1665.9,3840.8,1350.8,959.4
295,295,295,315,BRIGHTON 26 Budd Street VIC 3186,795,3,1,1,House,-37.9057,145.0067,"[145.0067, -37.9057]","[145.0067, -37.9057]",2985.3,635.1,670.0,1203.5,5551.3,884.0
296,296,296,316,BELMONT 4 Sullivan Court VIC 3216,470,3,1,4,House,-38.2335,144.3007,"[144.3007, -38.2335]","[144.3007, -38.2335]",4111.0,56547.1,4378.7,11034.2,9297.5,1905.3
297,297,297,317,LALOR 24 Gratwick Street VIC 3075,500,5,2,3,House,-37.6667,145.0167,"[145.0167, -37.6667]","[145.0167, -37.6667]",15507.5,755.2,1860.0,1939.3,2195.1,987.6
298,298,298,318,NORTH MELBOURNE 134 Capel Street VIC 3051,525,3,1,0,House,-37.8029,144.9482,"[144.9482, -37.8029]","[144.9482, -37.8029]",4487.4,1064.6,453.6,1047.0,1243.7,2482.1
