,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates
217,231,BENTLEIGH EAST 46B Wingate Street VIC 3165,825,3,2,2,House,-37.9201,145.0599,"[145.0599, -37.9201]"
218,232,BRUNSWICK 198 Barkly St VIC 3056,950,3,2,1,House,-37.7667,144.9667,"[144.9667, -37.7667]"
219,233,CLYDE NORTH 7 Gillyweed Avenue VIC 3978,470,4,2,2,House,-38.1333,145.3333,"[145.3333, -38.1333]"
220,234,HAMPTON 11B Olive St VIC 3188,1500,4,2,2,House,-37.9374,145.0151,"[145.0151, -37.9374]"
221,235,BRIGHTON EAST 54 Marriage Road VIC 3187,820,4,3,2,House,-37.9014,145.0188,"[145.0188, -37.9014]"
222,236,BRIGHTON 153 South Road VIC 3186,850,3,1,1,House,-37.9057,145.0067,"[145.0067, -37.9057]"
223,237,BRIGHTON 5 Airlie Street VIC 3186,1200,3,2,1,House,-37.9057,145.0067,"[145.0067, -37.9057]"
224,238,PRAHRAN 24 Spring Street VIC 3181,610,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
225,239,ASHWOOD 7 Reid Street VIC 3147,625,3,2,3,House,-37.8626,145.0794,"[145.0794, -37.8626]"
226,240,MALVERN 63 McArthur Street VIC 3144,580,2,1,2,House,-37.8512,145.0317,"[145.0317, -37.8512]"
227,241,HAWTHORN EAST 26 Victoria Grove VIC 3123,995,3,2,2,House,-37.8248,145.0464,"[145.0464, -37.8248]"
228,242,COLLINGWOOD 98 Johnston St VIC 3066,1150,3,1,0,House,-37.8,144.9833,"[144.9833, -37.8]"
229,243,RICHMOND 2 Appleton Street VIC 3121,625,3,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
230,244,GLEN IRIS 47 Somerset Road VIC 3146,895,3,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]"
231,245,FAIRFIELD 28 Gillies Street VIC 3078,750,2,1,1,House,-37.7829,145.0226,"[145.0226, -37.7829]"
232,246,ST KILDA EAST 7 Alexandra Street VIC 3183,850,3,1,0,House,-37.8692,144.9977,"[144.9977, -37.8692]"
233,247,CAULFIELD 10 Urandaline Grove VIC 3162,900,4,2,2,House,-37.8914,145.0254,"[145.0254, -37.8914]"
234,249,BEVERIDGE 5 Hillcrest Road VIC 3753,420,4,2,2,House,-37.4833,144.9833,"[144.9833, -37.4833]"
235,250,GLEN IRIS 1 Lillian Street VIC 3146,1080,4,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]"
236,251,PRAHRAN 2/16 Green Street VIC 3181,740,3,2,0,House,-37.853,144.9929,"[144.9929, -37.853]"
237,253,BURWOOD EAST 20 Ellesmere Road VIC 3151,450,3,2,0,House,-37.8535,145.1503,"[145.1503, -37.8535]"
238,254,BRIGHTON EAST 33 Landcox Street VIC 3187,1150,4,3,2,House,-37.9014,145.0188,"[145.0188, -37.9014]"
239,256,CAULFIELD NORTH 24 Orrong Crescent VIC 3161,950,4,3,2,House,-37.0,145.0,"[145.0, -37.0]"
240,257,ARMADALE 33 Barkly Ave VIC 3143,1100,3,2,0,House,-37.85,145.0333,"[145.0333, -37.85]"
241,258,BRIGHTON EAST 2A Granter Street VIC 3187,525,2,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]"
242,259,BENTLEIGH EAST 872 Centre Road VIC 3165,750,3,2,4,House,-37.9201,145.0599,"[145.0599, -37.9201]"
243,261,RICHMOND 121 Lord Street VIC 3121,950,3,2,2,House,-37.8271,145.0064,"[145.0064, -37.8271]"
244,262,ELWOOD 18 Kingsley St VIC 3184,630,2,1,2,House,-37.8809,144.9855,"[144.9855, -37.8809]"
245,263,PRAHRAN 6/10 Lalbert Crescent VIC 3181,1100,3,2,2,House,-37.853,144.9929,"[144.9929, -37.853]"
246,264,DONCASTER EAST 34 Bellevue Avenue VIC 3109,695,4,2,2,House,-37.7795,145.1638,"[145.1638, -37.7795]"
247,265,THORNBURY 23 Clyde Street VIC 3071,780,4,1,1,House,-37.7583,145.0051,"[145.0051, -37.7583]"
248,266,TOORAK 21 Iona Avenue VIC 3142,2500,4,2,2,House,-37.8416,145.0177,"[145.0177, -37.8416]"
249,267,YARRAVILLE 65 Francis Street VIC 3013,550,2,1,1,House,-37.8249,144.8708,"[144.8708, -37.8249]"
250,268,RINGWOOD 16 Lilian Parade VIC 3134,540,3,1,1,House,-37.7667,145.25,"[145.25, -37.7667]"
251,269,ELTHAM 23 Frank Street VIC 3095,500,4,1,2,House,-37.7333,145.15,"[145.15, -37.7333]"
252,270,GLEN WAVERLEY 2 Burramine Road VIC 3150,880,5,2,2,House,-37.8841132,145.1711329,"[145.1711329, -37.8841132]"
253,271,RICHMOND 6 Fordham Court VIC 3121,460,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
254,272,WEST MELBOURNE 603 Spencer Street VIC 3003,525,2,1,1,House,-37.8101,144.95,"[144.95, -37.8101]"
255,273,MALVERN EAST 748 Warrigal Road VIC 3145,470,3,1,4,House,-37.874,145.0425,"[145.0425, -37.874]"
256,274,CAULFIELD SOUTH 26 Lygon Street VIC 3162,450,2,1,3,House,-37.8914,145.0254,"[145.0254, -37.8914]"
257,275,TOORAK 4 Nareeb Court VIC 3142,1200,5,3,3,House,-37.8416,145.0177,"[145.0177, -37.8416]"
258,276,BROOKFIELD 76 Manooka Road VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
259,277,CROYDON 11 Maggs Street VIC 3136,450,3,1,2,House,-37.7744,145.2756,"[145.2756, -37.7744]"
260,278,SEAFORD 93 Kirkwood Avenue VIC 3198,550,3,1,3,House,-38.1049,145.1382,"[145.1382, -38.1049]"
261,279,BENTLEIGH EAST 26a Bonny Street VIC 3165,1300,4,3,2,House,-37.9201,145.0599,"[145.0599, -37.9201]"
262,280,MORNINGTON 4 Lucerne Avenue VIC 3931,640,3,2,2,House,-38.2167,145.0333,"[145.0333, -38.2167]"
263,282,WILLIAMSTOWN 10 Gellibrand Street VIC 3016,530,3,1,0,House,-37.857,144.8977,"[144.8977, -37.857]"
264,283,PORTSEA 3764 Point Nepean Road VIC 3944,1100,3,2,2,House,-38.3167,144.7167,"[144.7167, -38.3167]"
265,284,ARMADALE 1 Watson Street VIC 3143,500,2,1,0,House,-37.85,145.0333,"[145.0333, -37.85]"
266,285,WODONGA 92 Wilson Street VIC 3690,390,3,1,0,House,-36.0997,146.802,"[146.802, -36.0997]"
267,286,HIGHETT 31A Tweed St VIC 3190,740,3,2,2,House,-37.9517,145.0394,"[145.0394, -37.9517]"
268,287,CAIRNLEA 403/118 Cairnlea Drive VIC 3023,390,2,2,1,House,-37.7541,144.7651,"[144.7651, -37.7541]"
269,288,BURWOOD 29 Loudon Road VIC 3125,525,2,1,0,House,-37.8498,145.119,"[145.119, -37.8498]"
270,289,RICHMOND 94 Coppin Street VIC 3121,650,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
271,290,WINDSOR 53 Duke Street VIC 3181,520,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
272,291,BALWYN NORTH 3 Ajana Street VIC 3104,1150,4,2,2,House,-37.7909,145.0939,"[145.0939, -37.7909]"
273,292,TOORAK 24 Montalto Avenue VIC 3142,2500,4,3,3,House,-37.8416,145.0177,"[145.0177, -37.8416]"
274,293,ST KILDA EAST 29 Godfrey Avenue VIC 3183,780,3,1,0,House,-37.8692,144.9977,"[144.9977, -37.8692]"
275,294,BENTLEIGH EAST 18 Latham Street VIC 3165,860,4,3,1,House,-37.9201,145.0599,"[145.0599, -37.9201]"
276,295,SOUTH YARRA 12 MacFarlan Street VIC 3141,625,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]"
277,296,TOORAK 10 Ormsby Grove VIC 3142,1450,2,2,4,House,-37.8416,145.0177,"[145.0177, -37.8416]"
278,297,BRIGHTON EAST 700 Hawthorn Road VIC 3187,590,3,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]"
279,298,RICHMOND 11 Shelley Street VIC 3121,450,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
280,299,COLLINGWOOD 10 Bendigo Street VIC 3066,630,3,1,1,House,-37.8,144.9833,"[144.9833, -37.8]"
281,300,ALTONA NORTH 11 Carthy Street VIC 3025,460,3,1,2,House,-37.8349,144.8474,"[144.8474, -37.8349]"
282,301,RICHMOND 26 Buckingham Street VIC 3121,625,2,2,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
283,302,THORNBURY 140A Collins Street VIC 3071,630,3,2,1,House,-37.7583,145.0051,"[145.0051, -37.7583]"
284,303,TALLANGATTA 201 Yabba Road VIC 3700,470,3,1,2,House,-37.0,145.0,"[145.0, -37.0]"
285,304,BRUNSWICK 43A Thistle Street VIC 3056,560,2,2,1,House,-37.7667,144.9667,"[144.9667, -37.7667]"
286,305,NORTH MELBOURNE 647 Queensberry Street VIC 3051,480,2,1,0,House,-37.8029,144.9482,"[144.9482, -37.8029]"
287,306,CARLTON 3 Chummie Place VIC 3053,875,4,2,1,House,-37.8004,144.9684,"[144.9684, -37.8004]"
288,307,CAULFIELD SOUTH 14 Sussex Road VIC 3162,595,2,1,2,House,-37.8914,145.0254,"[145.0254, -37.8914]"
289,308,WODONGA 18 STANGER COURT VIC 3690,450,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]"
290,309,BRUNSWICK WEST 715/5 Olive York Way VIC 3055,430,2,1,1,House,-37.7603,144.9502,"[144.9502, -37.7603]"
291,310,CAULFIELD SOUTH 1 Rotorua Street VIC 3162,700,2,1,2,House,-37.0,145.0,"[145.0, -37.0]"
292,312,PASCOE VALE 543 Pascoe Vale Road VIC 3044,410,3,1,2,House,-37.7319,144.9381,"[144.9381, -37.7319]"
293,313,MONT ALBERT NORTH 70 Melrose Street VIC 3129,680,3,2,2,House,-37.8004,145.1083,"[145.1083, -37.8004]"
294,314,OAKLEIGH 11 Patrick Street VIC 3166,480,3,1,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
295,315,BRIGHTON 26 Budd Street VIC 3186,795,3,1,1,House,-37.9057,145.0067,"[145.0067, -37.9057]"
296,316,BELMONT 4 Sullivan Court VIC 3216,470,3,1,4,House,-38.2335,144.3007,"[144.3007, -38.2335]"
297,317,LALOR 24 Gratwick Street VIC 3075,500,5,2,3,House,-37.6667,145.0167,"[145.0167, -37.6667]"
298,318,NORTH MELBOURNE 134 Capel Street VIC 3051,525,3,1,0,House,-37.8029,144.9482,"[144.9482, -37.8029]"
299,319,ELSTERNWICK 10 Elm Street VIC 3185,760,2,1,1,House,-37.8984,145.0088,"[145.0088, -37.8984]"
300,320,WEIR VIEWS 36 Skypac Street VIC 3338,410,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
301,321,STRATHTULLOH 14 Trafalgar Street VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
302,322,BRUNSWICK WEST 50 Burnell Street VIC 3055,700,4,1,0,House,-37.7603,144.9502,"[144.9502, -37.7603]"
303,323,PARK ORCHARDS 130 Corriedale Crescent VIC 3114,650,3,1,2,House,-37.7769,145.2146,"[145.2146, -37.7769]"
304,324,ARMADALE 21 Valentine Grove VIC 3143,1150,3,1,1,House,-37.85,145.0333,"[145.0333, -37.85]"
305,325,CARNEGIE 112 Koornang Road VIC 3163,370,2,1,1,House,-37.8895,145.0581,"[145.0581, -37.8895]"
306,326,HIGHETT 13 Middleton Street VIC 3190,600,3,1,6,House,-37.9517,145.0394,"[145.0394, -37.9517]"
307,327,MALVERN 7 Haverbrack Avenue VIC 3144,3500,5,4,2,House,-37.8512,145.0317,"[145.0317, -37.8512]"
308,328,BENTLEIGH EAST 21 Blamey Street VIC 3165,625,4,2,4,House,-37.9201,145.0599,"[145.0599, -37.9201]"
309,329,WINDSOR 58 Peel Street VIC 3181,575,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
310,330,BRIGHTON EAST 24 Studley Road VIC 3187,995,4,3,4,House,-37.9014,145.0188,"[145.0188, -37.9014]"
311,331,HAWTHORN 408 Auburn Road VIC 3122,830,3,2,2,House,-37.8199,145.0358,"[145.0358, -37.8199]"
312,332,DONCASTER 8 Glenda Street VIC 3108,600,4,1,2,House,-37.7883,145.1237,"[145.1237, -37.7883]"
313,333,CHADSTONE 10 Evans Street VIC 3148,420,3,2,5,House,-37.8833,145.1167,"[145.1167, -37.8833]"
314,334,MALVERN EAST 64 Argyll Street VIC 3145,450,4,1,2,House,-37.874,145.0425,"[145.0425, -37.874]"
315,335,MOUNT WAVERLEY 2 Sunnyside Road VIC 3149,450,3,1,0,House,-37.8771,145.1294,"[145.1294, -37.8771]"
316,336,BRIGHTON 478 New Street VIC 3186,2200,5,3,2,House,-37.9057,145.0067,"[145.0067, -37.9057]"
317,337,GROVEDALE 11 Camira Court VIC 3216,400,3,1,1,House,-38.2335,144.3007,"[144.3007, -38.2335]"
318,338,MONT ALBERT 52 Victoria Crescent VIC 3127,1500,4,3,2,House,-37.8128,145.1043,"[145.1043, -37.8128]"
319,339,KEW EAST 46 Munro Street VIC 3102,540,3,2,1,House,-37.7976,145.0538,"[145.0538, -37.7976]"
320,340,KEW 1 Molesworth Street VIC 3101,3500,6,6,8,House,-37.8064,145.0309,"[145.0309, -37.8064]"
321,341,BEAUMARIS 28b Hornby Street VIC 3193,1100,5,2,4,House,-37.9736,145.0164,"[145.0164, -37.9736]"
322,342,PRAHRAN 49 Highbury Grove VIC 3181,1100,3,2,1,House,-37.853,144.9929,"[144.9929, -37.853]"
323,343,MALVERN EAST 126 Darling Road VIC 3145,600,2,1,1,House,-37.874,145.0425,"[145.0425, -37.874]"
324,345,BEAUMARIS 4 Waratah Avenue VIC 3193,600,3,1,3,House,-37.9736,145.0164,"[145.0164, -37.9736]"
325,346,GLEN IRIS 24 Gardiner Parade VIC 3146,1550,5,2,2,House,-37.8599,145.0549,"[145.0549, -37.8599]"
326,347,ST KILDA EAST 25 Holroyd Avenue VIC 3183,1650,5,2,4,House,-37.8692,144.9977,"[144.9977, -37.8692]"
327,348,HAMPTON 8 Gillies St VIC 3188,780,3,1,2,House,-37.9374,145.0151,"[145.0151, -37.9374]"
328,349,CLIFTON HILL 42 O'Grady Street VIC 3068,975,3,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]"
329,350,FITZROY NORTH 30 Woodside Street VIC 3068,750,2,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]"
330,351,SANDRINGHAM 34 Victoria Street VIC 3191,1290,3,2,2,House,-37.95,145.0,"[145.0, -37.95]"
331,352,DEANSIDE 19 Amreli St VIC 3336,440,4,2,2,House,-37.0,145.0,"[145.0, -37.0]"
332,353,ABBOTSFORD 270 Langridge Street VIC 3067,470,1,1,0,House,-37.8046,144.9998,"[144.9998, -37.8046]"
333,354,WINDSOR 1 David Lane VIC 3181,1400,4,2,1,House,-37.853,144.9929,"[144.9929, -37.853]"
334,355,HAWTHORN EAST 2 Airedale Avenue VIC 3123,1800,4,2,4,House,-37.8248,145.0464,"[145.0464, -37.8248]"
335,356,BRIGHTON 16 Nepean Highway VIC 3186,910,5,5,4,House,-37.9057,145.0067,"[145.0067, -37.9057]"
336,357,MALVERN EAST 416/803 Dandenong Road VIC 3145,500,2,2,1,House,-37.874,145.0425,"[145.0425, -37.874]"
337,358,BRIGHTON 8 Champion Street VIC 3186,2100,5,3,4,House,-37.9057,145.0067,"[145.0067, -37.9057]"
338,359,WATSONIA 48 Frensham Road VIC 3087,450,3,1,2,House,-37.7104,145.0836,"[145.0836, -37.7104]"
339,360,NORTHCOTE 334A Separation Street VIC 3070,680,3,2,2,House,-37.7667,145.0,"[145.0, -37.7667]"
340,361,NORTHCOTE 27 Hawthorn Road VIC 3070,1050,4,1,0,House,-37.7667,145.0,"[145.0, -37.7667]"
341,362,MALVERN EAST 5 James Parade VIC 3145,620,3,1,2,House,-37.874,145.0425,"[145.0425, -37.874]"
342,363,DANDENONG NORTH 1559 Heatherton Road VIC 3175,380,3,1,2,House,-37.9833,145.2,"[145.2, -37.9833]"
343,365,NORTH MELBOURNE 207/720 Queensberry Street VIC 3051,565,2,1,1,House,-37.8029,144.9482,"[144.9482, -37.8029]"
344,366,KEW 9 Derby Street VIC 3101,1050,3,2,2,House,-37.8064,145.0309,"[145.0309, -37.8064]"
345,367,POINT COOK 25 Living Cres VIC 3030,20,4,2,2,House,-37.8887,144.726,"[144.726, -37.8887]"
346,368,BEAUMARIS 11-13 Tibbles Street VIC 3193,895,4,2,2,House,-37.9722929,145.0357674,"[145.0357674, -37.9722929]"
347,369,FITZROY NORTH 108 Best Street VIC 3068,1300,4,3,2,House,-37.7865,144.9897,"[144.9897, -37.7865]"
348,370,WINDSOR 24 Union Street VIC 3181,800,3,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
349,371,BRIGHTON 2/361 St Kilda St VIC 3186,1100,3,2,2,House,-37.9057,145.0067,"[145.0067, -37.9057]"
350,372,OAKLEIGH EAST 1 Shafton Street VIC 3166,440,3,1,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
351,373,BROOKFIELD 34 Faircroft Drive VIC 3338,410,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
352,374,OAKLEIGH SOUTH 10 Peter Street VIC 3167,490,3,1,2,House,-37.927,145.0964,"[145.0964, -37.927]"
353,375,CLAYTON 1/2 Mary Street VIC 3168,360,2,1,1,House,-37.9167,145.1333,"[145.1333, -37.9167]"
354,376,GLEN IRIS 54 Liston Street VIC 3146,595,4,2,4,House,-37.8599,145.0549,"[145.0549, -37.8599]"
355,377,BRIGHTON 42 Dendy Street VIC 3186,2600,4,3,2,House,-37.9057,145.0067,"[145.0067, -37.9057]"
356,378,MOUNT WAVERLEY 20 Heany Street VIC 3149,480,3,1,4,House,-37.8771,145.1294,"[145.1294, -37.8771]"
357,379,CLAYTON 14 Cantala Street VIC 3168,390,3,1,4,House,-37.9167,145.1333,"[145.1333, -37.9167]"
358,380,BRIGHTON 133 North Road VIC 3186,2500,4,2,3,House,-37.9057,145.0067,"[145.0067, -37.9057]"
359,381,CHADSTONE 2 Cole Crescent VIC 3148,570,3,1,4,House,-37.8833,145.1167,"[145.1167, -37.8833]"
360,382,CHADSTONE 8 Railway Parade South VIC 3148,385,2,1,1,House,-37.8833,145.1167,"[145.1167, -37.8833]"
361,383,BENTLEIGH EAST 11 Larman Street VIC 3165,510,4,1,1,House,-37.9201,145.0599,"[145.0599, -37.9201]"
362,384,CAMBERWELL 7 Cooloongatta Road VIC 3124,650,2,1,3,House,-37.8248,145.0705,"[145.0705, -37.8248]"
363,385,HUGHESDALE 10 Swindon Road VIC 3166,650,4,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
364,386,PATTERSON LAKES 24 Wetland Drive VIC 3197,795,4,2,4,House,-38.0833,145.1333,"[145.1333, -38.0833]"
365,387,BRUNSWICK 93 Davies Street VIC 3056,495,2,2,0,House,-37.7667,144.9667,"[144.9667, -37.7667]"
366,388,CLAYTON 68 Margaret Street VIC 3168,500,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]"
367,389,CLAYTON 17 Evelyn Street VIC 3168,495,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]"
368,391,NEWPORT 201 Mason Street VIC 3015,520,3,1,1,House,-37.8302,144.8709,"[144.8709, -37.8302]"
369,392,WEST MELBOURNE 29 Ireland Street VIC 3003,1200,3,2,1,House,-37.8101,144.95,"[144.95, -37.8101]"
370,393,MULGRAVE 77 Wanda Street VIC 3170,500,3,1,3,House,-37.9167,145.2,"[145.2, -37.9167]"
371,394,INDIGO VALLEY 846 Indigo Creek Road VIC 3688,650,5,3,3,House,-36.1333,146.5333,"[146.5333, -36.1333]"
372,395,OAKLEIGH 12A Palmer Street VIC 3166,510,2,1,1,House,-37.8995,145.0811,"[145.0811, -37.8995]"
373,396,SOUTH YARRA 10 Marne Street VIC 3141,1000,4,2,2,House,-37.8333,144.9833,"[144.9833, -37.8333]"
374,397,NOTTING HILL 14 Hunsford Road VIC 3168,450,3,1,3,House,-37.9167,145.1333,"[145.1333, -37.9167]"
375,400,MOUNT PLEASANT 246 Elsworth Street VIC 3350,410,4,2,2,House,-37.5292,143.8591,"[143.8591, -37.5292]"
376,401,WODONGA 2 Parkland Drive VIC 3690,580,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]"
377,402,WODONGA 40 Elm Street VIC 3690,375,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]"
378,404,WODONGA 3 Coulston Street VIC 3690,540,4,2,2,House,-36.0997,146.802,"[146.802, -36.0997]"
379,406,BRUNSWICK 19 Latrobe Street VIC 3056,595,2,1,1,House,-37.7667,144.9667,"[144.9667, -37.7667]"
380,407,ESSENDON 34A Brewster Street VIC 3040,1400,4,3,2,House,-37.7538,144.8883,"[144.8883, -37.7538]"
381,408,CARLTON 70 Palmerston Street VIC 3053,550,2,1,0,House,-37.8004,144.9684,"[144.9684, -37.8004]"
382,409,CLYDE NORTH 6 Woolly Parade VIC 3978,600,4,2,2,House,-38.1333,145.3333,"[145.3333, -38.1333]"
383,410,WODONGA 1 Hill Street VIC 3690,405,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]"
384,411,ALFREDTON 8 Armagh Street VIC 3350,480,4,2,2,House,-37.5292,143.8591,"[143.8591, -37.5292]"
385,412,CARLTON 119-121 Palmerston Street VIC 3053,2600,4,3,1,House,-37.8004,144.9684,"[144.9684, -37.8004]"
386,413,FERNTREE GULLY 19 Bowen Street VIC 3156,350,2,1,0,House,-37.909,145.2977,"[145.2977, -37.909]"
387,414,BORONIA 2 McDonald Crescent VIC 3155,400,3,1,1,House,-37.8667,145.2833,"[145.2833, -37.8667]"
388,415,WANTIRNA SOUTH 81 Wallace Road VIC 3152,440,3,2,2,House,-37.8821128,145.2423314,"[145.2423314, -37.8821128]"
389,417,MORDIALLOC 3 Crown Avenue VIC 3195,580,3,1,1,House,-37.9995,145.1163,"[145.1163, -37.9995]"
390,418,WERRIBEE 66 Powlett Street VIC 3030,400,4,2,2,House,-37.8887,144.726,"[144.726, -37.8887]"
391,419,NORTH MELBOURNE 455 Dryburgh Street VIC 3051,650,3,1,1,House,-37.8029,144.9482,"[144.9482, -37.8029]"
392,420,BEECHWORTH 12 Thompson Street VIC 3747,380,3,2,1,House,-36.3416,146.7067,"[146.7067, -36.3416]"
393,421,PRAHRAN 1/1 Williams Road VIC 3181,560,2,2,1,House,-37.853,144.9929,"[144.9929, -37.853]"
394,422,WODONGA 276 Beechworth Road VIC 3690,500,3,1,4,House,-36.0997,146.802,"[146.802, -36.0997]"
395,423,ELWOOD 72 Foam Street VIC 3184,850,3,2,1,House,-37.8809,144.9855,"[144.9855, -37.8809]"
396,424,WODONGA 18 Marie Drive VIC 3690,440,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]"
397,426,SEDDON 8 Browning Street VIC 3011,550,2,1,1,House,-37.7995,144.8963,"[144.8963, -37.7995]"
398,427,BOX HILL SOUTH 22 Piedmont Street VIC 3128,380,2,1,2,House,-37.8256,145.1232,"[145.1232, -37.8256]"
399,428,ROWVILLE 1 Augusta Court VIC 3178,510,3,2,2,House,-37.9333,145.2333,"[145.2333, -37.9333]"
400,430,FERNTREE GULLY 34 McIver Street VIC 3156,470,3,1,3,House,-37.909,145.2977,"[145.2977, -37.909]"
401,432,MORDIALLOC 19 Reys Close VIC 3195,1100,5,3,2,House,-37.9995,145.1163,"[145.1163, -37.9995]"
402,433,MORDIALLOC 4 Hyland Street VIC 3195,780,4,2,2,House,-37.9995,145.1163,"[145.1163, -37.9995]"
403,434,MOORABBIN 26 Franklin Street VIC 3189,590,3,1,1,House,-37.9415,145.0578,"[145.0578, -37.9415]"
404,435,MOORABBIN 19 Central Ave VIC 3189,525,3,1,2,House,-37.9415,145.0578,"[145.0578, -37.9415]"
405,436,HAMPTON 1 Bronte Court VIC 3188,3000,4,4,2,House,-37.9374,145.0151,"[145.0151, -37.9374]"
406,437,WODONGA 1/27 Leonard Street VIC 3690,430,3,1,3,House,-36.0997,146.802,"[146.802, -36.0997]"
407,439,TRENTHAM 9 Albert Street VIC 3458,430,2,1,0,House,-37.3888,144.3216,"[144.3216, -37.3888]"
408,440,WERRIBEE 1/12 Silver Street VIC 3030,350,3,2,1,House,-37.8887,144.726,"[144.726, -37.8887]"
409,441,PAKENHAM 7 Tyalla Way VIC 3810,420,3,2,1,House,-38.1333,145.5167,"[145.5167, -38.1333]"
410,442,MERNDA 14 Coliban Drive VIC 3754,540,4,2,2,House,-37.6,145.15,"[145.15, -37.6]"
411,443,SUNBURY 12 Magdalene Court VIC 3429,475,4,2,2,House,-37.5774,144.7261,"[144.7261, -37.5774]"
412,444,DOREEN 31 Towerhill Avenue VIC 3754,625,4,2,2,House,-37.6,145.15,"[145.15, -37.6]"
413,445,HOPPERS CROSSING 108 Sycamore Street VIC 3029,500,4,2,2,House,-37.8826,144.7003,"[144.7003, -37.8826]"
414,446,DEER PARK 60 Hatchlands Drive VIC 3023,380,3,2,2,House,-37.7541,144.7651,"[144.7651, -37.7541]"
415,447,VERMONT SOUTH 19 Barradine Crescent VIC 3133,420,3,1,2,House,-37.8362,145.1943,"[145.1943, -37.8362]"
416,448,FLEMINGTON 143 Victoria Street VIC 3031,580,3,1,1,House,-37.7899,144.9226,"[144.9226, -37.7899]"
417,449,THORNBURY 56 Mansfield Street VIC 3071,570,2,1,4,House,-37.7583,145.0051,"[145.0051, -37.7583]"
418,450,PRESTON 17 St Georges Road VIC 3072,595,2,1,4,House,-37.75,145.0167,"[145.0167, -37.75]"
419,451,MERNDA 20 Georgia Drive VIC 3754,395,3,2,1,House,-37.6,145.15,"[145.15, -37.6]"
420,452,OAK PARK 1/16 Curie Avenue VIC 3046,500,3,1,2,House,-37.7,144.9333,"[144.9333, -37.7]"
421,453,CRANBOURNE WEST 2 Creekview Way VIC 3977,500,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]"
422,454,CRANBOURNE NORTH 11 Ottelia Street VIC 3977,570,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]"
423,455,MEADOW HEIGHTS 65 Bicentennial Crescent VIC 3048,410,3,2,2,House,-37.6512,144.9186,"[144.9186, -37.6512]"
424,456,WILLIAMSTOWN 86 John Street VIC 3016,800,3,2,0,House,-37.857,144.8977,"[144.8977, -37.857]"
425,457,MENTONE 3 Avenza Street VIC 3194,750,3,1,3,House,-37.9833,145.0667,"[145.0667, -37.9833]"
426,458,HAMPTON EAST 49 Charming Street VIC 3188,590,3,1,2,House,-37.9374,145.0151,"[145.0151, -37.9374]"
427,459,WANTIRNA 8 Amersham Drive VIC 3152,750,4,2,2,House,-37.85,145.2167,"[145.2167, -37.85]"
428,460,PAKENHAM 1 Manna Gum Drive VIC 3810,480,4,2,2,House,-38.1333,145.5167,"[145.5167, -38.1333]"
429,461,CRANBOURNE 5 Woodright Circuit VIC 3977,410,3,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]"
430,462,HAMPTON 36 Ludstone Street VIC 3188,995,4,2,2,House,-37.9374,145.0151,"[145.0151, -37.9374]"
431,463,DERRIMUT 5 Lawn Hill Avenue VIC 3026,500,4,2,2,House,-37.8259,144.6886,"[144.6886, -37.8259]"
432,464,DARLEY 4 Davies Street VIC 3340,55,3,1,0,House,-37.7199,144.3727,"[144.3727, -37.7199]"
433,465,FERNTREE GULLY 12 Ketwick Court VIC 3156,450,4,1,2,House,-37.909,145.2977,"[145.2977, -37.909]"
434,466,SUNBURY 2 Sweep Court VIC 3429,500,4,2,2,House,-37.5774,144.7261,"[144.7261, -37.5774]"
