,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates
21,21,ARMADALE 34c Rose Street VIC 3143,650,2,1,0,House,-37.85,145.0333,"[145.0333, -37.85]"
22,22,GLEN IRIS 14 Grosvenor Road VIC 3146,520,2,1,2,House,-37.8599,145.0549,"[145.0549, -37.8599]"
23,23,ESSENDON 1A Ogilvie St VIC 3040,560,3,1,1,House,-37.7538,144.8883,"[144.8883, -37.7538]"
24,24,UPWEY 64 Ferguson Street VIC 3158,650,3,1,2,House,-37.9,145.3333,"[145.3333, -37.9]"
25,26,WODONGA 26 HUON STREET VIC 3690,350,2,1,1,House,-36.0997,146.802,"[146.802, -36.0997]"
26,27,PRESTON 47 Gilbert Road VIC 3072,700,3,3,3,House,-37.75,145.0167,"[145.0167, -37.75]"
27,28,BLACK ROCK 112A Bluff Road VIC 3193,1150,3,1,0,House,-37.9736,145.0164,"[145.0164, -37.9736]"
28,29,NORTHCOTE 4/165 Clarke Street VIC 3070,560,2,1,1,House,-37.7667,145.0,"[145.0, -37.7667]"
29,30,CLIFTON HILL 133 Ramsden Street VIC 3068,570,2,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]"
30,31,BRUNSWICK 92 Brunswick Road VIC 3056,660,3,1,0,House,-37.7667,144.9667,"[144.9667, -37.7667]"
31,32,CAMBERWELL 13 Warburton Road VIC 3124,750,3,1,1,House,-37.8248,145.0705,"[145.0705, -37.8248]"
32,33,RICHMOND 19 Baker Street VIC 3121,510,3,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
33,34,MONT ALBERT NORTH 4 Melrose Street VIC 3129,500,3,1,2,House,-37.8004,145.1083,"[145.1083, -37.8004]"
34,35,EYNESBURY 30 Goulburn Way VIC 3338,450,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
35,36,ABBOTSFORD 12 Park Street VIC 3067,675,2,1,0,House,-37.8046,144.9998,"[144.9998, -37.8046]"
36,37,NUNAWADING 13 Brenda Court VIC 3131,550,3,1,1,House,-37.8275,145.1739,"[145.1739, -37.8275]"
37,38,HIGHETT 1/6 Turner Road VIC 3190,715,4,2,2,House,-37.9517,145.0394,"[145.0394, -37.9517]"
38,39,CAMBERWELL 9 Ruyton Street VIC 3124,800,3,2,2,House,-37.8248,145.0705,"[145.0705, -37.8248]"
39,40,PRAHRAN 11 York Street VIC 3181,690,3,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
40,41,MOUNT WAVERLEY 54 Kemp Avenue VIC 3149,450,2,1,1,House,-37.8771,145.1294,"[145.1294, -37.8771]"
41,42,PORT MELBOURNE 85 Dunstan Parade VIC 3207,650,3,1,2,House,-37.8329,144.922,"[144.922, -37.8329]"
42,43,NOBLE PARK 44 Chandler Road VIC 3174,525,3,1,2,House,-37.9667,145.1667,"[145.1667, -37.9667]"
43,44,MOORABBIN 23 Hamer Street VIC 3189,725,4,2,2,House,-37.9415,145.0578,"[145.0578, -37.9415]"
44,45,NORTHCOTE 10/2 Johnson Street VIC 3070,330,1,1,1,House,-37.7667,145.0,"[145.0, -37.7667]"
45,47,OAKLEIGH 41 Bishop Street VIC 3166,650,3,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
46,48,HUGHESDALE 15 Fintonia Street VIC 3166,680,3,2,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
47,49,CHADSTONE 1/26 Adrian Street VIC 3148,465,3,1,1,House,-37.8833,145.1167,"[145.1167, -37.8833]"
48,50,OAKLEIGH SOUTH 1292 North Road VIC 3167,450,3,1,5,House,-37.9115538,145.1005469,"[145.1005469, -37.9115538]"
49,51,BULLEEN 127 Willow Bend VIC 3105,600,4,2,2,House,-37.7667,145.0833,"[145.0833, -37.7667]"
50,52,HIGHETT 34 Donald St VIC 3190,650,3,1,1,House,-37.9517,145.0394,"[145.0394, -37.9517]"
51,53,KEYSBOROUGH 242 Chandler Road VIC 3173,490,3,1,4,House,-37.9912,145.1739,"[145.1739, -37.9912]"
52,54,ABBOTSFORD 11 Turner Street VIC 3067,550,2,1,2,House,-37.8046,144.9998,"[144.9998, -37.8046]"
53,55,SOUTH YARRA 10 Nicholson Street VIC 3141,600,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]"
54,56,PRAHRAN 7 Larnook Street VIC 3181,920,3,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
55,57,CLIFTON HILL 173 Spensley Street VIC 3068,820,3,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]"
56,58,BRUNSWICK 78 Hope Street VIC 3056,620,2,1,0,House,-37.7667,144.9667,"[144.9667, -37.7667]"
57,59,BALACLAVA 4 Nightingale Street VIC 3183,1050,4,3,1,House,-37.8692,144.9977,"[144.9977, -37.8692]"
58,60,SPRINGVALE SOUTH 2 Vella Court VIC 3172,500,3,2,2,House,-37.9827,145.1342,"[145.1342, -37.9827]"
59,61,CHADSTONE 11 Binalong Ave VIC 3148,525,3,1,3,House,-37.8833,145.1167,"[145.1167, -37.8833]"
60,62,PRAHRAN 2 Anchor Place VIC 3181,1100,3,2,1,House,-37.853,144.9929,"[144.9929, -37.853]"
61,63,ALPHINGTON 565 Heidelberg Road VIC 3078,600,3,3,2,House,-37.7829,145.0226,"[145.0226, -37.7829]"
62,64,RIPPONLEA 7A Los Angeles Court VIC 3185,680,2,1,0,House,-37.8984,145.0088,"[145.0088, -37.8984]"
63,65,BEAUMARIS 286A Balcombe Rd VIC 3193,720,3,2,1,House,-37.9736,145.0164,"[145.0164, -37.9736]"
64,66,CHADSTONE 11 Evans Street VIC 3148,590,3,2,2,House,-37.8833,145.1167,"[145.1167, -37.8833]"
65,67,SOUTH YARRA 72 Oban Street VIC 3141,1300,3,2,2,House,-37.8333,144.9833,"[144.9833, -37.8333]"
66,68,WODONGA 1a Clarendon Avenue VIC 3690,585,3,2,2,House,-36.0997,146.802,"[146.802, -36.0997]"
67,69,RICHMOND 24 Wertheim Street VIC 3121,625,2,2,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
68,70,SOUTH YARRA 19 Tivoli Road VIC 3141,530,2,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]"
69,71,WODONGA 1 Buckland Court VIC 3690,420,3,1,2,House,-36.0997,146.802,"[146.802, -36.0997]"
70,72,MOONEE PONDS 12 Vine Street VIC 3039,650,3,1,1,House,-37.7667,144.9167,"[144.9167, -37.7667]"
71,73,OAK PARK 14 Forbes Grove VIC 3046,500,3,2,2,House,-37.7,144.9333,"[144.9333, -37.7]"
72,74,THORNBURY 146 Raleigh Street VIC 3071,850,3,2,1,House,-37.7583,145.0051,"[145.0051, -37.7583]"
73,75,RICHMOND 2/94 Buckingham Street VIC 3121,600,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
74,77,WEIR VIEWS 27 Fellows Street VIC 3338,400,4,2,2,House,-37.7077,144.5749,"[144.5749, -37.7077]"
75,79,BRUNSWICK EAST 250A Stewart Street VIC 3057,750,3,2,2,House,-37.7603,144.9502,"[144.9502, -37.7603]"
76,80,DEEPDENE 5 Whitehorse Road VIC 3103,850,4,3,3,House,-37.8117,145.081,"[145.081, -37.8117]"
77,81,MALVERN EAST 1 Thurso St VIC 3145,550,3,1,2,House,-37.874,145.0425,"[145.0425, -37.874]"
78,82,BRIGHTON EAST 26 Agnew St VIC 3187,675,2,1,1,House,-37.9014,145.0188,"[145.0188, -37.9014]"
79,83,SPRINGVALE 4 Woodward Street VIC 3171,700,4,2,6,House,-37.9457,145.1581,"[145.1581, -37.9457]"
80,84,KEYSBOROUGH 19 Somerset Drive VIC 3173,430,3,1,3,House,-37.9912,145.1739,"[145.1739, -37.9912]"
81,85,CANTERBURY 31 Bryson Street VIC 3126,1100,4,2,2,House,-37.8247,145.0848,"[145.0848, -37.8247]"
82,86,COBURG 25 Francis Street VIC 3058,650,3,2,0,House,-37.75,144.9667,"[144.9667, -37.75]"
83,87,SOUTH YARRA 122 Hope Street VIC 3141,775,2,1,2,House,-37.8333,144.9833,"[144.9833, -37.8333]"
84,88,CLIFTON HILL 105 Field Street VIC 3068,950,4,2,1,House,-37.7865,144.9897,"[144.9897, -37.7865]"
85,89,CHADSTONE 40 Atkinson Street VIC 3148,450,3,1,3,House,-37.8833,145.1167,"[145.1167, -37.8833]"
86,90,BRIGHTON EAST 39 Comer Street VIC 3187,1100,4,2,2,House,-37.9014,145.0188,"[145.0188, -37.9014]"
87,91,NORTHCOTE 57 Bent Street VIC 3070,570,2,1,0,House,-37.7667,145.0,"[145.0, -37.7667]"
88,92,GLEN WAVERLEY 34 Garrisson Drive VIC 3150,629,3,1,4,House,-37.8788603,145.1761642,"[145.1761642, -37.8788603]"
89,93,KEW 90 Edgevale Road VIC 3101,1600,4,2,1,House,-37.8064,145.0309,"[145.0309, -37.8064]"
90,94,GARDENVALE 53 Elster Avenue VIC 3185,950,3,2,2,House,-37.8984,145.0088,"[145.0088, -37.8984]"
91,95,ST KILDA 17 Charles Street VIC 3182,650,2,1,2,House,-37.8633,144.9802,"[144.9802, -37.8633]"
92,96,BURWOOD EAST 617 Highbury Road VIC 3151,700,4,2,5,House,-37.8535,145.1503,"[145.1503, -37.8535]"
93,97,SOUTH YARRA 3 Barry Street VIC 3141,795,3,1,0,House,-37.8333,144.9833,"[144.9833, -37.8333]"
94,98,CHADSTONE 2/28 Rae Street VIC 3148,600,3,2,2,House,-37.8833,145.1167,"[145.1167, -37.8833]"
95,99,BOX HILL SOUTH 43 Neville Street VIC 3128,445,3,1,2,House,-37.8256,145.1232,"[145.1232, -37.8256]"
96,100,MONT ALBERT NORTH 9 Braemar Street VIC 3129,650,3,1,2,House,-37.8004,145.1083,"[145.1083, -37.8004]"
97,101,WEST FOOTSCRAY 18 Pitt Street VIC 3012,590,3,2,3,House,-37.8302,144.8709,"[144.8709, -37.8302]"
98,102,DONCASTER EAST 2 Peter Street VIC 3109,640,5,2,2,House,-37.7795,145.1638,"[145.1638, -37.7795]"
99,103,COBURG 8 Grey Street VIC 3058,630,5,2,0,House,-37.75,144.9667,"[144.9667, -37.75]"
100,104,ASHWOOD 7 Woolert Street VIC 3147,400,2,1,1,House,-37.8626,145.0794,"[145.0794, -37.8626]"
101,105,CAULFIELD 14 Harcourt Ave VIC 3162,950,3,2,2,House,-37.8914,145.0254,"[145.0254, -37.8914]"
102,106,THORNBURY 9 Harold Street VIC 3071,905,3,1,1,House,-37.7583,145.0051,"[145.0051, -37.7583]"
103,107,HEIDELBERG HEIGHTS 562 Waterdale Rd VIC 3081,385,2,1,4,House,-37.7531,145.0385,"[145.0385, -37.7531]"
104,108,TOORAK 99 Grange Road VIC 3142,2200,5,3,2,House,-37.8416,145.0177,"[145.0177, -37.8416]"
105,109,RICHMOND 89 Elizabeth Street VIC 3121,425,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
106,110,SOUTH YARRA 19 Balmoral Place VIC 3141,1200,3,3,2,House,-37.8333,144.9833,"[144.9833, -37.8333]"
107,111,BALWYN NORTH 18 Viewpoint Road VIC 3104,680,3,1,2,House,-37.7909,145.0939,"[145.0939, -37.7909]"
108,112,WODONGA 6 Batt Avenue VIC 3690,350,3,2,4,House,-36.0997,146.802,"[146.802, -36.0997]"
109,113,CARNEGIE 353 Neerim Rd VIC 3163,425,2,1,2,House,-37.8895,145.0581,"[145.0581, -37.8895]"
110,114,HAWTHORN 101/567 Glenferrie Road VIC 3122,500,2,1,1,House,-37.8199,145.0358,"[145.0358, -37.8199]"
111,115,MITCHAM 26 Fellows Street VIC 3132,450,3,1,1,House,-37.8182,145.199,"[145.199, -37.8182]"
112,116,CAMBERWELL 27 Donna Buang Street VIC 3124,1900,6,4,5,House,-37.8248,145.0705,"[145.0705, -37.8248]"
113,117,TARNEIT 33 Stratus Street VIC 3029,360,3,2,2,House,-37.8826,144.7003,"[144.7003, -37.8826]"
114,118,TARNEIT 35 Stratus Street VIC 3029,360,3,2,2,House,-37.8826,144.7003,"[144.7003, -37.8826]"
115,119,CAULFIELD SOUTH 68 Dover Street VIC 3162,1400,5,3,3,House,-37.8914,145.0254,"[145.0254, -37.8914]"
116,120,GLEN IRIS 14/1517 Malvern Road VIC 3146,400,2,1,1,House,-37.8599,145.0549,"[145.0549, -37.8599]"
117,121,BRUNSWICK WEST 3/564C Moreland Road VIC 3055,550,2,2,1,House,-37.7603,144.9502,"[144.9502, -37.7603]"
118,122,CHELSEA 6 Stayner Street VIC 3196,460,2,1,1,House,-38.0372,145.1097,"[145.1097, -38.0372]"
119,123,RICHMOND 11 Corsair Street VIC 3121,675,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
120,124,GEELONG WEST 36 McDougall Street VIC 3218,460,2,1,1,House,-38.1343,144.3241,"[144.3241, -38.1343]"
121,126,MALVERN EAST 41 Chadstone Road VIC 3145,950,5,2,3,House,-37.874,145.0425,"[145.0425, -37.874]"
122,127,FYANSFORD 11 Maskell Court VIC 3218,480,3,2,1,House,-38.1343,144.3241,"[144.3241, -38.1343]"
123,128,SPRINGVALE 35 Wareham Street VIC 3171,50,5,3,4,House,-37.9457,145.1581,"[145.1581, -37.9457]"
124,129,THORNBURY 86 Hutton Street VIC 3071,650,3,1,1,House,-37.7583,145.0051,"[145.0051, -37.7583]"
125,130,NEWCOMB 5/111 Bellarine Hwy VIC 3219,375,2,1,1,House,-38.1662,144.3943,"[144.3943, -38.1662]"
126,131,BAYSWATER 2/62 Scoresby Road VIC 3153,520,4,2,2,House,-37.85,145.2667,"[145.2667, -37.85]"
127,132,WHEELERS HILL 48 Craig Hill Drive VIC 3150,650,4,2,2,House,-37.8891,145.174,"[145.174, -37.8891]"
128,133,BENTLEIGH EAST 19 Valkstone Street VIC 3165,780,3,2,2,House,-37.9201,145.0599,"[145.0599, -37.9201]"
129,134,SOUTH YARRA 9/4 Davidson Street VIC 3141,525,2,1,2,House,-37.8333,144.9833,"[144.9833, -37.8333]"
130,135,PORT MELBOURNE 118 Clark Street VIC 3207,800,3,1,0,House,-37.8329,144.922,"[144.922, -37.8329]"
131,136,BRUNSWICK 52 Hope Street VIC 3056,850,4,1,2,House,-37.7667,144.9667,"[144.9667, -37.7667]"
132,137,BRIGHTON 1/20 Kent Avenue VIC 3186,3500,5,4,3,House,-37.9057,145.0067,"[145.0067, -37.9057]"
133,138,GLEN IRIS 55 Great Valley Road VIC 3146,685,2,1,2,House,-37.8599,145.0549,"[145.0549, -37.8599]"
134,140,MOUNT DUNEED 22 Whites Rd VIC 3217,500,4,2,2,House,-38.2583,144.3083,"[144.3083, -38.2583]"
135,141,CARLTON NORTH 345 Station Street VIC 3054,650,2,1,0,House,-37.7866,144.9685,"[144.9685, -37.7866]"
136,142,BALWYN 37 Kireep Road VIC 3103,720,4,2,2,House,-37.8117,145.081,"[145.081, -37.8117]"
137,143,GROVEDALE 75 Pethajohn Parade VIC 3216,600,4,2,2,House,-38.2335,144.3007,"[144.3007, -38.2335]"
138,144,IVANHOE 89 Marshall Street VIC 3079,510,2,1,2,House,-37.769,145.0431,"[145.0431, -37.769]"
139,145,SOUTH YARRA 22 Davis Avenue VIC 3141,1500,3,2,1,House,-37.8333,144.9833,"[144.9833, -37.8333]"
140,146,MALVERN EAST 512/803 Dandenong Road VIC 3145,500,2,1,1,House,-37.874,145.0425,"[145.0425, -37.874]"
141,147,CAROLINE SPRINGS 16 Macedon Close VIC 3023,450,3,2,2,House,-37.7541,144.7651,"[144.7651, -37.7541]"
142,148,GLEN HUNTLY 14 Hawson Avenue VIC 3163,540,3,1,2,House,-37.8895,145.0581,"[145.0581, -37.8895]"
143,149,BUNDOORA 67 Weir Loop VIC 3083,500,3,2,2,House,-37.7062,145.0474,"[145.0474, -37.7062]"
144,150,ARMSTRONG CREEK 30 Edenhope Circuit VIC 3217,530,4,2,2,House,-38.2583,144.3083,"[144.3083, -38.2583]"
145,152,PRAHRAN 93 Chomley Street VIC 3181,685,2,1,0,House,-37.853,144.9929,"[144.9929, -37.853]"
146,153,COBURG 100 Clarendon Street VIC 3058,720,3,1,1,House,-37.75,144.9667,"[144.9667, -37.75]"
147,154,ST KILDA 61 Acland Street VIC 3182,780,2,1,0,House,-37.8633,144.9802,"[144.9802, -37.8633]"
148,155,OAKLEIGH SOUTH 25 Mimosa Avenue VIC 3167,560,4,1,4,House,-37.927,145.0964,"[145.0964, -37.927]"
149,156,CROYDON 4 Allaware Avenue VIC 3136,500,3,1,2,House,-37.7744,145.2756,"[145.2756, -37.7744]"
150,157,BRIGHTON EAST 647 Hawthorn Road VIC 3187,990,4,2,1,House,-37.9014,145.0188,"[145.0188, -37.9014]"
151,158,RICHMOND 57 Baker Street VIC 3121,650,3,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
152,159,COBURG 6 Rolls Street VIC 3058,600,3,2,2,House,-37.75,144.9667,"[144.9667, -37.75]"
153,160,RINGWOOD EAST 8 Merry Street VIC 3135,550,4,2,2,House,-37.8213,145.2489,"[145.2489, -37.8213]"
154,161,FITZROY NORTH 62 Clauscen Street VIC 3068,680,2,1,0,House,-37.7865,144.9897,"[144.9897, -37.7865]"
155,162,BRIGHTON EAST 78 Marriage Rd VIC 3187,1000,4,2,1,House,-37.9014,145.0188,"[145.0188, -37.9014]"
156,163,KENSINGTON 25 Wolseley Parade VIC 3031,995,4,2,2,House,-37.7899,144.9226,"[144.9226, -37.7899]"
157,165,BRIGHTON 21 Elm Grove VIC 3186,700,2,1,1,House,-37.9057,145.0067,"[145.0067, -37.9057]"
158,166,WINDSOR 26 Thomas Street South VIC 3181,750,3,1,1,House,-37.853,144.9929,"[144.9929, -37.853]"
159,167,ABBOTSFORD 97 Stafford Street VIC 3067,625,2,1,0,House,-37.8046,144.9998,"[144.9998, -37.8046]"
160,168,HAWTHORN EAST 15/40 Harold Street VIC 3123,600,2,2,1,House,-37.8248,145.0464,"[145.0464, -37.8248]"
161,169,CARLTON NORTH 46 Princes St VIC 3054,550,2,1,0,House,-37.7866,144.9685,"[144.9685, -37.7866]"
162,170,BENTLEIGH EAST 31 Magnolia Avenue VIC 3165,815,3,2,3,House,-37.9201,145.0599,"[145.0599, -37.9201]"
163,171,RICHMOND 25 Chestnut Street VIC 3121,1100,3,2,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
164,172,RICHMOND 46 Loyola Grove VIC 3121,750,3,2,2,House,-37.8271,145.0064,"[145.0064, -37.8271]"
165,173,ARMSTRONG CREEK 22 Falcon Street VIC 3217,480,4,2,2,House,-38.2583,144.3083,"[144.3083, -38.2583]"
166,174,CAULFIELD SOUTH 24 Brooklyn Avenue VIC 3162,695,2,1,2,House,-37.0,145.0,"[145.0, -37.0]"
167,175,HUGHESDALE 26 Austin Street VIC 3166,550,3,1,2,House,-37.8995,145.0811,"[145.0811, -37.8995]"
168,176,GLEN WAVERLEY 38 Kauri Grove VIC 3150,520,3,2,1,House,-37.8891,145.174,"[145.174, -37.8891]"
169,177,SOUTH YARRA 57 Lang Street VIC 3141,650,2,1,1,House,-37.8333,144.9833,"[144.9833, -37.8333]"
170,178,RINGWOOD NORTH 29 Melview Drive VIC 3134,600,3,2,2,House,-37.7667,145.25,"[145.25, -37.7667]"
171,180,PORT MELBOURNE 16 Byrne Street VIC 3207,650,3,1,1,House,-37.8329,144.922,"[144.922, -37.8329]"
172,181,BALWYN 1/18 Raynes Street VIC 3103,860,4,2,2,House,-37.8117,145.081,"[145.081, -37.8117]"
173,182,BALWYN NORTH 7 Nevada Street VIC 3104,760,5,2,2,House,-37.7909,145.0939,"[145.0939, -37.7909]"
174,183,HAWTHORN 2A Garden Street VIC 3122,50,3,2,2,House,-37.8199,145.0358,"[145.0358, -37.8199]"
175,184,BEAUMARIS 25 Spicer Street VIC 3193,1050,4,2,2,House,-37.9736,145.0164,"[145.0164, -37.9736]"
176,185,CLAYTON SOUTH 4 Main Road VIC 3169,595,3,2,2,House,-37.9431,145.106,"[145.106, -37.9431]"
177,186,RICHMOND 2 Neptune Street VIC 3121,625,2,1,1,House,-37.8271,145.0064,"[145.0064, -37.8271]"
178,187,NORTHCOTE 94 Helen Street VIC 3070,720,3,1,1,House,-37.7667,145.0,"[145.0, -37.7667]"
179,189,CLAYTON SOUTH 5 Bemboka Avenue VIC 3169,540,3,2,2,House,-37.9431,145.106,"[145.106, -37.9431]"
180,190,RICHMOND 11 Bennett Street VIC 3121,565,2,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
181,191,BENTLEIGH EAST 16 Neville Street VIC 3165,620,3,2,2,House,-37.9201,145.0599,"[145.0599, -37.9201]"
182,192,BRUNSWICK 52-54 Tinning Street VIC 3056,1400,7,3,0,House,-37.7667,144.9667,"[144.9667, -37.7667]"
183,194,HUGHESDALE 24 Euston Road VIC 3166,675,4,2,3,House,-37.8995,145.0811,"[145.0811, -37.8995]"
184,195,COLLINGWOOD 73 Easey Street VIC 3066,750,3,1,0,House,-37.8,144.9833,"[144.9833, -37.8]"
185,196,BRIGHTON EAST 5 Lucas Street VIC 3187,1049,3,2,2,House,-37.9014,145.0188,"[145.0188, -37.9014]"
186,197,MOOROOLBARK 33 Blackburn Road VIC 3138,485,3,1,2,House,-37.7833,145.3,"[145.3, -37.7833]"
187,198,COBURG 177 Urquhart Street VIC 3058,620,3,2,1,House,-37.75,144.9667,"[144.9667, -37.75]"
188,199,BALWYN 19 Parkdale Avenue VIC 3103,550,3,1,2,House,-37.8117,145.081,"[145.081, -37.8117]"
189,200,CRANBOURNE NORTH 6 Naila Court VIC 3977,450,4,2,2,House,-38.1375,145.2744,"[145.2744, -38.1375]"
190,201,PAKENHAM 104 Park Orchard Drive VIC 3810,450,4,2,2,House,-38.1333,145.5167,"[145.5167, -38.1333]"
191,202,PRAHRAN 42 Commercial Road VIC 3181,560,2,1,2,House,-37.846165,144.9873736,"[144.9873736, -37.846165]"
192,203,PORT MELBOURNE 329 Howe Parade VIC 3207,645,3,1,2,House,-37.8329,144.922,"[144.922, -37.8329]"
193,204,NORTHCOTE 13 Bird Avenue VIC 3070,600,2,1,2,House,-37.7667,145.0,"[145.0, -37.7667]"
194,205,BRIGHTON 55 Durrant Street VIC 3186,1200,4,2,2,House,-37.9057,145.0067,"[145.0067, -37.9057]"
195,206,TRUGANINA 37 Award Crescent VIC 3029,410,3,2,3,House,-37.8826,144.7003,"[144.7003, -37.8826]"
196,207,HIGHTON 16 Homewood Lane VIC 3216,499,3,2,2,House,-38.2335,144.3007,"[144.3007, -38.2335]"
197,208,MONT ALBERT 30 High Street VIC 3127,995,4,2,2,House,-37.8128,145.1043,"[145.1043, -37.8128]"
198,209,GLEN HUNTLY 31 Foster Ave VIC 3163,880,4,1,2,House,-37.8895,145.0581,"[145.0581, -37.8895]"
199,211,YARRAVILLE 38 Urwin Street VIC 3013,490,2,1,1,House,-37.8249,144.8708,"[144.8708, -37.8249]"
200,212,RICHMOND 4 Wells Street VIC 3121,650,3,1,0,House,-37.8271,145.0064,"[145.0064, -37.8271]"
201,213,CANTERBURY 14 Avenue Athol VIC 3126,1300,4,3,3,House,-37.8247,145.0848,"[145.0848, -37.8247]"
202,214,TOORAK 23A Bruce Street VIC 3142,1850,3,3,2,House,-37.8416,145.0177,"[145.0177, -37.8416]"
203,215,MONT ALBERT 7 Agnes Street VIC 3127,900,4,2,2,House,-37.8128,145.1043,"[145.1043, -37.8128]"
204,216,BALNARRING BEACH 11 Hansens Lane VIC 3926,1995,4,4,2,House,-38.3533,145.1114,"[145.1114, -38.3533]"
205,217,TOORAK 16 Glyndebourne Avenue VIC 3142,850,2,1,1,House,-37.8416,145.0177,"[145.0177, -37.8416]"
206,218,BRUNSWICK 4 McPherson Street VIC 3056,750,3,2,0,House,-37.7667,144.9667,"[144.9667, -37.7667]"
207,219,PRAHRAN 40 Kelvin Grove VIC 3181,815,3,1,2,House,-37.853,144.9929,"[144.9929, -37.853]"
208,220,UPWEY 48 Thompson Road VIC 3158,660,4,2,2,House,-37.9,145.3333,"[145.3333, -37.9]"
209,221,ABBOTSFORD 48 Yarra Street VIC 3067,900,3,2,2,House,-37.8046,144.9998,"[144.9998, -37.8046]"
210,222,PORT MELBOURNE 31 Garton Street VIC 3207,675,2,1,0,House,-37.8329,144.922,"[144.922, -37.8329]"
211,223,PORT MELBOURNE 114 Clark Street VIC 3207,890,4,1,1,House,-37.8329,144.922,"[144.922, -37.8329]"
212,225,KEYSBOROUGH 36 Beau Vorno Avenue VIC 3173,570,4,2,2,House,-37.9912,145.1739,"[145.1739, -37.9912]"
213,226,CARLTON 27 Elgin Street VIC 3053,585,2,1,1,House,-37.8004,144.9684,"[144.9684, -37.8004]"
214,227,EAST MELBOURNE 12 Vale Street VIC 3002,1150,4,2,0,House,-37.8167,144.9879,"[144.9879, -37.8167]"
215,228,ASHBURTON 12 Carool Road VIC 3147,550,2,1,1,House,-37.8626,145.0794,"[145.0794, -37.8626]"
216,230,SURREY HILLS 65 Broughton Road VIC 3127,550,3,1,1,House,-37.8128,145.1043,"[145.1043, -37.8128]"
