address,price,beds,baths,parking,propertyTypeFormatted
CARLTON 725/488 Swanston Street VIC 3053,360,2,1,0,Apartment / Unit / Flat
NORTHCOTE 2/8 Short Street VIC 3070,530,2,1,1,Apartment / Unit / Flat
CROYDON 1/175 Maroondah Highway VIC 3136,390,2,1,1,Apartment / Unit / Flat
VERMONT 1/6 Short Street VIC 3133,400,2,1,2,Apartment / Unit / Flat
MARIBYRNONG 7/82 Raleigh Road VIC 3032,295,1,1,1,Apartment / Unit / Flat
GLEN HUNTLY 5/12 Rosedale Avenue VIC 3163,340,1,1,1,Apartment / Unit / Flat
CHELTENHAM 109/321 Charman Road VIC 3192,380,2,1,1,Apartment / Unit / Flat
BERWICK 5/7-8 Roseville Court VIC 3806,400,3,2,1,Apartment / Unit / Flat
BRUNSWICK WEST 2/380-382 Brunswick Road VIC 3055,350,2,1,1,Apartment / Unit / Flat
DROUIN 17/98 Lampard Road VIC 3818,415,3,2,2,Apartment / Unit / Flat
ALTONA MEADOWS 3/26-28 Balmoral Street South VIC 3028,320,2,1,1,Apartment / Unit / Flat
ESSENDON 4/242 Pascoe Vale Road VIC 3040,295,1,1,1,Apartment / Unit / Flat
FOOTSCRAY 8/55 Swan Street VIC 3011,220,1,1,0,Apartment / Unit / Flat
CHELSEA 1/59 Argyle Avenue VIC 3196,460,3,1,2,Apartment / Unit / Flat
NOBLE PARK 5/2-4 Fintonia Road VIC 3174,350,2,1,1,Apartment / Unit / Flat
CARLTON 35 Drummond Street VIC 3053,1100,4,1,4,Apartment / Unit / Flat
ASCOT VALE 22/22 Leonard Crescent VIC 3032,400,2,1,1,Apartment / Unit / Flat
NORTH MELBOURNE 209/55 Villiers Street VIC 3051,330,1,1,0,Apartment / Unit / Flat
ST KILDA 4/36 Waterloo Crescent VIC 3182,290,1,1,1,Apartment / Unit / Flat
TYABB 7/14 William Street VIC 3913,330,2,1,0,Apartment / Unit / Flat
WARRNAMBOOL  VIC 3280,270,1,1,1,Apartment / Unit / Flat
ST KILDA 6/76 Carlisle Street VIC 3182,325,2,1,1,Apartment / Unit / Flat
WERRIBEE 3/42-44 Cottrell Street VIC 3030,280,2,1,1,Apartment / Unit / Flat
BRUNSWICK WEST 605/8 Olive York Way VIC 3055,390,2,1,1,Apartment / Unit / Flat
ST KILDA 28/12 Fitzroy Street VIC 3182,525,2,1,2,Apartment / Unit / Flat
SOUTH MELBOURNE 906/2-14 Albert Road VIC 3205,650,1,1,1,Apartment / Unit / Flat
ELSTERNWICK 404/17 Gordon Street VIC 3185,440,1,1,1,Apartment / Unit / Flat
KENSINGTON 103/102 Rankins Road VIC 3031,350,1,1,1,Apartment / Unit / Flat
ST KILDA WEST 3/21 Park Street VIC 3182,360,1,1,1,Apartment / Unit / Flat
ELWOOD 6/17A Milton Street VIC 3184,550,2,1,1,Apartment / Unit / Flat
MIDDLE PARK 12/55 Canterbury Road VIC 3206,850,3,3,1,Apartment / Unit / Flat
PRAHRAN 107/7 King Street VIC 3181,365,1,1,0,Apartment / Unit / Flat
ST KILDA 7/25 Brighton Road VIC 3182,280,1,1,1,Apartment / Unit / Flat
GLENROY 5/836 Pascoe Vale Road VIC 3046,330,2,1,0,Apartment / Unit / Flat
BRUNSWICK 3/35 Henkel Street VIC 3056,310,1,1,1,Apartment / Unit / Flat
"WERRIBEE SOUTH Ground Level, Apartment 5, 33 Quay Boulevard VIC 3030",400,2,2,2,Apartment / Unit / Flat
SOUTHBANK 3601/241 City Road VIC 3006,500,2,1,0,Apartment / Unit / Flat
OAKLEIGH SOUTH 2/224 Warrigal Road VIC 3167,350,2,1,1,Apartment / Unit / Flat
WILLIAMSTOWN 16/83 Verdon Street VIC 3016,330,1,1,1,Apartment / Unit / Flat
WILLIAMSTOWN NORTH 5/111 Park Crescent VIC 3016,410,2,1,1,Apartment / Unit / Flat
BRUNSWICK 6/27 Balmoral Avenue VIC 3056,380,2,1,1,Apartment / Unit / Flat
FOOTSCRAY 19/697 Barkly Street VIC 3011,260,1,1,1,Apartment / Unit / Flat
ST KILDA 11/15-17 Crimea Street VIC 3182,375,1,1,1,Apartment / Unit / Flat
ST KILDA WEST 31/82 Park Street VIC 3182,375,1,1,1,Apartment / Unit / Flat
NORTH MELBOURNE 9/417 Dryburgh Street VIC 3051,390,2,1,1,Apartment / Unit / Flat
PORT MELBOURNE 402/88 Dow Street VIC 3207,750,3,2,2,Apartment / Unit / Flat
ST KILDA 3/33 Neptune Street VIC 3182,480,2,1,1,Apartment / Unit / Flat
KENSINGTON 3/86 Rankins Road VIC 3031,330,1,1,1,Apartment / Unit / Flat
MARIBYRNONG 1/4 Rowe Street VIC 3032,430,3,2,1,Apartment / Unit / Flat
SOUTH MELBOURNE 12/2-4 Heather Street VIC 3205,340,1,1,1,Apartment / Unit / Flat
FITZROY NORTH 205/144 Queens Parade VIC 3068,600,2,2,1,Apartment / Unit / Flat
MARIBYRNONG 2/20 Navigator Street VIC 3032,355,2,1,1,Apartment / Unit / Flat
PARKVILLE 106/459 Royal Parade VIC 3052,400,1,1,1,Apartment / Unit / Flat
ASCOT VALE 1/25 Harold Street VIC 3032,280,1,1,1,Apartment / Unit / Flat
ALBERT PARK 4/78 Kerferd Road VIC 3206,470,2,1,0,Apartment / Unit / Flat
WILLIAMSTOWN 1/105 Railway Place VIC 3016,510,2,1,1,Apartment / Unit / Flat
BEECHWORTH 55 Ford Street VIC 3747,350,2,1,1,Apartment / Unit / Flat
ASCOT VALE 1/5 Rothwell Street VIC 3032,380,2,1,1,Apartment / Unit / Flat
PAKENHAM 8/107 Army Road VIC 3810,330,2,1,1,Apartment / Unit / Flat
PARKVILLE 406/459 Royal Parade VIC 3052,560,2,2,1,Apartment / Unit / Flat
ST KILDA EAST 7/154 Alma Road VIC 3183,395,2,1,1,Apartment / Unit / Flat
FITZROY 303/81 Argyle Street VIC 3065,470,1,1,1,Apartment / Unit / Flat
IVANHOE 2/17 Green Street VIC 3079,410,2,1,1,Apartment / Unit / Flat
BRUNSWICK EAST 2/72 Victoria Street VIC 3057,390,2,1,0,Apartment / Unit / Flat
WERRIBEE 1/137 Greaves Street VIC 3030,330,2,1,1,Apartment / Unit / Flat
PRAHRAN 4/28 Raleigh Street VIC 3181,385,1,1,1,Apartment / Unit / Flat
BUNDOORA 101B/1091 Plenty Road VIC 3083,395,2,2,1,Apartment / Unit / Flat
PAKENHAM 6/40 Army Road VIC 3810,370,3,1,1,Apartment / Unit / Flat
MARIBYRNONG 207/8 Horizon Drive VIC 3032,465,2,2,1,Apartment / Unit / Flat
ELWOOD 1/445 St Kilda Street VIC 3184,500,2,1,1,Apartment / Unit / Flat
FITZROY 302/270 Young Street VIC 3065,950,2,2,2,Apartment / Unit / Flat
TOORAK 2/12 Chastleton Avenue VIC 3142,460,2,1,1,Apartment / Unit / Flat
NORTH MELBOURNE 9/49 Brougham Street VIC 3051,280,1,1,0,Apartment / Unit / Flat
FOOTSCRAY 201/21 Buckingham Street VIC 3011,390,2,1,1,Apartment / Unit / Flat
WARRNAMBOOL 2/18 Kielli Drive VIC 3280,350,2,1,1,Apartment / Unit / Flat
HAWTHORN 1/17 Muir Street VIC 3122,450,3,1,1,Apartment / Unit / Flat
SOUTH YARRA 607/8 Daly Street VIC 3141,540,2,2,1,Apartment / Unit / Flat
HEIDELBERG HEIGHTS 105/452 Waterdale Road VIC 3081,399,2,1,1,Apartment / Unit / Flat
HAWTHORN 6/42 Morang Road VIC 3122,300,1,1,1,Apartment / Unit / Flat
CARNEGIE 315/1060 Dandenong Road VIC 3163,530,2,2,1,Apartment / Unit / Flat
EAST MELBOURNE 1/9 Garden Avenue VIC 3002,490,2,1,1,Apartment / Unit / Flat
CAULFIELD NORTH 1/55 Wanda Rd VIC 3161,750,3,2,2,Apartment / Unit / Flat
ST KILDA 3502/14-16 The Esplanade VIC 3182,5000,3,3,3,Apartment / Unit / Flat
PORT MELBOURNE 301/130 Bay Street VIC 3207,1600,3,3,2,Apartment / Unit / Flat
SOUTH YARRA 14/110 Caroline Street VIC 3141,500,2,1,1,Apartment / Unit / Flat
MELBOURNE 60/485 St Kilda Road VIC 3004,395,1,1,1,Apartment / Unit / Flat
COLLINGWOOD 201/109 Dight Street VIC 3066,500,1,1,1,Apartment / Unit / Flat
SOUTHBANK 3908E/18 Hoff Blvd VIC 3006,700,2,2,0,Apartment / Unit / Flat
MENTONE 1/57 Milan Street VIC 3194,440,2,1,2,Apartment / Unit / Flat
ASCOT VALE 1/26 Epsom Road VIC 3032,400,2,1,1,Apartment / Unit / Flat
ST KILDA 22/19 Robe Street VIC 3182,450,2,1,1,Apartment / Unit / Flat
MALVERN 9/12 Irving Street VIC 3144,400,1,1,1,Apartment / Unit / Flat
COBURG 5/144 Nicholson Street VIC 3058,300,2,1,1,Apartment / Unit / Flat
TAWONGA SOUTH 1 Heberles Road VIC 3698,320,1,1,0,Apartment / Unit / Flat
THORNBURY 4/97 Gooch Street VIC 3071,395,2,1,1,Apartment / Unit / Flat
