,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
463,SOUTH YARRA 7/27 Avoca Street VIC 3141,440,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
464,HAWTHORN EAST 3/11 Stewart Street VIC 3123,390,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464
465,CAMBERWELL 113/436 Burke Road VIC 3124,565,2,2,1,Apartment / Unit / Flat,-37.8248,145.0705
466,TOORAK 5/8 Devorgilla Ave VIC 3142,725,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177
467,ALPHINGTON 704/111 Parkview Road VIC 3078,540,2,2,1,Apartment / Unit / Flat,-37.7829,145.0226
468,BOX HILL 14/98-100 Carrington Road VIC 3128,475,2,2,1,Apartment / Unit / Flat,-37.8256,145.1232
469,WEST FOOTSCRAY 313/110 Roberts Street VIC 3012,550,2,1,1,Apartment / Unit / Flat,-37.8302,144.8709
470,SANDRINGHAM 10/39-41 Abbott Street VIC 3191,450,3,1,1,Apartment / Unit / Flat,-37.95,145.0
471,ELWOOD 4/84 Ormond Road VIC 3184,565,2,2,0,Apartment / Unit / Flat,-37.8809,144.9855
472,MALVERN EAST 205/1059-1061 Dandenong Road VIC 3145,460,2,1,1,Apartment / Unit / Flat,-37.874,145.0425
473,CAMBERWELL 2/6 Stanhope Grove VIC 3124,475,2,1,1,Apartment / Unit / Flat,-37.8248,145.0705
474,CAMBERWELL G43/347 Camberwell Road VIC 3124,430,1,1,1,Apartment / Unit / Flat,-37.8248,145.0705
475,FOOTSCRAY 1603/8 Joseph Road VIC 3011,490,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
476,CAULFIELD SOUTH 5/14 Olive Street VIC 3162,360,1,1,1,Apartment / Unit / Flat,-37.8914,145.0254
477,ABBOTSFORD 408D/615 Victoria Street VIC 3067,550,2,2,1,Apartment / Unit / Flat,-37.8046,144.9998
478,FOOTSCRAY 1201/8 Joseph Road VIC 3011,485,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963
479,ST KILDA 11/43 Spenser Street VIC 3182,250,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
480,HAWTHORN EAST 516/480 Riversdale Road VIC 3123,550,2,2,1,Apartment / Unit / Flat,-37.8248,145.0464
481,BLACKBURN 208/20 Queen Street VIC 3130,360,1,1,1,Apartment / Unit / Flat,-37.8232,145.1511
482,ST KILDA EAST 26/55 Alexandra St VIC 3183,330,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977
483,MENTONE 12/30 Swanston Street VIC 3194,320,1,1,1,Apartment / Unit / Flat,-37.9833,145.0667
484,BENTLEIGH EAST 2/26 Patricia Street VIC 3165,595,2,1,2,Apartment / Unit / Flat,-37.9201,145.0599
485,CAMBERWELL 2/1266 Toorak Road VIC 3124,695,3,1,4,Apartment / Unit / Flat,-37.8248,145.0705
486,BALWYN 3/1 Birtles St VIC 3103,575,3,2,1,Apartment / Unit / Flat,-37.8117,145.081
487,RICHMOND 5/69 River Street VIC 3121,650,2,2,2,Apartment / Unit / Flat,-37.8271,145.0064
488,PRAHRAN 4/317 Dandenong Road VIC 3181,430,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
489,TOORAK 3/34 Mathoura Road VIC 3142,400,1,1,1,Apartment / Unit / Flat,-37.8416,145.0177
490,OAKLEIGH 2/52 William Street VIC 3166,495,3,1,1,Apartment / Unit / Flat,-37.8995,145.0811
491,RICHMOND 405/14 David Street VIC 3121,530,2,1,1,Apartment / Unit / Flat,-37.8271,145.0064
492,COBURG 102/729 Sydney Road VIC 3058,410,1,1,1,Apartment / Unit / Flat,-37.75,144.9667
493,CAULFIELD SOUTH 206/2 Cedar Street VIC 3162,450,2,2,1,Apartment / Unit / Flat,-37.8914,145.0254
494,ARMADALE G05/523 Dandenong Road VIC 3143,435,1,1,1,Apartment / Unit / Flat,-37.85,145.0333
495,BRUNSWICK EAST 316/330 Lygon Street VIC 3057,475,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
496,MELBOURNE 504/350 La Trobe Street VIC 3000,395,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
497,BRUNSWICK EAST 2/20 Lyndhurst Crescent VIC 3057,445,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
498,BALACLAVA G10/43-45 The Avenue VIC 3183,570,2,2,1,Apartment / Unit / Flat,-37.8692,144.9977
499,ESSENDON 2/16 Lyon Street VIC 3040,320,2,1,1,Apartment / Unit / Flat,-37.7538,144.8883
500,PRAHRAN 104/139 York Street VIC 3181,410,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
501,BURWOOD 222 Burwood Highway VIC 3125,220,1,1,0,Apartment / Unit / Flat,-37.8498,145.119
502,GLEN IRIS 3/6 Creswick Street VIC 3146,450,2,1,1,Apartment / Unit / Flat,-37.8599,145.0549
503,ST KILDA 4/9 Marlton Crescent VIC 3182,390,2,1,0,Apartment / Unit / Flat,-37.8633,144.9802
504,HERNE HILL 1/3 Colville Court VIC 3218,380,2,1,1,Apartment / Unit / Flat,-38.1343,144.3241
505,THORNBURY 2/9 Rennie Street VIC 3071,390,2,1,1,Apartment / Unit / Flat,-37.7583,145.0051
506,MELBOURNE 1211/260 Spencer Street VIC 3000,700,2,2,0,Apartment / Unit / Flat,45.5916,14.1546
507,SOUTH MELBOURNE 2/187 Bank Street VIC 3205,520,1,1,0,Apartment / Unit / Flat,46.3817,15.2958
508,GLEN IRIS 207/770B Toorak Road VIC 3146,395,1,1,1,Apartment / Unit / Flat,-37.8599,145.0549
509,MELBOURNE 1007/238 Flinders St VIC 3000,320,1,1,0,Apartment / Unit / Flat,45.5916,14.1546
510,BRUNSWICK WEST 3/14 McColl Court VIC 3055,400,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
511,OAKLEIGH EAST 4/13 Elizabeth Street VIC 3166,615,3,2,1,Apartment / Unit / Flat,-37.8985673,145.1105504
512,CANTERBURY 205/85 Maling Road VIC 3126,650,2,2,1,Apartment / Unit / Flat,-37.8247,145.0848
513,PRAHRAN 15/21 Irving Avenue VIC 3181,440,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
514,SOUTH YARRA 4/67 Walsh Street VIC 3141,1200,3,1,1,Apartment / Unit / Flat,-37.8333,144.9833
515,MURRUMBEENA 6/28 Ardyne Street VIC 3163,250,1,1,1,Apartment / Unit / Flat,-37.8895,145.0581
516,SOUTH YARRA 511/8 Garden Street VIC 3141,400,1,1,0,Apartment / Unit / Flat,-37.8333,144.9833
517,SOUTH YARRA 2/4 Ralston Street VIC 3141,425,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
518,ST KILDA 4/29 Marine Parade VIC 3182,450,1,1,0,Apartment / Unit / Flat,-37.8633,144.9802
519,MELBOURNE 113/350 St Kilda Road VIC 3004,1500,2,3,2,Apartment / Unit / Flat,-37.814,144.9633
520,ELSTERNWICK 1/453 Kooyong Rd VIC 3185,550,3,2,2,Apartment / Unit / Flat,-37.8984,145.0088
521,SOUTH YARRA 904/50 Claremont Street VIC 3141,510,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
522,BENTLEIGH EAST 1/51 Browns Rd VIC 3165,520,2,2,1,Apartment / Unit / Flat,-37.9201,145.0599
523,ST KILDA EAST 4/25 Cardigan Street VIC 3183,450,2,1,0,Apartment / Unit / Flat,-37.8692,144.9977
524,ELWOOD 8/12 May Street VIC 3184,320,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855
525,HIGHETT 209/20 Station Street VIC 3190,530,2,2,1,Apartment / Unit / Flat,-37.9517,145.0394
526,NORTHCOTE 8/4 McCracken Avenue VIC 3070,450,2,1,1,Apartment / Unit / Flat,-37.7667,145.0
527,GLEN HUNTLY 7/1204 Glen Huntly Road VIC 3163,495,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
528,ORMOND 13/40 Lillimur Road VIC 3204,280,1,1,1,Apartment / Unit / Flat,46.3375,15.2264
529,KEW 3/8-10 James Avenue VIC 3101,390,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309
530,CAULFIELD NORTH 5/20 Kooyong Rd VIC 3161,570,3,1,2,Apartment / Unit / Flat,-37.8720234,145.0177277
531,PRAHRAN 201/323 Dandenong Road VIC 3181,525,2,2,1,Apartment / Unit / Flat,-37.853,144.9929
532,PRAHRAN 502/283 High Street VIC 3181,1200,3,2,2,Apartment / Unit / Flat,-37.853,144.9929
533,BRUNSWICK WEST 614/5 Olive York Way VIC 3055,440,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
534,CARLTON 909/528 Swanston Street VIC 3053,345,1,1,0,Apartment / Unit / Flat,-37.8004,144.9684
535,MALVERN EAST 5/419 Waverley Road VIC 3145,495,2,2,1,Apartment / Unit / Flat,-37.874,145.0425
536,RICHMOND 105/39 Appleton Street VIC 3121,430,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
537,SOUTH YARRA 808/2 Claremont Street VIC 3141,600,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
538,BRUNSWICK 34/97 Brickworks Drive VIC 3056,450,2,1,1,Apartment / Unit / Flat,-37.7667,144.9667
539,CAULFIELD NORTH 2/74 Hawthorn Rd VIC 3161,560,2,1,1,Apartment / Unit / Flat,-37.8764333,145.0239926
540,BRUNSWICK WEST 107/358 Moreland Road VIC 3055,430,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
541,MELBOURNE 1411/120 A Beckett St VIC 3000,680,2,2,0,Apartment / Unit / Flat,45.5916,14.1546
542,PRAHRAN 1/42 Grandview Grove VIC 3181,800,3,1,0,Apartment / Unit / Flat,-37.853,144.9929
543,MENTONE 508/7 Balcombe Rd VIC 3194,350,1,1,1,Apartment / Unit / Flat,-37.9833,145.0667
544,CARLTON NORTH 4/867-883 Drummond Street VIC 3054,500,2,1,1,Apartment / Unit / Flat,-37.7866,144.9685
545,ELSTERNWICK 3/4 Orrong Road VIC 3185,410,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088
546,ELWOOD 4/2 Selwyn Avenue VIC 3184,265,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855
547,ELWOOD 9/106 Addison Street VIC 3184,530,2,2,1,Apartment / Unit / Flat,-37.8809,144.9855
548,BENTLEIGH EAST 105/801 Centre Road VIC 3165,440,2,2,1,Apartment / Unit / Flat,-37.9201,145.0599
549,WEST MELBOURNE 503/9 Dryburgh Street VIC 3003,500,2,2,1,Apartment / Unit / Flat,-37.8101,144.95
550,HAWTHORN 29/70 Church Street VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
551,WINDSOR 10/K7 High Street VIC 3181,350,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
552,MURRUMBEENA 10/18 Gerald Street VIC 3163,310,1,1,1,Apartment / Unit / Flat,-37.8895,145.0581
553,EAST MELBOURNE 38/400 Victoria Parade VIC 3002,770,3,2,2,Apartment / Unit / Flat,-37.8167,144.9879
554,HIGHETT G04/12 Major Street VIC 3190,480,2,2,1,Apartment / Unit / Flat,-37.9517,145.0394
555,BRUNSWICK WEST 511/5 Olive York Way VIC 3055,440,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502
556,FITZROY 312/416 Gore Street VIC 3065,595,2,1,2,Apartment / Unit / Flat,-37.7984,144.9783
557,KEW 7/47 Pakington Street VIC 3101,380,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309
558,PRAHRAN 1/34 Wynnstay Road VIC 3181,290,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
559,ST KILDA 12/45 Marine Parade VIC 3182,790,2,2,2,Apartment / Unit / Flat,-37.8633,144.9802
560,PORT MELBOURNE 505/25 Nott Street VIC 3207,395,1,1,0,Apartment / Unit / Flat,-37.8329,144.922
561,CLAYTON 5/265 Clayton Road VIC 3168,400,2,1,2,Apartment / Unit / Flat,-37.9167,145.1333
562,MOUNT WAVERLEY 2/11 Therese Avenue VIC 3149,495,3,1,2,Apartment / Unit / Flat,-37.8771,145.1294
563,ORMOND 4/13 Lillimur Road VIC 3204,525,2,1,1,Apartment / Unit / Flat,-37.9024678,145.0409643
564,MALVERN EAST 402/1399 Dandenong Road VIC 3145,650,2,2,1,Apartment / Unit / Flat,-37.874,145.0425
565,CAULFIELD SOUTH 1/27 Venus St VIC 3162,430,2,1,1,Apartment / Unit / Flat,-37.8914,145.0254
566,EAST MELBOURNE P08P/191 Powlett Street VIC 3002,625,2,1,1,Apartment / Unit / Flat,-37.8167,144.9879
567,COBURG 417/11 Urquhart Street VIC 3058,365,1,1,1,Apartment / Unit / Flat,-37.75,144.9667
568,MURRUMBEENA 101/17 Murrumbeena Road VIC 3163,460,2,2,1,Apartment / Unit / Flat,-37.8895,145.0581
569,BLACK ROCK 5/310 Beach Road VIC 3193,480,2,1,1,Apartment / Unit / Flat,-37.9736,145.0164
570,ELWOOD 206/96 Ormond Road VIC 3184,425,1,1,1,Apartment / Unit / Flat,-37.8809,144.9855
571,HAWTHORN 2/474 Glenferrie Road VIC 3122,520,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
572,EAST MELBOURNE 203/150 Clarendon Street VIC 3002,950,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879
573,BRUNSWICK EAST 102/9 Village Avenue VIC 3057,550,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
574,FOOTSCRAY 609/2 Joseph Road VIC 3011,800,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
575,PORT MELBOURNE 7A/9 Beach Street VIC 3207,750,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
576,MALVERN EAST 9/1 Tooronga Road VIC 3145,440,2,1,1,Apartment / Unit / Flat,-37.874,145.0425
577,ST KILDA 41/64 Fitzroy Street VIC 3182,430,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
578,WINDSOR 112/270 High St VIC 3181,390,1,1,0,Apartment / Unit / Flat,-37.853,144.9929
579,EAST MELBOURNE 27/155 Powlett Street VIC 3002,575,2,1,1,Apartment / Unit / Flat,-37.8167,144.9879
580,SOUTH YARRA 21/32 Darling Street VIC 3141,390,1,1,0,Apartment / Unit / Flat,-37.8333,144.9833
581,FITZROY NORTH 221/378-390 Saint Georges Road VIC 3068,630,2,2,1,Apartment / Unit / Flat,-37.7865,144.9897
582,SANDRINGHAM 2/91 Beach Road VIC 3191,475,2,1,2,Apartment / Unit / Flat,-37.95,145.0
583,PORT MELBOURNE 415/99 Nott Street VIC 3207,500,2,1,2,Apartment / Unit / Flat,-37.8329,144.922
584,FITZROY 203/57-61 Johnston Street VIC 3065,640,2,2,1,Apartment / Unit / Flat,-37.7984,144.9783
585,MELBOURNE 217/339 Swanston St VIC 3000,380,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
586,NORTH MELBOURNE 19 Little Cobden Street VIC 3051,415,1,1,1,Apartment / Unit / Flat,-37.8029,144.9482
587,FOOTSCRAY 1608/6 Joseph Road VIC 3011,400,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
588,CAULFIELD 5/8 Anderson Street VIC 3162,525,3,1,0,Apartment / Unit / Flat,-37.8914,145.0254
589,FAIRFIELD 38/262 Heidelberg Road VIC 3078,380,1,1,1,Apartment / Unit / Flat,-37.7829,145.0226
590,PASCOE VALE 4/4 Essex Street VIC 3044,410,2,1,1,Apartment / Unit / Flat,-37.7319,144.9381
591,MELBOURNE 405/442 St Kilda Road VIC 3004,380,1,1,1,Apartment / Unit / Flat,-37.814,144.9633
592,CANTERBURY 3/22 Wentworth Avenue VIC 3126,395,2,1,1,Apartment / Unit / Flat,-37.8247,145.0848
593,SOUTHBANK 1003/75 Coventry Street VIC 3006,425,1,1,1,Apartment / Unit / Flat,-37.8228,144.9643
594,CLIFTON HILL 5/75 Field Street VIC 3068,620,2,1,1,Apartment / Unit / Flat,-37.7865,144.9897
595,SOUTH YARRA 1/74 Leopold Street VIC 3141,800,3,1,1,Apartment / Unit / Flat,-37.8333,144.9833
596,MOUNT WAVERLEY 208/436-442 Huntingdale Road VIC 3149,370,1,1,1,Apartment / Unit / Flat,-37.8771,145.1294
597,CLAYTON SOUTH 7/8-10 Hayden Road VIC 3169,460,2,1,1,Apartment / Unit / Flat,-37.9431,145.106
598,CARLTON 8/97 Elgin Street VIC 3053,540,2,1,1,Apartment / Unit / Flat,-37.8004,144.9684
599,MOUNT WAVERLEY 211/436-442 Huntingdale Road VIC 3149,360,1,1,1,Apartment / Unit / Flat,-37.8771,145.1294
600,ARMADALE 1/9 Barnato Grove VIC 3143,460,2,1,2,Apartment / Unit / Flat,-37.85,145.0333
601,PORT MELBOURNE 4/211 Esplanade West VIC 3207,380,1,1,0,Apartment / Unit / Flat,-37.8329,144.922
602,CAULFIELD NORTH 3/101-103 Orrong Crescent VIC 3161,450,2,1,1,Apartment / Unit / Flat,-37.0,145.0
603,ST KILDA 11/23 Robe Street VIC 3182,310,1,1,0,Apartment / Unit / Flat,-37.8633,144.9802
604,ASHBURTON G01/313 High Street VIC 3147,525,2,1,1,Apartment / Unit / Flat,-37.8626,145.0794
605,DOCKLANDS S3209/231 Harbour Esplanade VIC 3008,495,1,1,1,Apartment / Unit / Flat,-37.8149,144.9505
606,KEW EAST 1/15 Munro St VIC 3102,620,2,2,1,Apartment / Unit / Flat,-37.7976,145.0538
607,FOOTSCRAY 1/32 Macpherson Street VIC 3011,385,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
608,GLEN HUNTLY 3/10 Roseberry Grove VIC 3163,360,2,1,2,Apartment / Unit / Flat,-37.8895,145.0581
609,FOOTSCRAY 3/32 Macpherson Street VIC 3011,375,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
610,FOOTSCRAY 6/32 Macpherson Street VIC 3011,355,1,1,1,Apartment / Unit / Flat,-37.7995,144.8963
611,HAWTHORN 10/45 Church Street VIC 3122,415,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
612,ELSTERNWICK 6/65 Clarence Street VIC 3185,450,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088
613,ST KILDA EAST 9/22 Crimea Street VIC 3183,310,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977
614,SOUTH YARRA 4/44 Walsh Street VIC 3141,700,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
615,CAULFIELD 6/667 Glenhuntly Road VIC 3162,460,2,1,1,Apartment / Unit / Flat,-37.8914,145.0254
616,KEW 25/380 High Street VIC 3101,620,3,2,1,Apartment / Unit / Flat,-37.8064,145.0309
617,NORTH MELBOURNE 2/352-362 Victoria Street VIC 3051,330,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
618,PRAHRAN 4/36 Aberdeen Road VIC 3181,400,2,1,1,Apartment / Unit / Flat,-37.853,144.9929
619,RICHMOND 24/24 Tanner Street VIC 3121,650,2,1,1,Apartment / Unit / Flat,-37.8271,145.0064
620,BENTLEIGH G06/261 Centre Road VIC 3204,385,1,1,1,Apartment / Unit / Flat,46.3375,15.2264
621,HAWTHORN EAST 11/2 Freeman St VIC 3123,275,1,1,0,Apartment / Unit / Flat,-37.822268,145.0521513
622,GEELONG WEST 6/48 Gordon Avenue VIC 3218,450,2,1,1,Apartment / Unit / Flat,-38.1343,144.3241
623,GLEN IRIS Level 1/1475A Malvern Road VIC 3146,450,3,1,1,Apartment / Unit / Flat,-37.8599,145.0549
624,PORT MELBOURNE 4/42 Princes Street VIC 3207,800,2,1,1,Apartment / Unit / Flat,-37.8329,144.922
625,RICHMOND 2/2-6 Docker St VIC 3121,325,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064
626,ELWOOD 6/169 Ormond Road VIC 3184,330,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855
627,SURREY HILLS 2/969 Riversdale Road VIC 3127,460,2,1,1,Apartment / Unit / Flat,-37.8128,145.1043
628,FITZROY NORTH 1S/378-390 St Georges Road VIC 3068,460,1,1,1,Apartment / Unit / Flat,-37.7865,144.9897
629,FITZROY NORTH 1B/378-390 St Georges Road VIC 3068,470,1,1,1,Apartment / Unit / Flat,-37.7865,144.9897
630,MELBOURNE 925/555 Flinders Street VIC 3000,500,2,2,1,Apartment / Unit / Flat,45.5916,14.1546
631,RICHMOND 402/229 Bridge Road VIC 3121,450,2,1,1,Apartment / Unit / Flat,-37.8271,145.0064
632,KEW G09/59 Earl Street VIC 3101,420,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309
633,CAULFIELD NORTH 6/11 Kooyong Road VIC 3161,395,1,1,1,Apartment / Unit / Flat,-37.8720234,145.0177277
634,SURREY HILLS 1/5 Montrose Street VIC 3127,620,2,2,2,Apartment / Unit / Flat,-37.8128,145.1043
635,ST KILDA EAST 11/30 Westbury Street VIC 3183,320,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977
636,HAWTHORN 5/45 Evansdale Road VIC 3122,485,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
637,CAULFIELD NORTH 2/470 Glen Eira Road VIC 3161,570,3,1,2,Apartment / Unit / Flat,-37.880679,145.0284873
638,CARNEGIE R/1134 Dandenong Road VIC 3163,200,1,1,0,Apartment / Unit / Flat,-37.8895,145.0581
639,BRIGHTON 24/18 Cochrane Street VIC 3186,410,2,1,1,Apartment / Unit / Flat,-37.9057,145.0067
640,CARNEGIE 106/2 Morton Avenue VIC 3163,495,2,2,1,Apartment / Unit / Flat,-37.8895,145.0581
641,TOORAK 5/693 Malvern Rd VIC 3142,540,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177
642,SOUTH YARRA 9/22A Rockley Road VIC 3141,375,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833
643,HAWTHORN EAST 509/30-32 Lilydale Grove VIC 3123,90,1,1,1,Apartment / Unit / Flat,-37.8248,145.0464
644,GEELONG WEST 9/50 Bowlers Avenue VIC 3218,450,1,1,1,Apartment / Unit / Flat,-38.1343,144.3241
645,HAWTHORN 3/11 Austin Street VIC 3122,435,2,1,0,Apartment / Unit / Flat,-37.8199,145.0358
646,ST KILDA 201/7 Brighton Road VIC 3182,420,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
647,DOCKLANDS 1401N/889 Collins St VIC 3008,590,2,1,1,Apartment / Unit / Flat,-37.8149,144.9505
648,MALVERN EAST 708B Waverley Road VIC 3145,550,2,1,1,Apartment / Unit / Flat,-37.874,145.0425
649,MELBOURNE 3604/568 Collins Street VIC 3000,550,2,2,1,Apartment / Unit / Flat,45.5916,14.1546
650,BRIGHTON EAST 2/14 Palmer Avenue VIC 3187,370,2,1,1,Apartment / Unit / Flat,-37.9014,145.0188
651,MELBOURNE 711/500 Flinders Street VIC 3000,250,1,1,0,Apartment / Unit / Flat,45.5916,14.1546
652,HUGHESDALE 1/9 Hotham Street VIC 3166,520,4,2,1,Apartment / Unit / Flat,-37.8995,145.0811
653,CHADSTONE 2/20 Thurloo Street VIC 3148,480,2,1,1,Apartment / Unit / Flat,-37.8833,145.1167
654,ARMADALE 303/835 High Street VIC 3143,1100,2,2,1,Apartment / Unit / Flat,-37.85,145.0333
655,SOUTH YARRA 19/43 Caroline Street VIC 3141,370,1,1,0,Apartment / Unit / Flat,-37.8333,144.9833
656,FOOTSCRAY 2/23-25 Steet Street VIC 3011,325,2,1,1,Apartment / Unit / Flat,-37.7995,144.8963
657,ST KILDA 15/18 Princes Street VIC 3182,565,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
658,EAST MELBOURNE 2/8 Wellington Crescent VIC 3002,750,2,2,2,Apartment / Unit / Flat,-37.8167,144.9879
659,SOUTH MELBOURNE 316/253 Normanby Road VIC 3205,530,1,1,0,Apartment / Unit / Flat,46.3817,15.2958
660,SOUTHBANK 1103/33 Clarke Street VIC 3006,350,1,1,0,Apartment / Unit / Flat,-37.8228,144.9643
661,MCKINNON 2/21 Hopkins Street VIC 3204,630,3,2,1,Apartment / Unit / Flat,46.3375,15.2264
662,BRUNSWICK 603/611 Sydney Road VIC 3056,420,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667
663,FITZROY NORTH 51/378-390 St Georges Road VIC 3068,450,1,1,1,Apartment / Unit / Flat,-37.7865,144.9897
664,ELWOOD 103/51 Ormond Esplanade VIC 3184,550,1,1,1,Apartment / Unit / Flat,-37.8809,144.9855
665,SOUTHBANK 5/116 Dodds Street VIC 3006,675,3,1,1,Apartment / Unit / Flat,-37.8228,144.9643
666,MELBOURNE 2807/81 Abeckett Street VIC 3000,650,2,1,0,Apartment / Unit / Flat,45.5916,14.1546
667,ASHBURTON 2A St Georges Cres VIC 3147,380,2,1,2,Apartment / Unit / Flat,-37.8626,145.0794
668,EAST MELBOURNE Unit 101/170 Albert St VIC 3002,435,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879
669,COLLINGWOOD 703/75 Wellington St VIC 3066,600,2,1,1,Apartment / Unit / Flat,-37.8,144.9833
670,PORT MELBOURNE 207/107 Beach Street VIC 3207,820,2,2,1,Apartment / Unit / Flat,-37.8329,144.922
671,CARNEGIE 11/2 Belsize Avenue VIC 3163,495,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581
672,FITZROY NORTH 2S/378-390 St Georges Road VIC 3068,585,2,2,1,Apartment / Unit / Flat,-37.7865,144.9897
673,HAWTHORN EAST 9/26 Auburn Grove VIC 3123,380,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464
674,ST KILDA WEST 21/313 Beaconsfield Parade VIC 3182,450,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802
675,ST KILDA 1/27 Eildon Road VIC 3182,625,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
676,CARLTON 915/528 Swanston Street VIC 3053,350,1,1,0,Apartment / Unit / Flat,-37.8004,144.9684
677,ST KILDA 318/181 Fitzroy Street VIC 3182,580,1,1,0,Apartment / Unit / Flat,-37.8633,144.9802
678,ARMADALE 10 Mercer Way VIC 3143,670,2,1,2,Apartment / Unit / Flat,-37.85,145.0333
679,HAWTHORN 1/42a Hawthorn Grove VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358
680,SOUTHBANK 2410/45 Haig Street VIC 3006,495,1,1,1,Apartment / Unit / Flat,-37.8228,144.9643
681,RICHMOND 106/36 Regent Street VIC 3121,620,2,2,1,Apartment / Unit / Flat,-37.8271,145.0064
682,BALACLAVA 7/127 Hotham Street VIC 3183,440,2,1,1,Apartment / Unit / Flat,-37.8692,144.9977
683,CAMBERWELL 423/347 Camberwell Rd VIC 3124,375,1,1,1,Apartment / Unit / Flat,-37.8248,145.0705
684,BRIGHTON EAST 4/16 Clive Street VIC 3187,370,2,1,0,Apartment / Unit / Flat,-37.9014,145.0188
685,MELBOURNE 5003/464-466 Collins Street VIC 3000,550,1,1,1,Apartment / Unit / Flat,45.5916,14.1546
686,SOUTH MELBOURNE 605/51 Thislethwaite Street VIC 3205,600,2,2,1,Apartment / Unit / Flat,46.3817,15.2958
687,NEWPORT 13/114 Mason Street VIC 3015,400,2,1,1,Apartment / Unit / Flat,-37.8302,144.8709
688,MCKINNON 1/21 Hopkins Street VIC 3204,700,3,2,2,Apartment / Unit / Flat,46.3375,15.2264
689,CLAYTON SOUTH 3A Maltarra Street VIC 3169,460,3,1,1,Apartment / Unit / Flat,-37.9431,145.106
690,MIDDLE PARK 22/109 Nimmo Street VIC 3206,475,1,1,0,Apartment / Unit / Flat,46.3636,15.3653
691,HIGHETT 3/21 Tibrockney Street VIC 3190,350,2,1,1,Apartment / Unit / Flat,-37.9517,145.0394
692,MELBOURNE 1312/35 Albert Rd VIC 3004,570,2,2,1,Apartment / Unit / Flat,-37.814,144.9633
693,ELWOOD 6/39 Southey Street VIC 3184,320,1,1,1,Apartment / Unit / Flat,-37.8809,144.9855
