Unnamed: 0.1,Unnamed: 0,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes,coordinates,train_station
268,301,FOOTSCRAY 1305/8 Joseph Road VIC 3011,490,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",0.0
269,302,FOOTSCRAY 705/8 Joseph Road VIC 3011,475,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",0.0
270,303,CARNEGIE 8/27 Beena Avenue VIC 3163,360,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",0.0
271,304,GLENROY 9/139 Melbourne Avenue VIC 3046,300,1,1,1,Apartment / Unit / Flat,-37.7,144.9333,"[144.9333, -37.7]",0.0
272,305,HAMPTON EAST 11/290 South Road VIC 3188,400,2,1,1,Apartment / Unit / Flat,-37.9374,145.0151,"[145.0151, -37.9374]",0.0
273,306,MALVERN EAST 205/2A Clarence Street VIC 3145,410,2,1,1,Apartment / Unit / Flat,-37.874,145.0425,"[145.0425, -37.874]",0.0
274,307,GLEN IRIS 8/1512 Malvern Road VIC 3146,430,2,1,1,Apartment / Unit / Flat,-37.8599,145.0549,"[145.0549, -37.8599]",0.0
275,308,BRUNSWICK 307/1C Michael Street VIC 3056,400,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667,"[144.9667, -37.7667]",0.0
276,309,MONT ALBERT 107/801 Whitehorse Road VIC 3127,535,2,1,2,Apartment / Unit / Flat,-37.8128,145.1043,"[145.1043, -37.8128]",0.0
277,310,PRAHRAN 105/10 Porter Street VIC 3181,410,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",0.0
278,311,SOUTH YARRA 1006/1 Clara Street VIC 3141,450,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
279,312,SPRINGVALE 3/27 Royal Avenue VIC 3171,440,3,1,1,Apartment / Unit / Flat,-37.9457,145.1581,"[145.1581, -37.9457]",1012.0
280,313,SOUTH YARRA 205/20 Garden Street VIC 3141,450,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
281,314,BRUNSWICK EAST 538/22 Barkly Street VIC 3057,600,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502,"[144.9502, -37.7603]",1360.1
282,315,PORT MELBOURNE 30/8 Graham Street VIC 3207,530,2,1,1,Apartment / Unit / Flat,-37.8329,144.922,"[144.922, -37.8329]",4973.4
283,316,SOUTHBANK 1008/80 Clarendon Street VIC 3006,650,2,2,1,Apartment / Unit / Flat,-37.8228,144.9643,"[144.9643, -37.8228]",1206.5
284,317,DONCASTER 104/88 Tram Road VIC 3108,420,2,1,1,Apartment / Unit / Flat,-37.7883,145.1237,"[145.1237, -37.7883]",4408.0
285,318,THORNBURY 20/12 Dundas Street VIC 3071,240,1,1,1,Apartment / Unit / Flat,-37.7583,145.0051,"[145.0051, -37.7583]",948.5
286,319,ST KILDA 2/257 Barkly Street VIC 3182,280,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
287,320,FOOTSCRAY 1402/8 Joseph Road VIC 3011,485,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",739.1
288,321,FOOTSCRAY 1608/8 Joseph Road VIC 3011,500,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",739.1
289,322,HAWTHORN 102/21 Riversdale Road VIC 3122,800,2,2,2,Apartment / Unit / Flat,-37.8199,145.0358,"[145.0358, -37.8199]",271.3
290,323,EAST MELBOURNE 1306V/296 Victoria Parade VIC 3002,750,1,1,0,Apartment / Unit / Flat,-37.8167,144.9879,"[144.9879, -37.8167]",381.0
291,324,GLEN HUNTLY 4/3 Park Avenue VIC 3163,550,3,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
292,325,COBURG 8/46 The Grove VIC 3058,340,1,1,1,Apartment / Unit / Flat,-37.75,144.9667,"[144.9667, -37.75]",888.5
293,326,RICHMOND 3/34 Leslie Street VIC 3121,320,1,1,1,Apartment / Unit / Flat,-37.8271,145.0064,"[145.0064, -37.8271]",634.6
294,328,ARMADALE 6/770 Malvern Road VIC 3143,450,3,1,1,Apartment / Unit / Flat,-37.85,145.0333,"[145.0333, -37.85]",1583.5
295,329,BLACKBURN NORTH 3/89 Surrey Road VIC 3130,405,2,1,1,Apartment / Unit / Flat,-37.8232,145.1511,"[145.1511, -37.8232]",755.0
296,330,MELBOURNE 303/250 St Kilda Road VIC 3004,1395,2,2,2,Apartment / Unit / Flat,-37.814,144.9633,"[144.9633, -37.814]",782.5
297,331,FITZROY NORTH 8/182 Barkly Street VIC 3068,310,1,1,0,Apartment / Unit / Flat,-37.7865,144.9897,"[144.9897, -37.7865]",726.8
298,332,BRIGHTON 101/439 Bay Street VIC 3186,540,2,2,1,Apartment / Unit / Flat,-37.9057,145.0067,"[145.0067, -37.9057]",635.1
299,333,PRESTON 11/326 Plenty Road VIC 3072,250,1,1,1,Apartment / Unit / Flat,-37.75,145.0167,"[145.0167, -37.75]",1871.9
300,334,BRUNSWICK 803/597 Sydney Road VIC 3056,350,1,1,1,Apartment / Unit / Flat,-37.7667,144.9667,"[144.9667, -37.7667]",838.6
301,335,ST KILDA 4/73 Alma Road VIC 3182,425,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
302,336,CLAYTON 2/17 Sarton Road VIC 3168,595,5,3,2,Apartment / Unit / Flat,-37.9167,145.1333,"[145.1333, -37.9167]",2475.8
303,337,PRAHRAN 6 Percy Place VIC 3181,715,2,2,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
304,338,COLLINGWOOD 2/61 Little Oxford Street VIC 3066,550,2,1,1,Apartment / Unit / Flat,-37.8,144.9833,"[144.9833, -37.8]",1496.9
305,340,MALVERN EAST 104/226 Waverley Road VIC 3145,375,1,1,1,Apartment / Unit / Flat,-37.874,145.0425,"[145.0425, -37.874]",1264.1
306,341,PRAHRAN 203/72 High Street VIC 3181,360,2,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
307,342,PRAHRAN 48/321 Chapel Street VIC 3181,450,1,1,0,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
308,343,CAULFIELD NORTH 2/372 Orrong Road VIC 3161,550,2,1,1,Apartment / Unit / Flat,-37.8674998,145.0091886,"[145.0091886, -37.8674998]",2048.8
309,344,SOUTH YARRA 15/85 Caroline Street VIC 3141,400,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
310,345,FLEMINGTON 4/121 Wellington St VIC 3031,415,2,1,1,Apartment / Unit / Flat,-37.7899,144.9226,"[144.9226, -37.7899]",1645.9
311,346,PRAHRAN 1/8 Princes Close VIC 3181,620,2,2,0,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
312,347,PRAHRAN 817/132 Commercial Road VIC 3181,450,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
313,348,BALACLAVA 201/356 Carlisle Street VIC 3183,375,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977,"[144.9977, -37.8692]",740.6
314,349,EAST MELBOURNE 13/86 Hotham Street VIC 3002,450,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879,"[144.9879, -37.8167]",381.0
315,350,SOUTH YARRA 4/90 Clowes Street VIC 3141,550,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
316,351,ELWOOD 3/5 Greig Court VIC 3184,410,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855,"[144.9855, -37.8809]",2446.6
317,352,SOUTH YARRA 202/4 Chapel Mews VIC 3141,600,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
318,353,CAULFIELD 18/214 Kambrook Road VIC 3162,450,2,1,1,Apartment / Unit / Flat,-37.8914,145.0254,"[145.0254, -37.8914]",1864.6
319,354,HAWTHORN EAST UG05 /708 BURWOOD ROAD VIC 3123,625,2,2,1,Apartment / Unit / Flat,-37.8248,145.0464,"[145.0464, -37.8248]",418.2
320,355,CARLTON 421/528 Swanston Street VIC 3053,350,1,1,0,Apartment / Unit / Flat,-37.8004,144.9684,"[144.9684, -37.8004]",1428.8
321,356,CAULFIELD NORTH 105/337 Balaclava Road VIC 3161,600,2,2,1,Apartment / Unit / Flat,-37.872,145.0216,"[145.0216, -37.872]",1666.5
322,357,ELSTERNWICK 6/89 Seymour Road VIC 3185,425,2,1,1,Apartment / Unit / Flat,-37.8984,145.0088,"[145.0088, -37.8984]",766.7
323,359,BUNDOORA 502/21 Plenty Road VIC 3083,330,1,1,1,Apartment / Unit / Flat,-37.7062,145.0474,"[145.0474, -37.7062]",5135.1
324,360,WINDSOR 439/111 Punt Road VIC 3181,550,2,2,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
325,361,ST KILDA 13/9 Fitzroy Street VIC 3182,430,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
326,363,MURRUMBEENA 1/12 Toward Street VIC 3163,350,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
327,364,"SOUTHBANK Level 35, 3501/7 Riverside Quay VIC 3006",850,2,2,1,Apartment / Unit / Flat,-37.8228,144.9643,"[144.9643, -37.8228]",1206.5
328,365,BRIGHTON 4/16 Manor Street VIC 3186,620,3,2,1,Apartment / Unit / Flat,-37.9057,145.0067,"[145.0067, -37.9057]",635.1
329,366,COLLINGWOOD 206/75 Wellington Street VIC 3066,470,1,1,1,Apartment / Unit / Flat,-37.8,144.9833,"[144.9833, -37.8]",1496.9
330,367,HUGHESDALE 5/158 Kangaroo Road VIC 3166,400,2,1,1,Apartment / Unit / Flat,-37.8995,145.0811,"[145.0811, -37.8995]",845.7
331,368,OAKLEIGH SOUTH 2/30 Clarendon Avenue VIC 3167,520,3,1,1,Apartment / Unit / Flat,-37.927,145.0964,"[145.0964, -37.927]",2224.2
332,369,PASCOE VALE SOUTH 2/21-23 Westgate Street VIC 3044,420,2,1,0,Apartment / Unit / Flat,-37.7319,144.9381,"[144.9381, -37.7319]",991.9
333,370,BRIGHTON 210/79-81 Asling Street VIC 3186,525,2,1,1,Apartment / Unit / Flat,-37.9057,145.0067,"[145.0067, -37.9057]",635.1
334,371,EAST MELBOURNE 7/126 Wellington Parade VIC 3002,1800,3,2,1,Apartment / Unit / Flat,-37.8167,144.9879,"[144.9879, -37.8167]",381.0
335,372,CHADSTONE 14/13 Churchill Avenue VIC 3148,350,2,1,1,Apartment / Unit / Flat,-37.8833,145.1167,"[145.1167, -37.8833]",1819.3
336,373,ABBOTSFORD 532/631 Victoria Street VIC 3067,650,2,2,1,Apartment / Unit / Flat,-37.8046,144.9998,"[144.9998, -37.8046]",846.1
337,375,TOORAK 4/151 Canterbury Road VIC 3142,650,2,2,1,Apartment / Unit / Flat,-37.8416,145.0177,"[145.0177, -37.8416]",1204.1
338,376,ELSTERNWICK 2/9 Bertram Street VIC 3185,630,2,2,1,Apartment / Unit / Flat,-37.8984,145.0088,"[145.0088, -37.8984]",766.7
339,377,WINDSOR 8/K3 Union Street VIC 3181,400,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
340,378,PRAHRAN 502/27 Macquarie Street VIC 3181,440,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
341,379,SOUTH YARRA 7/13 Hawksburn Road VIC 3141,450,2,1,2,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
342,380,SOUTHBANK 2204/250 City Road VIC 3006,475,2,1,0,Apartment / Unit / Flat,-37.8228,144.9643,"[144.9643, -37.8228]",1206.5
343,381,ST ALBANS rear/25 Alfreida St VIC 3021,250,2,1,0,Apartment / Unit / Flat,-37.7371,144.8283,"[144.8283, -37.7371]",3533.7
344,382,SOUTH YARRA 414/77 River Street VIC 3141,420,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
345,383,KEW EAST 4/829 High Street VIC 3102,1580,4,4,3,Apartment / Unit / Flat,-37.7976,145.0538,"[145.0538, -37.7976]",4146.6
346,384,PRAHRAN 29/10 Clifton Street VIC 3181,540,2,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
347,385,NUNAWADING 5/5 Luckie Street VIC 3131,370,2,1,1,Apartment / Unit / Flat,-37.8275,145.1739,"[145.1739, -37.8275]",954.3
348,386,ST KILDA 4/260 St Kilda Road VIC 3182,450,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
349,387,GARDENVALE 2/48 Magnolia Road VIC 3185,320,1,1,1,Apartment / Unit / Flat,-37.8984,145.0088,"[145.0088, -37.8984]",766.7
350,388,ASCOT VALE 1/28 Ormond Road VIC 3032,300,1,1,1,Apartment / Unit / Flat,-37.7808,144.9354,"[144.9354, -37.7808]",1245.2
351,389,SOUTHBANK 3606/45 Clarke Street VIC 3006,650,2,2,0,Apartment / Unit / Flat,-37.8228,144.9643,"[144.9643, -37.8228]",1206.5
352,390,FITZROY NORTH G09/22 Nicholson Street VIC 3068,900,3,2,2,Apartment / Unit / Flat,-37.7865,144.9897,"[144.9897, -37.7865]",726.8
353,391,ELWOOD 3/38 Mitford Street VIC 3184,340,1,1,0,Apartment / Unit / Flat,-37.8809,144.9855,"[144.9855, -37.8809]",2446.6
354,392,SOUTHBANK 1701a/60 Dorcas Street VIC 3006,400,1,1,0,Apartment / Unit / Flat,-37.8228,144.9643,"[144.9643, -37.8228]",1206.5
355,393,CARNEGIE 76B Oakleigh Road VIC 3163,900,4,3,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
356,395,BRIGHTON 1.04/26 Warleigh Grove VIC 3186,450,1,1,1,Apartment / Unit / Flat,-37.9057,145.0067,"[145.0067, -37.9057]",635.1
357,396,ST KILDA 204/171-173 Inkerman Street VIC 3182,370,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
358,397,GLEN IRIS 202/23 Maverston Street VIC 3146,500,2,1,1,Apartment / Unit / Flat,-37.8599,145.0549,"[145.0549, -37.8599]",455.4
359,398,WINDSOR 3/30 The Avenue VIC 3181,595,2,1,2,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
360,399,CANTERBURY 1/51 Rochester Road VIC 3126,450,2,1,1,Apartment / Unit / Flat,-37.8247,145.0848,"[145.0848, -37.8247]",401.5
361,400,BALWYN NORTH 2/14 Hatfield Street VIC 3104,430,2,1,1,Apartment / Unit / Flat,-37.7909,145.0939,"[145.0939, -37.7909]",4922.8
362,401,HAWTHORN 9/488 Glenferrie Road VIC 3122,450,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358,"[145.0358, -37.8199]",271.3
363,403,WINDSOR 207/120 High Street VIC 3181,400,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
364,404,SOUTH YARRA 14/245 Williams Road VIC 3141,350,1,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
365,405,HIGHETT 105/20 Station Street VIC 3190,500,2,2,1,Apartment / Unit / Flat,-37.9517,145.0394,"[145.0394, -37.9517]",671.7
366,406,CAULFIELD NORTH 4/129-131 Kambrook Road VIC 3161,425,2,1,1,Apartment / Unit / Flat,-37.872,145.0216,"[145.0216, -37.872]",1666.5
367,408,WINDSOR 8/237 Dandenong Road VIC 3181,455,3,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
368,409,NORTH MELBOURNE 202/9-13 O'Connell Street VIC 3051,395,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482,"[144.9482, -37.8029]",1064.6
369,410,GLEN HUNTLY 5/2 Park Avenue VIC 3163,500,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
370,411,BRUNSWICK EAST 119/8 Lygon Street VIC 3057,400,1,1,1,Apartment / Unit / Flat,-37.7603,144.9502,"[144.9502, -37.7603]",1360.1
371,412,HAWTHORN 26/219-227 Auburn Road VIC 3122,460,2,1,1,Apartment / Unit / Flat,-37.8199,145.0358,"[145.0358, -37.8199]",271.3
372,413,GLEN IRIS 301/10-12 High Street VIC 3146,400,1,1,1,Apartment / Unit / Flat,-37.8599,145.0549,"[145.0549, -37.8599]",455.4
373,414,MARIBYRNONG 16F/54 La Scala Avenue VIC 3032,410,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354,"[144.9354, -37.7808]",1245.2
374,415,CAMBERWELL 12/126 Wattle Valley Road VIC 3124,400,2,1,1,Apartment / Unit / Flat,-37.8248,145.0705,"[145.0705, -37.8248]",991.7
375,416,ST KILDA 802/181 Fitzroy St VIC 3182,1975,4,2,2,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
376,417,BRUNSWICK WEST 3/9 Moule Street VIC 3055,360,2,1,1,Apartment / Unit / Flat,-37.7603,144.9502,"[144.9502, -37.7603]",1360.1
377,418,SURREY HILLS 5/972 Riversdale Road VIC 3127,370,1,1,1,Apartment / Unit / Flat,-37.8128,145.1043,"[145.1043, -37.8128]",1821.7
378,419,NORTH MELBOURNE 410/9-13 O'Connell Street VIC 3051,395,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482,"[144.9482, -37.8029]",1064.6
379,420,SOUTH YARRA 1802/7 Claremont Street VIC 3141,800,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
380,421,EAST MELBOURNE 8/108 George Street VIC 3002,450,1,1,1,Apartment / Unit / Flat,-37.8167,144.9879,"[144.9879, -37.8167]",381.0
381,422,ST KILDA 27/352 Canterbury Road VIC 3182,500,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
382,423,PRAHRAN 8/21 Irving Avenue VIC 3181,400,2,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
383,424,BALWYN NORTH 1/1062 Burke Rd VIC 3104,425,2,1,1,Apartment / Unit / Flat,-37.7909,145.0939,"[145.0939, -37.7909]",4922.8
384,425,HAWTHORN EAST 4/2 Clifton Road VIC 3123,520,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464,"[145.0464, -37.8248]",418.2
385,426,KEW 103/56 Harp Road VIC 3101,475,2,1,1,Apartment / Unit / Flat,-37.8064,145.0309,"[145.0309, -37.8064]",2310.4
386,427,RESERVOIR 3/72 Leamington Street VIC 3073,420,2,1,1,Apartment / Unit / Flat,-37.7167,145.0,"[145.0, -37.7167]",1336.2
387,428,COLLINGWOOD 8/375 Hoddle Street VIC 3066,450,2,1,1,Apartment / Unit / Flat,-37.8,144.9833,"[144.9833, -37.8]",1496.9
388,429,FITZROY NORTH 111/378-390 Saint Georges Road VIC 3068,490,1,1,1,Apartment / Unit / Flat,-37.7865,144.9897,"[144.9897, -37.7865]",726.8
389,430,HAWTHORN EAST 3/24 Auburn Grove VIC 3123,400,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464,"[145.0464, -37.8248]",418.2
390,431,RICHMOND 24/343 Church Street VIC 3121,600,2,1,2,Apartment / Unit / Flat,-37.8271,145.0064,"[145.0064, -37.8271]",634.6
391,432,BALWYN 12/2A Brenbeal Street VIC 3103,400,2,1,1,Apartment / Unit / Flat,-37.8117,145.081,"[145.081, -37.8117]",1658.1
392,433,WINDSOR 1/29 The Avenue VIC 3181,500,2,1,2,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
393,435,ABBOTSFORD 215/56 Nicholson Street VIC 3067,560,2,2,2,Apartment / Unit / Flat,-37.8046,144.9998,"[144.9998, -37.8046]",846.1
394,436,RICHMOND 1/8 Murphy Street VIC 3121,470,2,1,1,Apartment / Unit / Flat,-37.8271,145.0064,"[145.0064, -37.8271]",634.6
395,437,HAWTHORN G01/39 Riversdale Road VIC 3122,580,2,2,1,Apartment / Unit / Flat,-37.8199,145.0358,"[145.0358, -37.8199]",271.3
396,438,SOUTH YARRA 12/37 Domain Street VIC 3141,500,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
397,439,MOONEE PONDS 12/108 Maribyrnong Road VIC 3039,400,2,1,1,Apartment / Unit / Flat,-37.7667,144.9167,"[144.9167, -37.7667]",323.9
398,440,ST KILDA 8/38 Fitzroy Street VIC 3182,495,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
399,442,CAULFIELD NORTH 3/24 Park Crescent VIC 3161,275,1,1,1,Apartment / Unit / Flat,-37.0,145.0,"[145.0, -37.0]",78589.5
400,444,MELBOURNE 517/74 Queens Road VIC 3004,450,2,1,1,Apartment / Unit / Flat,-37.814,144.9633,"[144.9633, -37.814]",782.5
401,445,ST KILDA 206/126 Carlisle Street VIC 3182,495,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
402,446,BRUNSWICK WEST 412/5 Olive York Way VIC 3055,450,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502,"[144.9502, -37.7603]",1360.1
403,447,ST KILDA EAST 3/2 Celeste Ct VIC 3183,395,2,1,0,Apartment / Unit / Flat,-37.8692,144.9977,"[144.9977, -37.8692]",740.6
404,448,CARNEGIE 3/19 Truganini Road VIC 3163,420,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
405,449,MELBOURNE 314/499 St Kilda Road VIC 3004,900,2,2,1,Apartment / Unit / Flat,-37.814,144.9633,"[144.9633, -37.814]",782.5
406,451,SOUTH YARRA 11/16 Kensington Road VIC 3141,420,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
407,452,ST KILDA 4/26 Wellington Street VIC 3182,500,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
408,453,GLEN HUNTLY 1/10 Roseberry Grove VIC 3163,375,3,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
409,454,ST KILDA 8/16 Chapel Street VIC 3182,395,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
410,455,ST KILDA EAST 1/106 Alexandra Street St VIC 3183,335,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977,"[144.9977, -37.8692]",740.6
411,456,ST KILDA WEST 10/86 Park Street VIC 3182,350,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
412,457,GLEN HUNTLY 301/18 Etna Street VIC 3163,460,2,1,1,Apartment / Unit / Flat,-37.8895,145.0581,"[145.0581, -37.8895]",862.5
413,459,BRUNSWICK EAST 111/8 Lygon Street VIC 3057,510,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502,"[144.9502, -37.7603]",1360.1
414,460,PRAHRAN 5/17 Ellesmere Road VIC 3181,415,1,1,1,Apartment / Unit / Flat,-37.853,144.9929,"[144.9929, -37.853]",522.0
415,461,TOORAK 6/645 Malvern Road VIC 3142,430,1,1,1,Apartment / Unit / Flat,-37.8416,145.0177,"[145.0177, -37.8416]",1204.1
416,463,SOUTH YARRA 7/27 Avoca Street VIC 3141,440,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833,"[144.9833, -37.8333]",1444.3
417,464,HAWTHORN EAST 3/11 Stewart Street VIC 3123,390,2,1,1,Apartment / Unit / Flat,-37.8248,145.0464,"[145.0464, -37.8248]",418.2
418,465,CAMBERWELL 113/436 Burke Road VIC 3124,565,2,2,1,Apartment / Unit / Flat,-37.8248,145.0705,"[145.0705, -37.8248]",991.7
419,466,TOORAK 5/8 Devorgilla Ave VIC 3142,725,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177,"[145.0177, -37.8416]",1204.1
420,467,ALPHINGTON 704/111 Parkview Road VIC 3078,540,2,2,1,Apartment / Unit / Flat,-37.7829,145.0226,"[145.0226, -37.7829]",1181.2
421,468,BOX HILL 14/98-100 Carrington Road VIC 3128,475,2,2,1,Apartment / Unit / Flat,-37.8256,145.1232,"[145.1232, -37.8256]",1402.2
422,469,WEST FOOTSCRAY 313/110 Roberts Street VIC 3012,550,2,1,1,Apartment / Unit / Flat,-37.8302,144.8709,"[144.8709, -37.8302]",1793.4
423,470,SANDRINGHAM 10/39-41 Abbott Street VIC 3191,450,3,1,1,Apartment / Unit / Flat,-37.95,145.0,"[145.0, -37.95]",706.8
424,471,ELWOOD 4/84 Ormond Road VIC 3184,565,2,2,0,Apartment / Unit / Flat,-37.8809,144.9855,"[144.9855, -37.8809]",2446.6
425,472,MALVERN EAST 205/1059-1061 Dandenong Road VIC 3145,460,2,1,1,Apartment / Unit / Flat,-37.874,145.0425,"[145.0425, -37.874]",1264.1
426,473,CAMBERWELL 2/6 Stanhope Grove VIC 3124,475,2,1,1,Apartment / Unit / Flat,-37.8248,145.0705,"[145.0705, -37.8248]",991.7
427,474,CAMBERWELL G43/347 Camberwell Road VIC 3124,430,1,1,1,Apartment / Unit / Flat,-37.8248,145.0705,"[145.0705, -37.8248]",991.7
428,475,FOOTSCRAY 1603/8 Joseph Road VIC 3011,490,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",739.1
429,476,CAULFIELD SOUTH 5/14 Olive Street VIC 3162,360,1,1,1,Apartment / Unit / Flat,-37.8914,145.0254,"[145.0254, -37.8914]",1864.6
430,477,ABBOTSFORD 408D/615 Victoria Street VIC 3067,550,2,2,1,Apartment / Unit / Flat,-37.8046,144.9998,"[144.9998, -37.8046]",846.1
431,478,FOOTSCRAY 1201/8 Joseph Road VIC 3011,485,2,2,1,Apartment / Unit / Flat,-37.7995,144.8963,"[144.8963, -37.7995]",739.1
432,479,ST KILDA 11/43 Spenser Street VIC 3182,250,1,1,1,Apartment / Unit / Flat,-37.8633,144.9802,"[144.9802, -37.8633]",1744.7
433,480,HAWTHORN EAST 516/480 Riversdale Road VIC 3123,550,2,2,1,Apartment / Unit / Flat,-37.8248,145.0464,"[145.0464, -37.8248]",418.2
434,481,BLACKBURN 208/20 Queen Street VIC 3130,360,1,1,1,Apartment / Unit / Flat,-37.8232,145.1511,"[145.1511, -37.8232]",755.0
435,482,ST KILDA EAST 26/55 Alexandra St VIC 3183,330,1,1,1,Apartment / Unit / Flat,-37.8692,144.9977,"[144.9977, -37.8692]",740.6
436,483,MENTONE 12/30 Swanston Street VIC 3194,320,1,1,1,Apartment / Unit / Flat,-37.9833,145.0667,"[145.0667, -37.9833]",203.3
437,484,BENTLEIGH EAST 2/26 Patricia Street VIC 3165,595,2,1,2,Apartment / Unit / Flat,-37.9201,145.0599,"[145.0599, -37.9201]",2157.3
438,485,CAMBERWELL 2/1266 Toorak Road VIC 3124,695,3,1,4,Apartment / Unit / Flat,-37.8248,145.0705,"[145.0705, -37.8248]",991.7
439,486,BALWYN 3/1 Birtles St VIC 3103,575,3,2,1,Apartment / Unit / Flat,-37.8117,145.081,"[145.081, -37.8117]",1658.1
440,487,RICHMOND 5/69 River Street VIC 3121,650,2,2,2,Apartment / Unit / Flat,-37.8271,145.0064,"[145.0064, -37.8271]",634.6
